Date,14 - Tests,Day - Tests,14 - Pos,Day - Pos,14 - Pos Rate,Day - Pos Rate,,14 - Tests,Day - Tests,14 - Pos,Day - Pos,14 - Pos Rate,Day - Pos Rate,,Diff 14 Tested,Diff Daily Tests,Diff 14 Pos,Diff Daily Pos,Diff 14 Rate,Diff Day Rate
3/11/2020,73,16,15,2,0.205479452,0.125,,73,16,15,2,0.205479452,0.125,,0,0,0,0,5.47945E-11,0
3/12/2020,89,41,17,1,0.191011236,0.024390244,,89,41,17,1,0.191011236,0.024390244,,0,0,0,0,-4.49438E-11,-9.7561E-11
3/13/2020,130,68,18,6,0.138461538,0.088235294,,130,68,18,6,0.138461538,0.088235294,,0,0,0,0,4.61538E-10,1.17647E-10
3/14/2020,198,63,24,2,0.121212121,0.031746032,,198,63,24,2,0.121212121,0.031746032,,0,0,0,0,2.12121E-10,-2.53968E-10
3/15/2020,261,67,26,1,0.099616858,0.014925373,,261,67,26,1,0.099616858,0.014925373,,0,0,0,0,2.37548E-10,1.34328E-10
3/16/2020,328,248,27,20,0.082317073,0.080645161,,328,248,27,20,0.082317073,0.080645161,,0,0,0,0,1.70732E-10,2.90323E-10
3/17/2020,572,272,47,22,0.082167832,0.080882353,,572,275,47,22,0.082167832,0.08,,0,-3,0,0,1.67832E-10,0.000882353
3/18/2020,843,248,69,26,0.081850534,0.10483871,,846,248,69,26,0.081560284,0.10483871,,-3,0,0,0,0.00029025,-3.22581E-10
3/19/2020,1088,234,95,28,0.087316176,0.11965812,,1091,235,95,28,0.087076077,0.119148936,,-3,-1,0,0,0.000240099,0.000509184
3/20/2020,1315,255,123,26,0.093536122,0.101960784,,1319,257,123,26,0.093252464,0.101167315,,-4,-2,0,0,0.000283658,0.000793469
3/21/2020,1563,136,149,15,0.095329495,0.110294118,,1569,139,149,15,0.094964946,0.107913669,,-6,-3,0,0,0.000364549,0.002380449
3/22/2020,1692,144,160,18,0.094562648,0.125,,1701,145,160,18,0.094062316,0.124137931,,-9,-1,0,0,0.000500332,0.000862069
3/23/2020,1824,436,174,52,0.095394737,0.119266055,,1834,442,174,52,0.094874591,0.117647059,,-10,-6,0,0,0.000520146,0.001618996
3/24/2020,2243,457,221,56,0.098528756,0.122538293,,2259,460,221,56,0.097830899,0.12173913,,-16,-3,0,0,0.000697857,0.000799163
3/25/2020,2685,416,275,65,0.102420857,0.15625,,2704,419,275,65,0.101701183,0.155131265,,-19,-3,0,0,0.000719674,0.001118735
3/26/2020,3085,470,338,64,0.109562399,0.136170213,,3107,471,338,64,0.108786611,0.135881104,,-22,-1,0,0,0.000775788,0.000289109
3/27/2020,3514,478,401,69,0.114114969,0.144351464,,3537,481,401,69,0.113372915,0.143451143,,-23,-3,0,0,0.000742054,0.000900321
3/28/2020,3924,224,464,40,0.118246687,0.178571429,,3950,225,464,40,0.117468354,0.177777778,,-26,-1,0,0,0.000778333,0.000793651
3/29/2020,4085,174,502,36,0.122888617,0.206896552,,4112,174,502,36,0.122081712,0.206896552,,-27,0,0,0,0.000806905,-2.75862E-10
3/30/2020,4192,629,537,114,0.128101145,0.181240064,,4219,631,537,114,0.127281346,0.18066561,,-27,-2,0,0,0.000819799,0.000574454
3/31/2020,4573,511,631,78,0.137983818,0.152641879,,4602,518,631,78,0.137114298,0.150579151,,-29,-7,0,0,0.00086952,0.002062728
4/1/2020,4812,541,687,83,0.14276808,0.153419593,,4845,547,687,83,0.141795666,0.151736746,,-33,-6,0,0,0.000972414,0.001682847
4/2/2020,5105,533,744,83,0.145739471,0.155722326,,5144,534,744,83,0.144634526,0.155430712,,-39,-1,0,0,0.001104945,0.000291614
4/3/2020,5404,504,799,97,0.147853442,0.192460317,,5443,507,799,97,0.146794047,0.191321499,,-39,-3,0,0,0.001059395,0.001138818
4/4/2020,5653,217,870,56,0.153900584,0.258064516,,5693,217,870,56,0.152819252,0.258064516,,-40,0,0,0,0.001081332,1.29032E-10
4/5/2020,5734,239,911,68,0.158876875,0.284518828,,5771,239,911,68,0.157858257,0.284518828,,-37,0,0,0,0.001018618,4.51883E-10
4/6/2020,5829,694,961,132,0.164865329,0.190201729,,5865,702,961,132,0.163853367,0.188034188,,-36,-8,0,0,0.001011962,0.002167541
4/7/2020,6087,610,1041,117,0.171020207,0.191803279,,6125,615,1041,117,0.169959184,0.190243902,,-38,-5,0,0,0.001061023,0.001559377
4/8/2020,6240,577,1102,112,0.176602564,0.194107452,,6280,577,1102,112,0.175477707,0.194107452,,-40,0,0,0,0.001124857,3.39688E-10
4/9/2020,6401,510,1149,114,0.179503203,0.223529412,,6438,513,1149,114,0.178471575,0.222222222,,-37,-3,0,0,0.001031628,0.00130719
4/10/2020,6441,650,1199,242,0.186151219,0.372307692,,6480,655,1199,242,0.185030864,0.369465649,,-39,-5,0,0,0.001120355,0.002842043
4/11/2020,6613,248,1372,75,0.207470135,0.302419355,,6654,248,1372,75,0.206191764,0.302419355,,-41,0,0,0,0.001278371,-1.6129E-10
4/12/2020,6637,191,1407,57,0.21199337,0.298429319,,6677,192,1407,57,0.210723379,0.296875,,-40,-1,0,0,0.001269991,0.001554319
4/13/2020,6654,671,1428,202,0.214607755,0.301043219,,6695,677,1428,202,0.213293503,0.298375185,,-41,-6,0,0,0.001314252,0.002668034
4/14/2020,6696,624,1516,156,0.226403823,0.25,,6741,631,1516,156,0.224892449,0.247226624,,-45,-7,0,0,0.001511374,0.002773376
4/15/2020,6809,660,1594,183,0.234101924,0.277272727,,6854,665,1594,183,0.232564926,0.27518797,,-45,-5,0,0,0.001536998,0.002084757
4/16/2020,6928,1404,1694,491,0.244515012,0.3497151,,6972,1412,1694,491,0.242971888,0.347733711,,-44,-8,0,0,0.001543124,0.001981389
4/17/2020,7799,1447,2102,506,0.269521734,0.349689012,,7850,1452,2102,506,0.267770701,0.348484848,,-51,-5,0,0,0.001751033,0.001204164
4/18/2020,8742,427,2511,176,0.287234043,0.412177986,,8795,428,2511,176,0.285503127,0.411214953,,-53,-1,0,0,0.001730916,0.000963033
4/19/2020,8952,412,2631,170,0.293900804,0.412621359,,9006,412,2631,170,0.292138574,0.412621359,,-54,0,0,0,0.00176223,2.23301E-10
4/20/2020,9125,1335,2733,512,0.299506849,0.383520599,,9179,1343,2733,513,0.297744852,0.38198064,,-54,-8,0,-1,0.001761997,0.001539959
4/21/2020,9766,1278,3113,455,0.31875896,0.356025039,,9820,1290,3114,455,0.317107943,0.352713178,,-54,-12,-1,0,0.001651017,0.003311861
4/22/2020,10434,1386,3451,533,0.330745639,0.384559885,,10495,1394,3452,533,0.328918533,0.382352941,,-61,-8,-1,0,0.001827106,0.002206944
4/23/2020,11243,1441,3872,472,0.344392066,0.327550312,,11312,1448,3873,472,0.342379774,0.325966851,,-69,-7,-1,0,0.002012292,0.001583461
4/24/2020,12174,2092,4230,691,0.347461804,0.330305927,,12247,2121,4231,691,0.345472361,0.325789722,,-73,-29,-1,0,0.001989443,0.004516205
4/25/2020,13616,3463,4679,1289,0.343639835,0.372220618,,13713,3476,4680,1289,0.341281995,0.370828539,,-97,-13,-1,0,0.00235784,0.001392079
4/26/2020,16831,643,5893,164,0.35012774,0.255054432,,16941,645,5894,164,0.347913346,0.254263566,,-110,-2,-1,0,0.002214394,0.000790866
4/27/2020,17283,1968,6000,568,0.347161951,0.288617886,,17394,1988,6001,568,0.345004024,0.285714286,,-111,-20,-1,0,0.002157927,0.0029036
4/28/2020,18580,2318,6366,649,0.34262648,0.279982744,,18705,2337,6367,649,0.34039027,0.277706461,,-125,-19,-1,0,0.00223621,0.002276283
4/29/2020,20274,2367,6859,514,0.338315083,0.217152514,,20411,2384,6860,514,0.336093283,0.215604027,,-137,-17,-1,0,0.0022218,0.001548487
