County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,515,16,12,0,2020-07-09,2020,7,9,17,0,0,0,0,1881
Adams,297,8,8,0,2020-07-09,2020,7,9,6,0,0,0,0,1880
Allamakee,1554,135,116,4,2020-07-09,2020,7,9,19,0,0,0,0,1879
Appanoose,932,21,17,3,2020-07-09,2020,7,9,19,0,0,0,0,1878
Audubon,519,16,15,1,2020-07-09,2020,7,9,8,0,0,0,0,1877
Benton,2233,72,54,1,2020-07-09,2020,7,9,63,3,3,0,4.76190476190476,1876
Black Hawk,17672,2397,1857,59,2020-07-09,2020,7,9,506,42,-21,1,8.300395256917,1875
Boone,2973,160,118,1,2020-07-09,2020,7,9,60,3,-3,0,5,1874
Bremer,2462,102,79,7,2020-07-09,2020,7,9,63,4,-1,0,6.34920634920635,1873
Buchanan,2115,61,38,1,2020-07-09,2020,7,9,54,1,1,0,1.85185185185185,1872
Buena Vista,7182,1727,1493,11,2020-07-09,2020,7,9,26,3,-81,0,11.5384615384615,1871
Butler,1596,60,48,2,2020-07-09,2020,7,9,17,0,-1,0,0,1870
Calhoun,1210,58,37,2,2020-07-09,2020,7,9,23,3,-1,0,13.0434782608696,1869
Carroll,2178,104,85,1,2020-07-09,2020,7,9,31,0,3,0,0,1868
Cass,936,27,19,0,2020-07-09,2020,7,9,27,3,1,0,11.1111111111111,1867
Cedar,1775,85,69,1,2020-07-09,2020,7,9,31,0,2,0,0,1866
Cerro Gordo,5072,223,62,1,2020-07-09,2020,7,9,169,22,-46,0,13.0177514792899,1865
Cherokee,1273,81,68,1,2020-07-09,2020,7,9,28,2,1,0,7.14285714285714,1864
Chickasaw,1189,29,28,0,2020-07-09,2020,7,9,21,0,1,0,0,1863
Clarke,1128,140,115,3,2020-07-09,2020,7,9,23,6,4,0,26.0869565217391,1862
Clay,1957,143,98,1,2020-07-09,2020,7,9,47,1,-1,0,2.12765957446809,1861
Clayton,1605,47,36,3,2020-07-09,2020,7,9,37,1,0,0,2.7027027027027,1860
Clinton,3606,121,69,1,2020-07-09,2020,7,9,69,6,0,0,8.69565217391304,1859
Crawford,3045,679,608,3,2020-07-09,2020,7,9,34,0,-14,0,0,1858
Dallas,11394,1330,1042,31,2020-07-09,2020,7,9,391,32,-9,2,8.18414322250639,1857
Davis,609,42,33,1,2020-07-09,2020,7,9,6,0,-3,0,0,1856
Decatur,461,12,9,0,2020-07-09,2020,7,9,5,0,-1,0,0,1855
Delaware,1500,54,41,1,2020-07-09,2020,7,9,39,1,1,0,2.56410256410256,1854
Des Moines,2995,95,80,2,2020-07-09,2020,7,9,62,1,1,0,1.61290322580645,1853
Dickinson,2747,285,178,3,2020-07-09,2020,7,9,64,3,-1,0,4.6875,1852
Dubuque,14115,834,419,22,2020-07-09,2020,7,9,954,63,-23,0,6.60377358490566,1851
Emmet,1008,92,59,0,2020-07-09,2020,7,9,24,1,1,0,4.16666666666667,1850
Fayette,1987,54,31,0,2020-07-09,2020,7,9,38,2,-2,0,5.26315789473684,1849
Floyd,1924,74,56,2,2020-07-09,2020,7,9,31,0,-4,0,0,1848
Franklin,1287,99,62,0,2020-07-09,2020,7,9,19,1,1,0,5.26315789473684,1847
Fremont,435,8,6,0,2020-07-09,2020,7,9,6,0,-1,0,0,1846
Greene,884,29,21,0,2020-07-09,2020,7,9,9,0,0,0,0,1845
Grundy,1293,42,26,0,2020-07-09,2020,7,9,53,2,1,0,3.77358490566038,1844
Guthrie,1082,72,56,4,2020-07-09,2020,7,9,22,3,-2,0,13.6363636363636,1843
Hamilton,2044,193,174,1,2020-07-09,2020,7,9,29,1,0,0,3.44827586206897,1842
Hancock,1299,57,43,1,2020-07-09,2020,7,9,25,3,-2,0,12,1841
Hardin,1951,88,44,0,2020-07-09,2020,7,9,66,5,-4,0,7.57575757575758,1840
Harrison,1149,56,47,0,2020-07-09,2020,7,9,24,2,1,0,8.33333333333333,1839
Henry,1808,90,78,3,2020-07-09,2020,7,9,29,2,1,0,6.89655172413793,1838
Howard,920,37,15,0,2020-07-09,2020,7,9,33,0,0,0,0,1837
Humboldt,970,58,48,1,2020-07-09,2020,7,9,11,1,0,0,9.09090909090909,1836
Ida,708,23,21,0,2020-07-09,2020,7,9,7,0,0,0,0,1835
Iowa,1936,62,43,1,2020-07-09,2020,7,9,31,1,-1,0,3.2258064516129,1834
Jackson,1488,48,18,0,2020-07-09,2020,7,9,76,11,2,0,14.4736842105263,1833
Jasper,3360,332,273,17,2020-07-09,2020,7,9,43,3,-2,0,6.97674418604651,1832
Jefferson,1343,62,47,0,2020-07-09,2020,7,9,17,0,-4,0,0,1831
Johnson,17469,1384,834,8,2020-07-09,2020,7,9,309,21,-18,0,6.79611650485437,1830
Jones,1609,68,55,0,2020-07-09,2020,7,9,44,3,0,0,6.81818181818182,1829
Keokuk,824,20,17,1,2020-07-09,2020,7,9,5,0,-1,0,0,1828
Kossuth,1303,39,24,0,2020-07-09,2020,7,9,26,2,0,0,7.69230769230769,1827
Lee,2063,54,43,2,2020-07-09,2020,7,9,29,0,2,0,0,1826
Linn,22082,1341,1101,83,2020-07-09,2020,7,9,410,18,-8,1,4.39024390243902,1825
Louisa,1496,363,341,13,2020-07-09,2020,7,9,10,0,0,0,0,1824
Lucas,552,32,24,4,2020-07-09,2020,7,9,13,1,0,0,7.69230769230769,1823
Lyon,706,48,40,0,2020-07-09,2020,7,9,10,1,-1,0,10,1822
Madison,1495,51,34,2,2020-07-09,2020,7,9,30,2,0,0,6.66666666666667,1821
Mahaska,1494,118,99,17,2020-07-09,2020,7,9,29,0,0,0,0,1820
Marion,2147,75,57,0,2020-07-09,2020,7,9,38,1,-2,0,2.63157894736842,1819
Marshall,6195,1068,943,19,2020-07-09,2020,7,9,86,5,-5,0,5.81395348837209,1818
Mills,2040,46,32,0,2020-07-09,2020,7,9,18,3,-2,0,16.6666666666667,1817
Mitchell,1258,43,26,0,2020-07-09,2020,7,9,40,2,3,0,5,1816
Monona,952,77,53,0,2020-07-09,2020,7,9,7,0,-2,0,0,1815
Monroe,567,51,43,7,2020-07-09,2020,7,9,7,0,-1,0,0,1814
Montgomery,827,11,8,2,2020-07-09,2020,7,9,8,1,0,0,12.5,1813
Muscatine,5142,683,557,44,2020-07-09,2020,7,9,103,8,-3,0,7.76699029126214,1812
O'Brien,1280,92,68,1,2020-07-09,2020,7,9,20,1,-1,0,5,1811
Osceola,457,64,50,0,2020-07-09,2020,7,9,6,0,1,0,0,1810
Page,1259,20,20,0,2020-07-09,2020,7,9,4,0,0,0,0,1809
Palo Alto,1133,46,32,0,2020-07-09,2020,7,9,16,4,-1,0,25,1808
Plymouth,2958,336,272,5,2020-07-09,2020,7,9,39,9,-10,0,23.0769230769231,1807
Pocahontas,939,104,45,1,2020-07-09,2020,7,9,13,3,-5,0,23.0769230769231,1806
Polk,57780,6990,5129,182,2020-07-09,2020,7,9,1641,163,-205,1,9.93296770262035,1805
Pottawattamie,10518,780,653,12,2020-07-09,2020,7,9,294,22,3,0,7.48299319727891,1804
Poweshiek,1346,108,95,8,2020-07-09,2020,7,9,19,1,0,0,5.26315789473684,1803
Ringgold,558,15,12,1,2020-07-09,2020,7,9,4,0,-1,1,0,1802
