County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,12593,989,818,32,2021-05-19,2021,5,19,48,3,1,0,6.25,32076,0
Adams,5887,352,334,4,2021-05-19,2021,5,19,15,3,3,0,20,32075,0
Allamakee,22150,1573,1445,51,2021-05-19,2021,5,19,37,1,1,0,2.7027027027027,32074,0
Appanoose,18592,1460,1220,49,2021-05-19,2021,5,19,23,0,0,0,0,32073,0
Audubon,12821,531,486,10,2021-05-19,2021,5,19,51,2,2,0,3.92156862745098,32072,0
Benton,38707,2725,2459,55,2021-05-19,2021,5,19,71,0,1,0,0,32071,0
Black Hawk,221774,17312,15316,308,2021-05-19,2021,5,19,318,1,13,0,0.314465408805031,32070,0
Boone,45615,2840,2569,34,2021-05-19,2021,5,19,66,0,3,0,0,32069,0
Bremer,40881,2993,2738,60,2021-05-19,2021,5,19,92,4,0,0,4.34782608695652,32068,0
Buchanan,32468,2022,1858,32,2021-05-19,2021,5,19,52,2,1,0,3.84615384615385,32067,0
Buena Vista,46030,4900,4182,40,2021-05-19,2021,5,19,28,6,-1,0,21.4285714285714,32066,0
Butler,30395,1745,1588,35,2021-05-19,2021,5,19,48,2,0,1,4.16666666666667,32065,0
Calhoun,19116,1437,1323,13,2021-05-19,2021,5,19,51,0,1,0,0,32064,0
Carroll,37811,3076,2754,52,2021-05-19,2021,5,19,47,4,4,0,8.51063829787234,32063,0
Cass,21343,1473,1306,54,2021-05-19,2021,5,19,40,5,3,0,12.5,32062,0
Cedar,32466,1996,1823,23,2021-05-19,2021,5,19,57,1,5,0,1.75438596491228,32061,0
Cerro Gordo,79303,5855,5166,89,2021-05-19,2021,5,19,168,13,9,0,7.73809523809524,32060,0
Cherokee,21446,1691,1538,38,2021-05-19,2021,5,19,37,2,2,0,5.40540540540541,32059,0
Chickasaw,18253,1311,1218,16,2021-05-19,2021,5,19,32,0,1,0,0,32058,0
Clarke,13907,1063,963,24,2021-05-19,2021,5,19,25,0,0,0,0,32057,0
Clay,31712,2266,2106,26,2021-05-19,2021,5,19,30,0,6,0,0,32056,0
Clayton,26147,1783,1625,56,2021-05-19,2021,5,19,117,1,0,0,0.854700854700855,32055,0
Clinton,66041,6045,5331,93,2021-05-19,2021,5,19,158,1,9,0,0.632911392405063,32054,0
Crawford,29047,2914,2589,40,2021-05-19,2021,5,19,142,6,3,0,4.22535211267606,32053,0
Dallas,132482,12538,10861,98,2021-05-19,2021,5,19,308,0,13,0,0,32052,0
Davis,11600,909,775,24,2021-05-19,2021,5,19,21,1,0,0,4.76190476190476,32051,0
Decatur,10719,624,588,9,2021-05-19,2021,5,19,14,0,0,0,0,32050,0
Delaware,30223,2144,2009,41,2021-05-19,2021,5,19,70,1,9,0,1.42857142857143,32049,0
Des Moines,58253,4969,4384,66,2021-05-19,2021,5,19,99,12,13,0,12.1212121212121,32048,0
Dickinson,27775,2676,2402,44,2021-05-19,2021,5,19,33,1,5,0,3.03030303030303,32047,0
Dubuque,199125,14690,12987,209,2021-05-19,2021,5,19,529,5,10,0,0.945179584120983,32046,0
Emmet,17607,1420,1257,40,2021-05-19,2021,5,19,20,5,3,0,25,32045,0
Fayette,37645,1935,1803,41,2021-05-19,2021,5,19,40,1,2,0,2.5,32044,0
Floyd,26617,1791,1522,42,2021-05-19,2021,5,19,49,0,2,0,0,32043,0
Franklin,20440,1318,1109,21,2021-05-19,2021,5,19,152,3,2,0,1.97368421052632,32042,0
Fremont,7493,658,611,9,2021-05-19,2021,5,19,5,0,0,0,0,32041,0
Greene,15411,824,757,10,2021-05-19,2021,5,19,9,0,-1,0,0,32040,0
Grundy,19851,1445,1325,33,2021-05-19,2021,5,19,22,2,0,0,9.09090909090909,32039,0
Guthrie,19239,1306,1166,30,2021-05-19,2021,5,19,78,4,4,0,5.12820512820513,32038,0
Hamilton,24038,1989,1743,50,2021-05-19,2021,5,19,20,1,1,0,5,32037,0
Hancock,22315,1587,1411,34,2021-05-19,2021,5,19,41,0,3,0,0,32036,0
Hardin,36432,1991,1779,44,2021-05-19,2021,5,19,112,2,3,0,1.78571428571429,32035,0
