County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,431,15,11,0,2020-06-29,2020,6,29,8,0,0,0,0,891
Adams,251,8,8,0,2020-06-29,2020,6,29,5,0,3,0,0,890
Allamakee,1248,123,115,4,2020-06-29,2020,6,29,9,0,25,0,0,889
Appanoose,820,20,17,3,2020-06-29,2020,6,29,22,0,0,0,0,888
Audubon,457,17,15,1,2020-06-29,2020,6,29,4,0,4,0,0,887
Benton,1901,58,43,1,2020-06-29,2020,6,29,45,2,1,0,4.44444444444444,886
Black Hawk,14647,2075,1767,57,2020-06-29,2020,6,29,183,16,563,0,8.74316939890711,885
Boone,2593,135,101,1,2020-06-29,2020,6,29,25,1,18,0,4,884
Bremer,2149,87,76,6,2020-06-29,2020,6,29,22,1,1,0,4.54545454545455,883
Buchanan,1803,44,33,1,2020-06-29,2020,6,29,24,1,1,0,4.16666666666667,882
Buena Vista,6927,1695,1303,11,2020-06-29,2020,6,29,17,3,659,0,17.6470588235294,881
Butler,1413,45,32,2,2020-06-29,2020,6,29,12,3,2,0,25,880
Calhoun,1007,43,20,1,2020-06-29,2020,6,29,23,2,1,1,8.69565217391304,879
Carroll,1789,82,60,1,2020-06-29,2020,6,29,38,3,3,0,7.89473684210526,878
Cass,795,17,16,0,2020-06-29,2020,6,29,16,0,0,0,0,877
Cedar,1546,74,52,1,2020-06-29,2020,6,29,25,3,2,0,12,876
Cerro Gordo,4232,99,43,1,2020-06-29,2020,6,29,62,6,10,0,9.67741935483871,875
Cherokee,1009,71,58,0,2020-06-29,2020,6,29,12,0,2,0,0,874
Chickasaw,1066,25,19,0,2020-06-29,2020,6,29,13,1,1,0,7.69230769230769,873
Clarke,986,123,96,2,2020-06-29,2020,6,29,14,0,13,0,0,872
Clay,1532,119,78,0,2020-06-29,2020,6,29,16,0,3,0,0,871
Clayton,1319,38,33,3,2020-06-29,2020,6,29,14,0,2,0,0,870
Clinton,3134,92,67,1,2020-06-29,2020,6,29,56,4,0,0,7.14285714285714,869
Crawford,2839,667,578,2,2020-06-29,2020,6,29,16,6,180,0,37.5,868
Dallas,9535,1172,970,29,2020-06-29,2020,6,29,123,0,249,0,0,867
Davis,556,37,30,1,2020-06-29,2020,6,29,3,0,4,0,0,866
Decatur,424,9,9,0,2020-06-29,2020,6,29,6,0,1,0,0,865
Delaware,1204,40,33,1,2020-06-29,2020,6,29,13,0,2,0,0,864
Des Moines,2647,84,64,2,2020-06-29,2020,6,29,15,0,2,0,0,863
Dickinson,2177,238,125,2,2020-06-29,2020,6,29,30,1,17,0,3.33333333333333,862
Dubuque,10095,501,369,22,2020-06-29,2020,6,29,104,1,118,0,0.961538461538461,861
Emmet,858,75,40,0,2020-06-29,2020,6,29,13,0,4,0,0,860
Fayette,1711,32,30,0,2020-06-29,2020,6,29,19,1,2,0,5.26315789473684,859
Floyd,1724,66,35,2,2020-06-29,2020,6,29,15,3,8,0,20,858
Franklin,1159,74,43,0,2020-06-29,2020,6,29,9,1,5,0,11.1111111111111,857
Fremont,370,7,4,0,2020-06-29,2020,6,29,4,0,2,0,0,856
Greene,799,28,20,0,2020-06-29,2020,6,29,11,0,1,0,0,855
Grundy,1076,32,22,0,2020-06-29,2020,6,29,29,2,5,0,6.89655172413793,854
Guthrie,954,64,58,4,2020-06-29,2020,6,29,12,0,8,0,0,853
Hamilton,1885,182,132,1,2020-06-29,2020,6,29,21,0,8,1,0,852
Hancock,1115,46,36,0,2020-06-29,2020,6,29,20,1,4,0,5,851
Hardin,1699,66,31,0,2020-06-29,2020,6,29,15,1,5,0,6.66666666666667,850
Harrison,1001,49,41,0,2020-06-29,2020,6,29,14,0,0,0,0,849
Henry,1597,81,74,3,2020-06-29,2020,6,29,12,0,3,0,0,848
Howard,653,21,12,0,2020-06-29,2020,6,29,8,0,2,0,0,847
Humboldt,837,48,38,1,2020-06-29,2020,6,29,22,2,3,0,9.09090909090909,846
Ida,640,21,18,0,2020-06-29,2020,6,29,13,0,0,0,0,845
Iowa,1632,47,37,0,2020-06-29,2020,6,29,17,0,3,0,0,844
Jackson,1161,23,16,0,2020-06-29,2020,6,29,24,0,3,0,0,843
Jasper,3018,314,260,17,2020-06-29,2020,6,29,30,1,46,0,3.33333333333333,842
Jefferson,1191,51,46,0,2020-06-29,2020,6,29,16,1,5,0,6.25,841
Johnson,14395,1112,675,8,2020-06-29,2020,6,29,566,79,135,0,13.9575971731449,840
Jones,1366,52,48,0,2020-06-29,2020,6,29,39,1,5,0,2.56410256410256,839
Keokuk,748,19,16,1,2020-06-29,2020,6,29,9,0,2,0,0,838
Kossuth,1147,32,16,0,2020-06-29,2020,6,29,17,0,2,0,0,837
Lee,1811,47,35,1,2020-06-29,2020,6,29,18,0,2,0,0,836
Linn,18739,1191,974,82,2020-06-29,2020,6,29,401,11,75,0,2.7431421446384,835
Louisa,1407,359,337,13,2020-06-29,2020,6,29,5,0,48,0,0,834
Lucas,474,30,23,4,2020-06-29,2020,6,29,19,1,5,0,5.26315789473684,833
Lyon,601,39,38,0,2020-06-29,2020,6,29,21,0,5,0,0,832
Madison,1192,37,30,2,2020-06-29,2020,6,29,19,0,0,0,0,831
Mahaska,1309,115,95,17,2020-06-29,2020,6,29,11,0,5,0,0,830
Marion,1851,63,39,0,2020-06-29,2020,6,29,52,3,2,0,5.76923076923077,829
Marshall,5594,1011,911,18,2020-06-29,2020,6,29,39,2,295,0,5.12820512820513,828
Mills,1903,32,30,0,2020-06-29,2020,6,29,13,0,5,0,0,827
Mitchell,931,21,9,0,2020-06-29,2020,6,29,9,0,1,0,0,826
Monona,813,70,46,0,2020-06-29,2020,6,29,13,1,10,0,7.69230769230769,825
Monroe,511,50,43,6,2020-06-29,2020,6,29,5,0,0,0,0,824
Montgomery,752,10,8,2,2020-06-29,2020,6,29,8,0,0,0,0,823
Muscatine,4313,610,536,44,2020-06-29,2020,6,29,60,4,20,0,6.66666666666667,822
O'Brien,1101,81,50,1,2020-06-29,2020,6,29,59,1,7,0,1.69491525423729,821
Osceola,362,51,46,0,2020-06-29,2020,6,29,7,0,1,0,0,820
Page,1155,20,18,0,2020-06-29,2020,6,29,7,0,1,0,0,819
Palo Alto,861,30,21,0,2020-06-29,2020,6,29,12,1,2,0,8.33333333333333,818
Plymouth,2611,296,209,4,2020-06-29,2020,6,29,34,5,8,0,14.7058823529412,817
Pocahontas,770,73,23,1,2020-06-29,2020,6,29,10,3,12,0,30,816
Polk,48619,5997,4648,176,2020-06-29,2020,6,29,678,50,1733,2,7.37463126843658,815
Pottawattamie,9095,681,576,11,2020-06-29,2020,6,29,102,7,42,0,6.86274509803922,814
Poweshiek,1143,104,88,8,2020-06-29,2020,6,29,18,0,3,0,0,813
Ringgold,442,13,10,0,2020-06-29,2020,6,29,4,0,0,0,0,812
Sac,1203,62,45,0,2020-06-29,2020,6,29,20,2,8,0,10,811
Scott,12220,621,442,10,2020-06-29,2020,6,29,264,23,24,0,8.71212121212121,810
Shelby,998,103,76,0,2020-06-29,2020,6,29,9,0,11,0,0,809
Sioux,2818,448,327,0,2020-06-29,2020,6,29,39,3,113,0,7.69230769230769,808
Story,7458,679,226,3,2020-06-29,2020,6,29,66,6,49,0,9.09090909090909,807
Tama,2195,438,394,29,2020-06-29,2020,6,29,25,0,41,0,0,806
Taylor,626,78,66,0,2020-06-29,2020,6,29,3,1,42,0,33.3333333333333,805
Union,1131,25,10,0,2020-06-29,2020,6,29,12,0,3,0,0,804
Van Buren,397,19,13,0,2020-06-29,2020,6,29,7,1,1,0,14.2857142857143,803
Wapello,4086,699,650,30,2020-06-29,2020,6,29,21,3,41,1,14.2857142857143,802
Warren,4398,242,204,2,2020-06-29,2020,6,29,64,5,6,0,7.8125,801
Washington,2203,225,198,9,2020-06-29,2020,6,29,22,4,10,0,18.1818181818182,800
Wayne,308,8,6,0,2020-06-29,2020,6,29,8,0,3,0,0,799
Webster,4005,158,106,2,2020-06-29,2020,6,29,37,8,9,1,21.6216216216216,798
Winnebago,797,23,12,0,2020-06-29,2020,6,29,25,1,0,0,4,797
Winneshiek,1317,28,24,0,2020-06-29,2020,6,29,12,1,0,0,8.33333333333333,796
Woodbury,16012,3150,2977,43,2020-06-29,2020,6,29,173,11,319,-1,6.35838150289017,795
Worth,547,13,9,0,2020-06-29,2020,6,29,11,1,1,0,9.09090909090909,794
Wright,2576,370,250,0,2020-06-29,2020,6,29,25,4,71,0,16,793
