County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,765,20,16,0,2020-07-24,2020,7,24,11,0,0,0,0,3366
Adams,373,12,9,0,2020-07-24,2020,7,24,6,0,0,0,0,3365
Allamakee,1890,144,122,4,2020-07-24,2020,7,24,26,0,0,0,0,3364
Appanoose,1237,34,27,3,2020-07-24,2020,7,24,25,0,2,0,0,3363
Audubon,624,24,15,1,2020-07-24,2020,7,24,19,2,0,0,10.5263157894737,3362
Benton,2858,105,81,1,2020-07-24,2020,7,24,52,3,0,0,5.76923076923077,3361
Black Hawk,21692,2802,1994,61,2020-07-24,2020,7,24,295,32,16,0,10.8474576271186,3360
Boone,3530,209,133,1,2020-07-24,2020,7,24,46,6,0,0,13.0434782608696,3359
Bremer,3083,157,79,7,2020-07-24,2020,7,24,38,5,0,0,13.1578947368421,3358
Buchanan,2529,87,44,1,2020-07-24,2020,7,24,33,3,0,0,9.09090909090909,3357
Buena Vista,7611,1773,1677,12,2020-07-24,2020,7,24,31,8,2,0,25.8064516129032,3356
Butler,1996,89,75,2,2020-07-24,2020,7,24,34,1,5,0,2.94117647058824,3355
Calhoun,1417,72,63,2,2020-07-24,2020,7,24,7,0,1,0,0,3354
Carroll,2844,161,119,1,2020-07-24,2020,7,24,90,12,1,0,13.3333333333333,3353
Cass,1191,35,28,0,2020-07-24,2020,7,24,34,3,0,0,8.82352941176471,3352
Cedar,2163,106,74,1,2020-07-24,2020,7,24,24,1,1,0,4.16666666666667,3351
Cerro Gordo,6975,508,131,16,2020-07-24,2020,7,24,142,23,6,0,16.1971830985916,3350
Cherokee,1557,94,74,1,2020-07-24,2020,7,24,13,1,0,0,7.69230769230769,3349
Chickasaw,1411,44,37,0,2020-07-24,2020,7,24,10,3,2,0,30,3348
Clarke,1338,157,119,3,2020-07-24,2020,7,24,19,1,0,0,5.26315789473684,3347
Clay,2297,164,116,1,2020-07-24,2020,7,24,33,2,2,0,6.06060606060606,3346
Clayton,1936,74,47,3,2020-07-24,2020,7,24,33,7,0,0,21.2121212121212,3345
Clinton,4692,209,93,2,2020-07-24,2020,7,24,107,16,4,0,14.9532710280374,3344
Crawford,3356,689,658,3,2020-07-24,2020,7,24,20,0,3,0,0,3343
Dallas,14759,1636,1133,34,2020-07-24,2020,7,24,235,17,6,0,7.23404255319149,3342
Davis,720,48,36,1,2020-07-24,2020,7,24,6,1,0,0,16.6666666666667,3341
Decatur,537,17,11,0,2020-07-24,2020,7,24,5,0,0,0,0,3340
Delaware,1856,74,58,1,2020-07-24,2020,7,24,28,4,0,0,14.2857142857143,3339
Des Moines,3701,127,85,2,2020-07-24,2020,7,24,62,2,0,0,3.2258064516129,3338
Dickinson,3483,354,235,4,2020-07-24,2020,7,24,49,4,0,0,8.16326530612245,3337
Dubuque,18222,1322,488,26,2020-07-24,2020,7,24,127,28,2,0,22.0472440944882,3336
Emmet,1330,138,76,1,2020-07-24,2020,7,24,22,13,1,1,59.0909090909091,3335
Fayette,2367,69,31,0,2020-07-24,2020,7,24,25,2,0,0,8,3334
Floyd,2285,96,68,2,2020-07-24,2020,7,24,27,0,0,0,0,3333
Franklin,1543,163,80,3,2020-07-24,2020,7,24,12,6,1,0,50,3332
Fremont,569,22,7,0,2020-07-24,2020,7,24,14,6,1,0,42.8571428571429,3331
Greene,1123,37,29,0,2020-07-24,2020,7,24,22,0,0,0,0,3330
Grundy,1583,64,31,1,2020-07-24,2020,7,24,25,3,0,0,12,3329
Guthrie,1532,115,66,5,2020-07-24,2020,7,24,23,1,0,0,4.34782608695652,3328
Hamilton,2367,215,203,1,2020-07-24,2020,7,24,14,0,-1,0,0,3327
Hancock,1580,97,66,2,2020-07-24,2020,7,24,24,2,5,0,8.33333333333333,3326
Hardin,2276,124,63,0,2020-07-24,2020,7,24,28,6,3,0,21.4285714285714,3325
Harrison,1411,78,59,0,2020-07-24,2020,7,24,36,5,0,0,13.8888888888889,3324
Henry,2288,102,78,3,2020-07-24,2020,7,24,28,1,0,0,3.57142857142857,3323
Howard,1126,45,24,0,2020-07-24,2020,7,24,17,0,0,0,0,3322
Humboldt,1137,73,64,1,2020-07-24,2020,7,24,5,1,0,0,20,3321
Ida,823,27,21,0,2020-07-24,2020,7,24,10,0,0,0,0,3320
Iowa,2342,70,50,1,2020-07-24,2020,7,24,36,1,0,0,2.77777777777778,3319
Jackson,2317,113,26,0,2020-07-24,2020,7,24,96,3,0,0,3.125,3318
Jasper,4207,424,306,22,2020-07-24,2020,7,24,66,8,2,2,12.1212121212121,3317
Jefferson,1613,69,51,0,2020-07-24,2020,7,24,22,1,0,0,4.54545454545455,3316
Johnson,21712,1718,1120,10,2020-07-24,2020,7,24,277,25,25,0,9.02527075812274,3315
Jones,2147,107,60,1,2020-07-24,2020,7,24,28,3,0,0,10.7142857142857,3314
Keokuk,961,27,20,1,2020-07-24,2020,7,24,10,1,0,0,10,3313
Kossuth,1759,72,32,0,2020-07-24,2020,7,24,46,0,0,0,0,3312
Lee,2469,70,47,2,2020-07-24,2020,7,24,29,4,1,0,13.7931034482759,3311
Linn,28388,1752,1367,87,2020-07-24,2020,7,24,432,46,22,0,10.6481481481481,3310
Louisa,1704,374,345,13,2020-07-24,2020,7,24,2,0,0,0,0,3309
Lucas,688,39,27,4,2020-07-24,2020,7,24,8,0,0,0,0,3308
Lyon,923,87,69,0,2020-07-24,2020,7,24,19,3,4,0,15.7894736842105,3307
Madison,1904,82,40,2,2020-07-24,2020,7,24,40,3,0,0,7.5,3306
Mahaska,1824,131,103,17,2020-07-24,2020,7,24,23,0,0,0,0,3305
Marion,2865,124,85,0,2020-07-24,2020,7,24,63,11,1,0,17.4603174603175,3304
Marshall,7379,1275,989,22,2020-07-24,2020,7,24,74,24,3,1,32.4324324324324,3303
Mills,2457,66,32,0,2020-07-24,2020,7,24,43,3,0,0,6.97674418604651,3302
Mitchell,1636,72,56,0,2020-07-24,2020,7,24,17,0,6,0,0,3301
Monona,1056,85,67,0,2020-07-24,2020,7,24,6,1,0,0,16.6666666666667,3300
Monroe,706,63,43,7,2020-07-24,2020,7,24,13,0,0,0,0,3299
Montgomery,1061,29,18,2,2020-07-24,2020,7,24,10,0,1,0,0,3298
