County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,638,17,15,0,2020-07-15,2020,7,15,8,0,2,0,0,2475
Adams,325,8,8,0,2020-07-15,2020,7,15,9,0,0,0,0,2474
Allamakee,1657,138,120,4,2020-07-15,2020,7,15,35,0,0,0,0,2473
Appanoose,1032,29,18,3,2020-07-15,2020,7,15,17,0,0,0,0,2472
Audubon,542,17,15,1,2020-07-15,2020,7,15,2,0,0,0,0,2471
Benton,2434,80,65,1,2020-07-15,2020,7,15,35,2,1,0,5.71428571428571,2470
Black Hawk,19373,2571,1909,60,2020-07-15,2020,7,15,463,27,11,1,5.83153347732181,2469
Boone,3153,174,121,1,2020-07-15,2020,7,15,28,0,0,0,0,2468
Bremer,2725,120,79,7,2020-07-15,2020,7,15,86,4,0,0,4.65116279069768,2467
Buchanan,2281,66,40,1,2020-07-15,2020,7,15,46,0,0,0,0,2466
Buena Vista,7345,1741,1652,11,2020-07-15,2020,7,15,35,4,7,0,11.4285714285714,2465
Butler,1774,74,56,2,2020-07-15,2020,7,15,52,4,1,0,7.69230769230769,2464
Calhoun,1283,66,53,2,2020-07-15,2020,7,15,14,0,2,0,0,2463
Carroll,2348,119,99,1,2020-07-15,2020,7,15,19,2,1,0,10.5263157894737,2462
Cass,995,29,24,0,2020-07-15,2020,7,15,13,0,0,0,0,2461
Cedar,1926,97,71,1,2020-07-15,2020,7,15,29,1,0,0,3.44827586206897,2460
Cerro Gordo,5703,353,97,9,2020-07-15,2020,7,15,103,8,8,8,7.76699029126214,2459
Cherokee,1386,86,72,1,2020-07-15,2020,7,15,50,1,1,0,2,2458
Chickasaw,1259,34,32,0,2020-07-15,2020,7,15,23,2,3,0,8.69565217391304,2457
Clarke,1198,147,120,3,2020-07-15,2020,7,15,25,2,2,0,8,2456
Clay,2091,152,105,1,2020-07-15,2020,7,15,17,1,1,0,5.88235294117647,2455
Clayton,1712,51,41,3,2020-07-15,2020,7,15,32,0,2,0,0,2454
Clinton,3987,146,72,1,2020-07-15,2020,7,15,58,2,1,0,3.44827586206897,2453
Crawford,3163,681,641,3,2020-07-15,2020,7,15,20,1,1,0,5,2452
Dallas,12617,1449,1093,31,2020-07-15,2020,7,15,246,21,3,0,8.53658536585366,2451
Davis,652,43,36,1,2020-07-15,2020,7,15,2,0,0,0,0,2450
Decatur,491,14,11,0,2020-07-15,2020,7,15,5,1,0,0,20,2449
Delaware,1621,57,50,1,2020-07-15,2020,7,15,21,0,0,0,0,2448
Des Moines,3213,105,81,2,2020-07-15,2020,7,15,57,1,0,0,1.75438596491228,2447
Dickinson,3023,311,209,3,2020-07-15,2020,7,15,23,2,4,0,8.69565217391304,2446
Dubuque,15860,1049,441,23,2020-07-15,2020,7,15,339,33,3,0,9.73451327433628,2445
Emmet,1144,99,66,0,2020-07-15,2020,7,15,16,0,0,0,0,2444
Fayette,2155,62,31,0,2020-07-15,2020,7,15,43,2,0,0,4.65116279069768,2443
Floyd,2058,83,61,2,2020-07-15,2020,7,15,21,0,0,0,0,2442
Franklin,1385,117,69,0,2020-07-15,2020,7,15,13,0,4,0,0,2441
Fremont,471,11,6,0,2020-07-15,2020,7,15,6,0,0,0,0,2440
Greene,993,31,27,0,2020-07-15,2020,7,15,15,0,0,0,0,2439
Grundy,1414,48,30,0,2020-07-15,2020,7,15,35,0,0,0,0,2438
Guthrie,1242,83,62,4,2020-07-15,2020,7,15,12,1,1,0,8.33333333333333,2437
Hamilton,2192,207,187,1,2020-07-15,2020,7,15,23,0,2,0,0,2436
Hancock,1389,67,50,2,2020-07-15,2020,7,15,39,4,0,1,10.2564102564103,2435
Hardin,2057,93,52,0,2020-07-15,2020,7,15,15,1,0,0,6.66666666666667,2434
Harrison,1230,63,48,0,2020-07-15,2020,7,15,10,0,0,0,0,2433
Henry,1982,94,78,3,2020-07-15,2020,7,15,24,1,0,0,4.16666666666667,2432
Howard,997,37,22,0,2020-07-15,2020,7,15,19,0,4,0,0,2431
Humboldt,1034,62,50,1,2020-07-15,2020,7,15,18,1,1,0,5.55555555555556,2430
Ida,746,24,21,0,2020-07-15,2020,7,15,14,0,0,0,0,2429
Iowa,2060,63,47,1,2020-07-15,2020,7,15,31,0,1,0,0,2428
Jackson,1800,74,20,0,2020-07-15,2020,7,15,55,2,1,0,3.63636363636364,2427
Jasper,3667,369,280,17,2020-07-15,2020,7,15,69,10,0,0,14.4927536231884,2426
Jefferson,1424,64,49,0,2020-07-15,2020,7,15,16,1,0,0,6.25,2425
Johnson,19156,1536,922,8,2020-07-15,2020,7,15,444,43,34,0,9.68468468468468,2424
Jones,1818,79,57,1,2020-07-15,2020,7,15,61,5,1,0,8.19672131147541,2423
Keokuk,873,23,17,1,2020-07-15,2020,7,15,9,0,0,0,0,2422
Kossuth,1497,57,27,0,2020-07-15,2020,7,15,112,14,0,0,12.5,2421
Lee,2222,54,44,2,2020-07-15,2020,7,15,24,0,1,0,0,2420
Linn,24256,1449,1179,84,2020-07-15,2020,7,15,480,33,13,0,6.875,2419
Louisa,1569,368,343,13,2020-07-15,2020,7,15,21,1,0,0,4.76190476190476,2418
Lucas,604,35,25,4,2020-07-15,2020,7,15,11,0,0,0,0,2417
Lyon,784,64,46,0,2020-07-15,2020,7,15,9,1,0,0,11.1111111111111,2416
Madison,1603,61,38,2,2020-07-15,2020,7,15,25,4,1,0,16,2415
Mahaska,1580,123,100,17,2020-07-15,2020,7,15,26,3,0,0,11.5384615384615,2414
Marion,2312,87,66,0,2020-07-15,2020,7,15,23,2,1,0,8.69565217391304,2413
Marshall,6573,1120,961,19,2020-07-15,2020,7,15,84,15,5,0,17.8571428571429,2412
Mills,2161,53,32,0,2020-07-15,2020,7,15,15,1,0,0,6.66666666666667,2411
Mitchell,1375,52,37,0,2020-07-15,2020,7,15,37,4,0,0,10.8108108108108,2410
Monona,990,78,62,0,2020-07-15,2020,7,15,15,0,1,0,0,2409
Monroe,606,54,43,7,2020-07-15,2020,7,15,7,0,0,0,0,2408
Montgomery,911,16,10,2,2020-07-15,2020,7,15,16,1,0,0,6.25,2407
Muscatine,5461,707,604,45,2020-07-15,2020,7,15,90,10,26,0,11.1111111111111,2406
O'Brien,1391,98,73,1,2020-07-15,2020,7,15,25,1,0,0,4,2405
Osceola,502,70,50,0,2020-07-15,2020,7,15,10,0,0,0,0,2404
Page,1349,22,20,0,2020-07-15,2020,7,15,26,0,0,0,0,2403
Palo Alto,1203,54,39,0,2020-07-15,2020,7,15,23,1,0,0,4.34782608695652,2402
Plymouth,3220,359,280,5,2020-07-15,2020,7,15,44,5,0,0,11.3636363636364,2401
Pocahontas,1014,109,52,1,2020-07-15,2020,7,15,18,0,1,0,0,2400
Polk,64228,7781,5500,186,2020-07-15,2020,7,15,1282,125,26,1,9.75039001560062,2399
Pottawattamie,11446,849,681,13,2020-07-15,2020,7,15,109,7,4,0,6.42201834862385,2398
Poweshiek,1452,114,99,8,2020-07-15,2020,7,15,30,3,3,0,10,2397
Ringgold,594,16,12,1,2020-07-15,2020,7,15,4,0,0,0,0,2396
Sac,1414,69,60,0,2020-07-15,2020,7,15,20,0,1,0,0,2395
Scott,17650,1162,614,10,2020-07-15,2020,7,15,415,41,4,0,9.87951807228916,2394
Shelby,1220,123,114,0,2020-07-15,2020,7,15,17,2,2,0,11.7647058823529,2393
Sioux,3313,519,419,0,2020-07-15,2020,7,15,33,4,5,0,12.1212121212121,2392
Story,9870,894,507,8,2020-07-15,2020,7,15,173,13,14,0,7.51445086705202,2391
Tama,2669,491,414,29,2020-07-15,2020,7,15,43,1,0,0,2.32558139534884,2390
Taylor,710,81,78,0,2020-07-15,2020,7,15,3,0,0,0,0,2389
Union,1584,50,29,1,2020-07-15,2020,7,15,66,8,0,1,12.1212121212121,2388
Van Buren,502,21,16,1,2020-07-15,2020,7,15,5,0,0,0,0,2387
Wapello,4516,717,672,31,2020-07-15,2020,7,15,19,2,0,0,10.5263157894737,2386
Warren,5809,346,233,1,2020-07-15,2020,7,15,110,9,1,0,8.18181818181818,2385
Washington,2575,254,225,9,2020-07-15,2020,7,15,32,0,0,0,0,2384
Wayne,380,11,9,1,2020-07-15,2020,7,15,4,0,0,1,0,2383
Webster,5928,448,183,5,2020-07-15,2020,7,15,69,9,3,0,13.0434782608696,2382
Winnebago,1116,49,23,0,2020-07-15,2020,7,15,49,3,0,0,6.12244897959184,2381
Winneshiek,1665,53,32,2,2020-07-15,2020,7,15,18,1,5,1,5.55555555555556,2380
Woodbury,18143,3381,3133,45,2020-07-15,2020,7,15,185,21,6,1,11.3513513513514,2379
Worth,742,29,10,0,2020-07-15,2020,7,15,22,1,0,0,4.54545454545455,2378
Wright,2864,408,325,1,2020-07-15,2020,7,15,22,6,10,0,27.2727272727273,2377
