County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,630,17,13,0,2020-07-14,2020,7,14,0,0,0,0,,2376
Adams,316,8,8,0,2020-07-14,2020,7,14,0,0,0,0,,2375
Allamakee,1622,138,120,4,2020-07-14,2020,7,14,0,0,0,0,,2374
Appanoose,1015,29,18,3,2020-07-14,2020,7,14,2,2,0,0,100,2373
Audubon,540,17,15,1,2020-07-14,2020,7,14,-1,0,0,0,0,2372
Benton,2399,78,64,1,2020-07-14,2020,7,14,0,0,4,0,,2371
Black Hawk,18910,2544,1898,59,2020-07-14,2020,7,14,10,5,0,0,50,2370
Boone,3125,174,121,1,2020-07-14,2020,7,14,2,0,0,0,0,2369
Bremer,2639,116,79,7,2020-07-14,2020,7,14,3,0,0,0,0,2368
Buchanan,2235,66,40,1,2020-07-14,2020,7,14,2,1,0,0,50,2367
Buena Vista,7310,1737,1645,11,2020-07-14,2020,7,14,-1,0,0,0,0,2366
Butler,1722,70,55,2,2020-07-14,2020,7,14,-2,0,0,0,0,2365
Calhoun,1269,66,51,2,2020-07-14,2020,7,14,0,0,1,0,,2364
Carroll,2329,117,98,1,2020-07-14,2020,7,14,0,0,1,0,,2363
Cass,982,29,24,0,2020-07-14,2020,7,14,-1,0,1,0,0,2362
Cedar,1897,96,71,1,2020-07-14,2020,7,14,0,0,0,0,,2361
Cerro Gordo,5600,345,89,1,2020-07-14,2020,7,14,13,3,0,0,23.0769230769231,2360
Cherokee,1336,85,71,1,2020-07-14,2020,7,14,0,0,0,0,,2359
Chickasaw,1236,32,29,0,2020-07-14,2020,7,14,0,0,0,0,,2358
Clarke,1173,145,118,3,2020-07-14,2020,7,14,0,0,0,0,,2357
Clay,2074,151,104,1,2020-07-14,2020,7,14,-1,0,0,0,0,2356
Clayton,1680,51,39,3,2020-07-14,2020,7,14,3,1,0,0,33.3333333333333,2355
Clinton,3929,144,71,1,2020-07-14,2020,7,14,66,5,0,0,7.57575757575758,2354
Crawford,3143,680,640,3,2020-07-14,2020,7,14,-1,0,0,0,0,2353
Dallas,12371,1428,1090,31,2020-07-14,2020,7,14,11,1,1,0,9.09090909090909,2352
Davis,650,43,36,1,2020-07-14,2020,7,14,0,0,0,0,,2351
Decatur,486,13,11,0,2020-07-14,2020,7,14,1,0,0,0,0,2350
Delaware,1600,57,50,1,2020-07-14,2020,7,14,-1,0,0,0,0,2349
Des Moines,3156,104,81,2,2020-07-14,2020,7,14,7,2,0,0,28.5714285714286,2348
Dickinson,3000,309,205,3,2020-07-14,2020,7,14,0,0,0,0,,2347
Dubuque,15521,1016,438,23,2020-07-14,2020,7,14,6,5,2,0,83.3333333333333,2346
Emmet,1128,99,66,0,2020-07-14,2020,7,14,0,0,1,0,,2345
Fayette,2112,60,31,0,2020-07-14,2020,7,14,2,1,0,0,50,2344
Floyd,2037,84,61,2,2020-07-14,2020,7,14,1,0,1,0,0,2343
Franklin,1372,117,65,0,2020-07-14,2020,7,14,3,3,0,0,100,2342
Fremont,465,11,6,0,2020-07-14,2020,7,14,0,0,0,0,,2341
Greene,978,31,27,0,2020-07-14,2020,7,14,0,0,0,0,,2340
Grundy,1379,48,30,0,2020-07-14,2020,7,14,2,0,0,0,0,2339
Guthrie,1230,82,61,4,2020-07-14,2020,7,14,0,0,2,0,,2338
Hamilton,2169,207,185,1,2020-07-14,2020,7,14,3,1,0,0,33.3333333333333,2337
Hancock,1350,63,50,1,2020-07-14,2020,7,14,-1,0,2,0,0,2336
Hardin,2042,92,52,0,2020-07-14,2020,7,14,1,0,0,0,0,2335
Harrison,1220,63,48,0,2020-07-14,2020,7,14,0,0,1,0,,2334
Henry,1958,93,78,3,2020-07-14,2020,7,14,6,0,0,0,0,2333
Howard,978,37,18,0,2020-07-14,2020,7,14,1,0,0,0,0,2332
Humboldt,1016,61,49,1,2020-07-14,2020,7,14,0,0,0,0,,2331
Ida,732,24,21,0,2020-07-14,2020,7,14,1,1,0,0,100,2330
Iowa,2029,63,46,1,2020-07-14,2020,7,14,0,0,0,0,,2329
Jackson,1745,72,19,0,2020-07-14,2020,7,14,1,0,0,0,0,2328
Jasper,3598,359,280,17,2020-07-14,2020,7,14,12,2,0,0,16.6666666666667,2327
Jefferson,1408,63,49,0,2020-07-14,2020,7,14,2,0,0,0,0,2326
Johnson,18712,1493,888,8,2020-07-14,2020,7,14,4,1,14,0,25,2325
Jones,1757,74,56,1,2020-07-14,2020,7,14,0,0,0,0,,2324
Keokuk,864,23,17,1,2020-07-14,2020,7,14,2,0,0,0,0,2323
Kossuth,1385,43,27,0,2020-07-14,2020,7,14,0,0,0,0,,2322
Lee,2198,54,43,2,2020-07-14,2020,7,14,2,0,0,0,0,2321
