County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,436,15,11,0,2020-06-30,2020,6,30,5,0,0,0,0,990
Adams,256,8,8,0,2020-06-30,2020,6,30,5,0,0,0,0,989
Allamakee,1314,126,115,4,2020-06-30,2020,6,30,66,3,0,0,4.54545454545455,988
Appanoose,824,20,17,3,2020-06-30,2020,6,30,4,0,0,0,0,987
Audubon,464,17,15,1,2020-06-30,2020,6,30,7,0,0,0,0,986
Benton,1945,58,43,1,2020-06-30,2020,6,30,44,0,0,0,0,985
Black Hawk,15096,2111,1783,58,2020-06-30,2020,6,30,449,36,16,1,8.01781737193764,984
Boone,2635,136,102,1,2020-06-30,2020,6,30,42,1,1,0,2.38095238095238,983
Bremer,2186,88,78,6,2020-06-30,2020,6,30,37,1,2,0,2.7027027027027,982
Buchanan,1850,46,34,1,2020-06-30,2020,6,30,47,2,1,0,4.25531914893617,981
Buena Vista,6951,1695,1392,11,2020-06-30,2020,6,30,24,0,89,0,0,980
Butler,1443,47,34,2,2020-06-30,2020,6,30,30,2,2,0,6.66666666666667,979
Calhoun,1027,45,20,2,2020-06-30,2020,6,30,20,2,0,1,10,978
Carroll,1821,83,64,1,2020-06-30,2020,6,30,32,1,4,0,3.125,977
Cass,809,17,16,0,2020-06-30,2020,6,30,14,0,0,0,0,976
Cedar,1588,75,56,1,2020-06-30,2020,6,30,42,1,4,0,2.38095238095238,975
Cerro Gordo,4345,102,45,1,2020-06-30,2020,6,30,113,3,2,0,2.65486725663717,974
Cherokee,1026,72,60,0,2020-06-30,2020,6,30,17,1,2,0,5.88235294117647,973
Chickasaw,1084,27,20,0,2020-06-30,2020,6,30,18,2,1,0,11.1111111111111,972
Clarke,1007,125,98,2,2020-06-30,2020,6,30,21,2,2,0,9.52380952380952,971
Clay,1575,125,80,0,2020-06-30,2020,6,30,43,6,2,0,13.953488372093,970
Clayton,1357,39,33,3,2020-06-30,2020,6,30,38,1,0,0,2.63157894736842,969
Clinton,3216,98,67,1,2020-06-30,2020,6,30,82,6,0,0,7.31707317073171,968
Crawford,2860,666,594,2,2020-06-30,2020,6,30,21,0,16,0,0,967
Dallas,9754,1189,986,29,2020-06-30,2020,6,30,219,17,16,0,7.76255707762557,966
Davis,559,37,32,1,2020-06-30,2020,6,30,3,0,2,0,0,965
Decatur,429,10,9,0,2020-06-30,2020,6,30,5,1,0,0,20,964
Delaware,1247,41,33,1,2020-06-30,2020,6,30,43,1,0,0,2.32558139534884,963
Des Moines,2701,84,66,3,2020-06-30,2020,6,30,54,0,2,1,0,962
Dickinson,2306,245,138,2,2020-06-30,2020,6,30,129,7,13,0,5.42635658914729,961
Dubuque,10577,529,376,22,2020-06-30,2020,6,30,482,28,7,0,5.80912863070539,960
Emmet,882,75,41,0,2020-06-30,2020,6,30,24,0,1,0,0,959
Fayette,1768,34,30,0,2020-06-30,2020,6,30,57,2,0,0,3.50877192982456,958
Floyd,1775,66,39,2,2020-06-30,2020,6,30,51,0,4,0,0,957
Franklin,1182,77,44,0,2020-06-30,2020,6,30,23,3,1,0,13.0434782608696,956
Fremont,373,7,4,0,2020-06-30,2020,6,30,3,0,0,0,0,955
Greene,807,28,20,0,2020-06-30,2020,6,30,8,0,0,0,0,954
Grundy,1103,34,22,0,2020-06-30,2020,6,30,27,2,0,0,7.40740740740741,953
Guthrie,963,64,58,4,2020-06-30,2020,6,30,9,0,0,0,0,952
Hamilton,1908,185,141,1,2020-06-30,2020,6,30,23,3,9,0,13.0434782608696,951
Hancock,1168,47,37,0,2020-06-30,2020,6,30,53,1,1,0,1.88679245283019,950
Hardin,1732,63,33,0,2020-06-30,2020,6,30,33,0,2,0,0,949
Harrison,1016,51,42,0,2020-06-30,2020,6,30,15,2,1,0,13.3333333333333,948
Henry,1622,82,75,3,2020-06-30,2020,6,30,25,1,1,0,4,947
Howard,686,27,12,0,2020-06-30,2020,6,30,33,6,0,0,18.1818181818182,946
Humboldt,854,48,38,1,2020-06-30,2020,6,30,17,0,0,0,0,945
Ida,648,22,20,0,2020-06-30,2020,6,30,8,1,2,0,12.5,944
Iowa,1669,49,38,0,2020-06-30,2020,6,30,37,2,1,0,5.40540540540541,943
Jackson,1227,25,16,0,2020-06-30,2020,6,30,66,2,0,0,3.03030303030303,942
Jasper,3087,317,263,17,2020-06-30,2020,6,30,69,3,3,0,4.34782608695652,941
Jefferson,1221,53,47,0,2020-06-30,2020,6,30,30,2,1,0,6.66666666666667,940
Johnson,15141,1173,695,8,2020-06-30,2020,6,30,746,61,20,0,8.1769436997319,939
Jones,1395,55,48,0,2020-06-30,2020,6,30,29,3,0,0,10.3448275862069,938
Keokuk,766,19,17,1,2020-06-30,2020,6,30,18,0,1,0,0,937
Kossuth,1175,32,19,0,2020-06-30,2020,6,30,28,0,3,0,0,936
Lee,1856,49,35,2,2020-06-30,2020,6,30,45,2,0,1,4.44444444444444,935
Linn,19213,1206,987,82,2020-06-30,2020,6,30,474,15,13,0,3.16455696202532,934
Louisa,1425,360,337,13,2020-06-30,2020,6,30,18,1,0,0,5.55555555555556,933
Lucas,480,30,23,4,2020-06-30,2020,6,30,6,0,0,0,0,932
Lyon,626,40,38,0,2020-06-30,2020,6,30,25,1,0,0,4,931
Madison,1211,37,30,2,2020-06-30,2020,6,30,19,0,0,0,0,930
Mahaska,1336,115,95,17,2020-06-30,2020,6,30,27,0,0,0,0,929
Marion,1892,67,42,0,2020-06-30,2020,6,30,41,4,3,0,9.75609756097561,928
Marshall,5678,1013,914,18,2020-06-30,2020,6,30,84,2,3,0,2.38095238095238,927
Mills,1919,34,32,0,2020-06-30,2020,6,30,16,2,2,0,12.5,926
Mitchell,979,29,9,0,2020-06-30,2020,6,30,48,8,0,0,16.6666666666667,925
Monona,833,71,48,0,2020-06-30,2020,6,30,20,1,2,0,5,924
Monroe,519,50,43,6,2020-06-30,2020,6,30,8,0,0,0,0,923
Montgomery,764,10,8,2,2020-06-30,2020,6,30,12,0,0,0,0,922
Muscatine,4390,619,536,44,2020-06-30,2020,6,30,77,9,0,0,11.6883116883117,921
O'Brien,1157,85,54,1,2020-06-30,2020,6,30,56,4,4,0,7.14285714285714,920
Osceola,381,56,47,0,2020-06-30,2020,6,30,19,5,1,0,26.3157894736842,919
Page,1164,20,18,0,2020-06-30,2020,6,30,9,0,0,0,0,918
Palo Alto,962,31,22,0,2020-06-30,2020,6,30,101,1,1,0,0.99009900990099,917
Plymouth,2670,303,250,4,2020-06-30,2020,6,30,59,7,41,0,11.864406779661,916
Pocahontas,810,77,26,1,2020-06-30,2020,6,30,40,4,3,0,10,915
Polk,49377,6066,4771,177,2020-06-30,2020,6,30,758,69,123,1,9.10290237467018,914
Pottawattamie,9221,692,589,11,2020-06-30,2020,6,30,126,11,13,0,8.73015873015873,913
Poweshiek,1177,104,88,8,2020-06-30,2020,6,30,34,0,0,0,0,912
Ringgold,479,14,10,0,2020-06-30,2020,6,30,37,1,0,0,2.7027027027027,911
Sac,1223,63,47,0,2020-06-30,2020,6,30,20,1,2,0,5,910
Scott,12597,644,463,10,2020-06-30,2020,6,30,377,23,21,0,6.10079575596817,909
Shelby,1021,106,79,0,2020-06-30,2020,6,30,23,3,3,0,13.0434782608696,908
Sioux,2870,455,333,0,2020-06-30,2020,6,30,52,7,6,0,13.4615384615385,907
Story,7753,704,253,3,2020-06-30,2020,6,30,295,25,27,0,8.47457627118644,906
Tama,2276,445,395,29,2020-06-30,2020,6,30,81,7,1,0,8.64197530864198,905
Taylor,639,79,68,0,2020-06-30,2020,6,30,13,1,2,0,7.69230769230769,904
Union,1184,26,11,0,2020-06-30,2020,6,30,53,1,1,0,1.88679245283019,903
Van Buren,411,19,13,0,2020-06-30,2020,6,30,14,0,0,0,0,902
Wapello,4111,700,661,30,2020-06-30,2020,6,30,25,1,11,0,4,901
Warren,4468,249,208,2,2020-06-30,2020,6,30,70,7,4,0,10,900
Washington,2249,228,199,9,2020-06-30,2020,6,30,46,3,1,0,6.52173913043478,899
Wayne,313,8,6,0,2020-06-30,2020,6,30,5,0,0,0,0,898
Webster,4091,161,119,2,2020-06-30,2020,6,30,86,3,13,0,3.48837209302326,897
Winnebago,826,26,13,0,2020-06-30,2020,6,30,29,3,1,0,10.3448275862069,896
Winneshiek,1354,31,24,0,2020-06-30,2020,6,30,37,3,0,0,8.10810810810811,895
Woodbury,16238,3172,3006,44,2020-06-30,2020,6,30,226,22,29,1,9.73451327433628,894
Worth,565,15,10,0,2020-06-30,2020,6,30,18,2,1,0,11.1111111111111,893
Wright,2609,370,258,0,2020-06-30,2020,6,30,33,0,8,0,0,892
