County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,10995,926,695,29,2021-03-05,2021,3,5,91,5,0,0,5.4945054945055,24750,0
Adams,4707,326,310,4,2021-03-05,2021,3,5,14,0,0,0,0,24749,0
Allamakee,18481,1487,1303,48,2021-03-05,2021,3,5,128,16,3,0,12.5,24748,0
Appanoose,15662,1394,1125,47,2021-03-05,2021,3,5,55,1,0,0,1.81818181818182,24747,0
Audubon,10380,492,431,9,2021-03-05,2021,3,5,64,2,2,0,3.125,24746,0
Benton,31951,2557,2165,54,2021-03-05,2021,3,5,185,6,3,0,3.24324324324324,24745,0
Black Hawk,187503,16313,14237,293,2021-03-05,2021,3,5,1046,27,22,0,2.58126195028681,24744,0
Boone,38769,2618,2294,30,2021-03-05,2021,3,5,136,11,7,0,8.08823529411765,24743,0
Bremer,33087,2829,2518,55,2021-03-05,2021,3,5,345,7,7,0,2.02898550724638,24742,0
Buchanan,26266,1870,1655,29,2021-03-05,2021,3,5,245,6,3,0,2.44897959183673,24741,0
Buena Vista,40197,4754,3988,37,2021-03-05,2021,3,5,285,6,2,0,2.10526315789474,24740,0
Butler,25533,1677,1518,31,2021-03-05,2021,3,5,199,2,1,0,1.00502512562814,24739,0
Calhoun,16157,1343,1244,11,2021-03-05,2021,3,5,55,3,1,0,5.45454545454545,24738,0
Carroll,31900,2866,2564,49,2021-03-05,2021,3,5,81,4,3,0,4.93827160493827,24737,0
Cass,18278,1362,1156,51,2021-03-05,2021,3,5,59,5,3,0,8.47457627118644,24736,0
Cedar,26493,1802,1581,23,2021-03-05,2021,3,5,340,11,2,0,3.23529411764706,24735,0
Cerro Gordo,67642,5364,4799,83,2021-03-05,2021,3,5,320,13,3,0,4.0625,24734,0
Cherokee,17805,1558,1380,36,2021-03-05,2021,3,5,123,8,1,0,6.50406504065041,24733,0
Chickasaw,15407,1262,1148,15,2021-03-05,2021,3,5,90,3,0,0,3.33333333333333,24732,0
