County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,361,12,11,0,6/21/2020,2020,6,21,0,0,0,0,0,99
Adams,209,7,5,0,6/21/2020,2020,6,21,0,0,0,0,0,98
Allamakee,1082,121,90,4,6/21/2020,2020,6,21,0,0,0,0,0,97
Appanoose,707,20,11,3,6/21/2020,2020,6,21,0,0,0,0,0,96
Audubon,300,15,10,1,6/21/2020,2020,6,21,0,0,0,0,0,95
Benton,1609,52,42,1,6/21/2020,2020,6,21,0,0,0,0,0,94
Black Hawk,12975,1892,1159,56,6/21/2020,2020,6,21,0,0,0,0,0,93
Boone,2209,117,60,1,6/21/2020,2020,6,21,0,0,0,0,0,92
Bremer,1950,82,68,6,6/21/2020,2020,6,21,0,0,0,0,0,91
Buchanan,1354,37,31,1,6/21/2020,2020,6,21,0,0,0,0,0,90
Buena Vista,6650,1666,466,10,6/21/2020,2020,6,21,0,0,0,0,0,89
Butler,1217,35,19,2,6/21/2020,2020,6,21,0,0,0,0,0,88
Calhoun,793,25,14,0,6/21/2020,2020,6,21,0,0,0,0,0,87
Carroll,1521,70,18,1,6/21/2020,2020,6,21,0,0,0,0,0,86
Cass,670,16,15,0,6/21/2020,2020,6,21,0,0,0,0,0,85
Cedar,1346,60,50,1,6/21/2020,2020,6,21,0,0,0,0,0,84
Cerro Gordo,3655,59,28,1,6/21/2020,2020,6,21,0,0,0,0,0,83
Cherokee,875,66,50,0,6/21/2020,2020,6,21,0,0,0,0,0,82
Chickasaw,838,21,15,0,6/21/2020,2020,6,21,0,0,0,0,0,81
Clarke,873,112,66,2,6/21/2020,2020,6,21,0,0,0,0,0,80
Clay,1261,105,40,0,6/21/2020,2020,6,21,0,0,0,0,0,79
Clayton,1123,35,30,3,6/21/2020,2020,6,21,0,0,0,0,0,78
Clinton,2608,75,65,1,6/21/2020,2020,6,21,0,0,0,0,0,77
Crawford,2621,640,374,2,6/21/2020,2020,6,21,0,0,0,0,0,76
Dallas,8186,1073,688,29,6/21/2020,2020,6,21,0,0,0,0,0,75
Davis,509,36,23,1,6/21/2020,2020,6,21,0,0,0,0,0,74
Decatur,368,9,6,0,6/21/2020,2020,6,21,0,0,0,0,0,73
Delaware,1027,33,25,1,6/21/2020,2020,6,21,0,0,0,0,0,72
Des Moines,2278,76,62,2,6/21/2020,2020,6,21,0,0,0,0,0,71
Dickinson,1354,200,75,2,6/21/2020,2020,6,21,0,0,0,0,0,70
Dubuque,7555,415,239,22,6/21/2020,2020,6,21,0,0,0,0,0,69
Emmet,663,57,28,0,6/21/2020,2020,6,21,0,0,0,0,0,68
Fayette,1246,29,28,0,6/21/2020,2020,6,21,0,0,0,0,0,67
Floyd,1349,33,18,1,6/21/2020,2020,6,21,0,0,0,0,0,66
Franklin,1000,60,24,0,6/21/2020,2020,6,21,0,0,0,0,0,65
Fremont,314,4,2,0,6/21/2020,2020,6,21,0,0,0,0,0,64
Greene,652,28,15,0,6/21/2020,2020,6,21,0,0,0,0,0,63
Grundy,903,26,17,0,6/21/2020,2020,6,21,0,0,0,0,0,62
Guthrie,762,62,42,4,6/21/2020,2020,6,21,0,0,0,0,0,61
Hamilton,1709,158,93,0,6/21/2020,2020,6,21,0,0,0,0,0,60
Hancock,980,37,24,0,6/21/2020,2020,6,21,0,0,0,0,0,59
Hardin,1316,53,18,0,6/21/2020,2020,6,21,0,0,0,0,0,58
Harrison,858,42,33,0,6/21/2020,2020,6,21,0,0,0,0,0,57
