County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,948,28,17,0,2020-08-07,2020,8,7,14,5,0,0,35.7142857142857,4752
Adams,424,16,10,0,2020-08-07,2020,8,7,8,0,0,0,0,4751
Allamakee,2048,154,137,4,2020-08-07,2020,8,7,7,0,0,0,0,4750
Appanoose,1452,48,36,3,2020-08-07,2020,8,7,29,1,0,0,3.44827586206897,4749
Audubon,711,28,15,1,2020-08-07,2020,8,7,2,0,0,0,0,4748
Benton,3405,149,101,1,2020-08-07,2020,8,7,43,3,1,0,6.97674418604651,4747
Black Hawk,24403,3094,2458,63,2020-08-07,2020,8,7,193,17,39,0,8.80829015544041,4746
Boone,3974,246,170,2,2020-08-07,2020,8,7,41,3,2,0,7.31707317073171,4745
Bremer,3505,209,108,7,2020-08-07,2020,8,7,57,9,2,0,15.7894736842105,4744
Buchanan,2901,124,63,1,2020-08-07,2020,8,7,28,1,1,0,3.57142857142857,4743
Buena Vista,7894,1791,1731,12,2020-08-07,2020,8,7,41,1,2,0,2.4390243902439,4742
Butler,2245,119,104,2,2020-08-07,2020,8,7,20,0,1,0,0,4741
Calhoun,1555,83,73,2,2020-08-07,2020,8,7,8,0,0,0,0,4740
Carroll,3339,185,163,1,2020-08-07,2020,8,7,34,1,0,0,2.94117647058824,4739
Cass,1536,53,40,1,2020-08-07,2020,8,7,34,4,2,0,11.7647058823529,4738
Cedar,2443,128,93,1,2020-08-07,2020,8,7,24,2,1,0,8.33333333333333,4737
Cerro Gordo,7991,598,325,17,2020-08-07,2020,8,7,77,4,31,0,5.1948051948052,4736
Cherokee,1687,104,90,1,2020-08-07,2020,8,7,14,1,2,0,7.14285714285714,4735
Chickasaw,1637,54,49,0,2020-08-07,2020,8,7,14,0,2,0,0,4734
Clarke,1509,197,138,3,2020-08-07,2020,8,7,15,3,2,0,20,4733
Clay,2542,179,149,1,2020-08-07,2020,8,7,26,5,1,0,19.2307692307692,4732
