County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,722,20,16,0,2020-07-20,2020,7,20,11,0,0,0,0,2970
Adams,357,12,8,0,2020-07-20,2020,7,20,4,0,0,0,0,2969
Allamakee,1742,140,120,4,2020-07-20,2020,7,20,16,1,0,0,6.25,2968
Appanoose,1153,34,18,3,2020-07-20,2020,7,20,13,0,0,0,0,2967
Audubon,591,21,15,1,2020-07-20,2020,7,20,12,1,0,0,8.33333333333333,2966
Benton,2632,93,70,1,2020-07-20,2020,7,20,15,2,0,0,13.3333333333333,2965
Black Hawk,20560,2701,1935,60,2020-07-20,2020,7,20,62,11,3,0,17.741935483871,2964
Boone,3361,188,130,1,2020-07-20,2020,7,20,23,4,2,0,17.3913043478261,2963
Bremer,2920,136,79,7,2020-07-20,2020,7,20,15,1,0,0,6.66666666666667,2962
Buchanan,2388,73,42,1,2020-07-20,2020,7,20,9,0,0,0,0,2961
Buena Vista,7483,1757,1663,12,2020-07-20,2020,7,20,7,4,1,0,57.1428571428572,2960
Butler,1886,83,64,2,2020-07-20,2020,7,20,11,2,0,0,18.1818181818182,2959
Calhoun,1365,70,57,2,2020-07-20,2020,7,20,6,2,4,0,33.3333333333333,2958
Carroll,2643,135,114,1,2020-07-20,2020,7,20,11,3,1,0,27.2727272727273,2957
Cass,1095,30,28,0,2020-07-20,2020,7,20,25,1,2,0,4,2956
Cedar,2069,103,71,1,2020-07-20,2020,7,20,10,0,0,0,0,2955
Cerro Gordo,6402,444,105,13,2020-07-20,2020,7,20,64,13,3,1,20.3125,2954
Cherokee,1503,89,74,1,2020-07-20,2020,7,20,14,1,0,0,7.14285714285714,2953
Chickasaw,1343,39,33,0,2020-07-20,2020,7,20,11,1,1,0,9.09090909090909,2952
Clarke,1258,151,119,3,2020-07-20,2020,7,20,3,0,-2,0,0,2951
Clay,2199,160,109,1,2020-07-20,2020,7,20,7,1,0,0,14.2857142857143,2950
Clayton,1829,60,45,3,2020-07-20,2020,7,20,16,3,3,0,18.75,2949
Clinton,4380,178,76,2,2020-07-20,2020,7,20,57,4,0,0,7.01754385964912,2948
Crawford,3264,690,645,3,2020-07-20,2020,7,20,13,2,0,0,15.3846153846154,2947
Dallas,13919,1567,1102,34,2020-07-20,2020,7,20,104,24,2,0,23.0769230769231,2946
Davis,695,46,36,1,2020-07-20,2020,7,20,7,1,0,0,14.2857142857143,2945
Decatur,514,16,11,0,2020-07-20,2020,7,20,3,1,0,0,33.3333333333333,2944
Delaware,1750,66,58,1,2020-07-20,2020,7,20,13,4,2,0,30.7692307692308,2943
Des Moines,3474,115,83,2,2020-07-20,2020,7,20,5,0,0,0,0,2942
Dickinson,3300,343,221,3,2020-07-20,2020,7,20,7,10,0,0,142.857142857143,2941
Dubuque,17332,1211,471,23,2020-07-20,2020,7,20,117,28,3,0,23.9316239316239,2940
Emmet,1238,120,71,0,2020-07-20,2020,7,20,6,5,0,0,83.3333333333333,2939
Fayette,2252,65,31,0,2020-07-20,2020,7,20,8,0,0,0,0,2938
Floyd,2189,95,66,2,2020-07-20,2020,7,20,16,3,0,0,18.75,2937
Franklin,1471,144,70,0,2020-07-20,2020,7,20,4,10,0,0,250,2936
Fremont,516,14,6,0,2020-07-20,2020,7,20,1,0,0,0,0,2935
Greene,1056,37,29,0,2020-07-20,2020,7,20,1,0,1,0,0,2934
Grundy,1501,58,31,0,2020-07-20,2020,7,20,6,1,0,0,16.6666666666667,2933
Guthrie,1424,106,62,5,2020-07-20,2020,7,20,60,8,0,0,13.3333333333333,2932
Hamilton,2285,212,189,1,2020-07-20,2020,7,20,13,0,0,0,0,2931
Hancock,1480,79,57,2,2020-07-20,2020,7,20,8,3,5,0,37.5,2930
Hardin,2186,108,55,0,2020-07-20,2020,7,20,6,3,0,0,50,2929
Harrison,1333,71,51,0,2020-07-20,2020,7,20,8,2,1,0,25,2928
Henry,2186,100,78,3,2020-07-20,2020,7,20,11,0,0,0,0,2927
