County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,3135,691,569,20,2021-01-21,2021,1,21,8,2,6,0,25,20592,0
Adams,1368,297,251,3,2021-01-21,2021,1,21,4,0,5,0,0,20591,0
Allamakee,5204,1299,1115,29,2021-01-21,2021,1,21,33,7,2,1,21.2121212121212,20590,0
Appanoose,5155,1111,931,40,2021-01-21,2021,1,21,14,5,10,0,35.7142857142857,20589,0
Audubon,2207,417,360,8,2021-01-21,2021,1,21,12,2,0,0,16.6666666666667,20588,0
Benton,10841,2105,1929,50,2021-01-21,2021,1,21,37,8,10,0,21.6216216216216,20587,0
Black Hawk,60487,13914,12496,242,2021-01-21,2021,1,21,196,89,72,4,45.4081632653061,20586,0
Boone,11787,2205,1796,17,2021-01-21,2021,1,21,38,13,14,0,34.2105263157895,20585,0
Bremer,10199,2476,2242,48,2021-01-21,2021,1,21,111,17,11,0,15.3153153153153,20584,0
Buchanan,8085,1608,1399,23,2021-01-21,2021,1,21,29,7,5,0,24.1379310344828,20583,0
Buena Vista,13416,3949,3634,30,2021-01-21,2021,1,21,37,14,24,1,37.8378378378378,20582,0
Butler,6023,1497,1238,24,2021-01-21,2021,1,21,19,10,15,0,52.6315789473684,20581,0
Calhoun,4726,1230,1158,9,2021-01-21,2021,1,21,7,2,2,0,28.5714285714286,20580,0
Carroll,10117,2568,2278,34,2021-01-21,2021,1,21,41,12,7,0,29.2682926829268,20579,0
Cass,5466,1147,976,43,2021-01-21,2021,1,21,30,10,1,1,33.3333333333333,20578,0
Cedar,7808,1543,1330,19,2021-01-21,2021,1,21,30,8,9,0,26.6666666666667,20577,0
Cerro Gordo,20989,4699,4204,72,2021-01-21,2021,1,21,76,27,18,1,35.5263157894737,20576,0
Cherokee,5271,1394,1184,27,2021-01-21,2021,1,21,16,3,2,0,18.75,20575,0
Chickasaw,4635,1132,1011,12,2021-01-21,2021,1,21,25,12,3,0,48,20574,0
Clarke,4096,799,638,7,2021-01-21,2021,1,21,24,4,3,0,16.6666666666667,20573,0
Clay,7245,1704,1503,21,2021-01-21,2021,1,21,18,13,1,1,72.2222222222222,20572,0
Clayton,6056,1530,1334,49,2021-01-21,2021,1,21,28,16,21,1,57.1428571428572,20571,0
Clinton,18985,4537,3993,65,2021-01-21,2021,1,21,64,23,19,2,35.9375,20570,0
Crawford,7782,2328,2053,24,2021-01-21,2021,1,21,22,8,11,0,36.3636363636364,20569,0
Dallas,46202,8990,7653,72,2021-01-21,2021,1,21,151,78,54,0,51.6556291390729,20568,0
Davis,2774,697,617,21,2021-01-21,2021,1,21,6,4,6,0,66.6666666666667,20567,0
Decatur,2964,494,413,4,2021-01-21,2021,1,21,6,1,5,0,16.6666666666667,20566,0
Delaware,6905,1746,1575,36,2021-01-21,2021,1,21,19,3,3,0,15.7894736842105,20565,0
Des Moines,18285,3867,3421,43,2021-01-21,2021,1,21,74,47,17,2,63.5135135135135,20564,0
Dickinson,9103,1878,1655,29,2021-01-21,2021,1,21,54,17,2,2,31.4814814814815,20563,0
Dubuque,50408,11466,10330,157,2021-01-21,2021,1,21,184,68,45,4,36.9565217391304,20562,0
Emmet,4424,1111,958,32,2021-01-21,2021,1,21,18,3,4,1,16.6666666666667,20561,0
Fayette,7887,1637,1305,23,2021-01-21,2021,1,21,29,11,8,0,37.9310344827586,20560,0
Floyd,6706,1404,1234,36,2021-01-21,2021,1,21,24,7,4,0,29.1666666666667,20559,0
Franklin,4474,1030,846,18,2021-01-21,2021,1,21,18,4,2,0,22.2222222222222,20558,0
Fremont,2348,520,454,6,2021-01-21,2021,1,21,12,7,4,0,58.3333333333333,20557,0
Greene,3649,695,632,7,2021-01-21,2021,1,21,13,3,3,0,23.0769230769231,20556,0
Grundy,4967,1219,1048,27,2021-01-21,2021,1,21,21,4,9,1,19.0476190476191,20555,0
Guthrie,4891,1035,911,24,2021-01-21,2021,1,21,12,4,9,0,33.3333333333333,20554,0
Hamilton,6521,1609,1423,30,2021-01-21,2021,1,21,30,7,7,0,23.3333333333333,20553,0
Hancock,5134,1308,1128,24,2021-01-21,2021,1,21,17,4,8,0,23.5294117647059,20552,0
Hardin,7200,1560,1419,30,2021-01-21,2021,1,21,19,8,10,1,42.1052631578947,20551,0
Harrison,5727,1573,1359,62,2021-01-21,2021,1,21,26,13,8,0,50,20550,0
Henry,9630,2650,2421,31,2021-01-21,2021,1,21,31,4,11,0,12.9032258064516,20549,0
Howard,3793,848,665,19,2021-01-21,2021,1,21,17,5,6,0,29.4117647058824,20548,0
Humboldt,4179,1058,923,19,2021-01-21,2021,1,21,18,2,6,0,11.1111111111111,20547,0
Ida,2797,751,673,30,2021-01-21,2021,1,21,7,4,3,0,57.1428571428572,20546,0
Iowa,7032,1265,1106,22,2021-01-21,2021,1,21,23,7,3,0,30.4347826086957,20545,0
Jackson,7785,1937,1731,31,2021-01-21,2021,1,21,27,8,8,0,29.6296296296296,20544,0
Jasper,15400,3269,2758,59,2021-01-21,2021,1,21,40,35,9,0,87.5,20543,0
Jefferson,6545,1213,960,25,2021-01-21,2021,1,21,10,2,12,0,20,20542,0
Johnson,68960,12176,10703,51,2021-01-21,2021,1,21,209,48,46,0,22.9665071770335,20541,0
Jones,8635,2726,2556,49,2021-01-21,2021,1,21,26,12,11,0,46.1538461538462,20540,0
Keokuk,3548,857,763,26,2021-01-21,2021,1,21,6,5,4,0,83.3333333333333,20539,0
Kossuth,6772,1776,1521,44,2021-01-21,2021,1,21,46,30,6,0,65.2173913043478,20538,0
Lee,13759,3196,2775,32,2021-01-21,2021,1,21,61,24,13,1,39.344262295082,20537,0
Linn,100657,17888,16115,278,2021-01-21,2021,1,21,329,74,81,0,22.4924012158055,20536,0
Louisa,4753,1156,1008,30,2021-01-21,2021,1,21,16,6,12,0,37.5,20535,0
Lucas,3279,661,518,9,2021-01-21,2021,1,21,7,3,14,0,42.8571428571429,20534,0
Lyon,4030,1369,1210,33,2021-01-21,2021,1,21,20,13,10,1,65,20533,0
Madison,6486,1215,909,9,2021-01-21,2021,1,21,27,8,4,0,29.6296296296296,20532,0
Mahaska,9041,1955,1613,37,2021-01-21,2021,1,21,27,11,14,0,40.7407407407407,20531,0
Marion,13319,3064,2589,52,2021-01-21,2021,1,21,47,14,27,0,29.7872340425532,20530,0
Marshall,17968,4286,3955,62,2021-01-21,2021,1,21,48,8,16,0,16.6666666666667,20529,0
Mills,6895,1375,1246,16,2021-01-21,2021,1,21,31,10,5,0,32.258064516129,20528,0
Mitchell,4888,1164,984,36,2021-01-21,2021,1,21,8,2,9,1,25,20527,0
Monona,3254,648,530,17,2021-01-21,2021,1,21,10,3,1,1,30,20526,0
