County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,498,17,12,0,2020-07-08,2020,7,8,9,1,0,0,11.1111111111111,1782
Adams,291,8,8,0,2020-07-08,2020,7,8,14,0,0,0,0,1781
Allamakee,1535,135,116,4,2020-07-08,2020,7,8,23,4,0,0,17.3913043478261,1780
Appanoose,913,21,17,3,2020-07-08,2020,7,8,9,0,0,0,0,1779
Audubon,511,16,15,1,2020-07-08,2020,7,8,3,0,0,0,0,1778
Benton,2170,69,51,1,2020-07-08,2020,7,8,39,1,1,0,2.56410256410256,1777
Black Hawk,17166,2355,1878,58,2020-07-08,2020,7,8,293,43,28,0,14.6757679180887,1776
Boone,2913,157,121,1,2020-07-08,2020,7,8,46,7,0,0,15.2173913043478,1775
Bremer,2399,98,80,7,2020-07-08,2020,7,8,36,3,-1,1,8.33333333333333,1774
Buchanan,2061,60,37,1,2020-07-08,2020,7,8,38,3,0,0,7.89473684210526,1773
Buena Vista,7156,1724,1574,11,2020-07-08,2020,7,8,62,7,45,0,11.2903225806452,1772
Butler,1579,60,49,2,2020-07-08,2020,7,8,26,2,3,0,7.69230769230769,1771
Calhoun,1187,55,38,2,2020-07-08,2020,7,8,39,1,1,0,2.56410256410256,1770
Carroll,2147,104,82,1,2020-07-08,2020,7,8,92,5,1,0,5.43478260869565,1769
Cass,909,24,18,0,2020-07-08,2020,7,8,4,0,0,0,0,1768
Cedar,1744,85,67,1,2020-07-08,2020,7,8,32,0,1,0,0,1767
Cerro Gordo,4903,201,108,1,2020-07-08,2020,7,8,72,13,9,0,18.0555555555556,1766
Cherokee,1245,79,67,1,2020-07-08,2020,7,8,25,3,1,0,12,1765
Chickasaw,1168,29,27,0,2020-07-08,2020,7,8,12,0,3,0,0,1764
Clarke,1105,134,111,3,2020-07-08,2020,7,8,15,1,0,0,6.66666666666667,1763
Clay,1910,142,99,1,2020-07-08,2020,7,8,37,5,1,1,13.5135135135135,1762
Clayton,1568,46,36,3,2020-07-08,2020,7,8,28,2,1,0,7.14285714285714,1761
Clinton,3537,115,69,1,2020-07-08,2020,7,8,39,2,0,0,5.12820512820513,1760
Crawford,3011,679,622,3,2020-07-08,2020,7,8,17,0,2,1,0,1759
Dallas,11003,1298,1051,29,2020-07-08,2020,7,8,186,9,22,0,4.83870967741936,1758
Davis,603,42,36,1,2020-07-08,2020,7,8,7,1,1,0,14.2857142857143,1757
Decatur,456,12,10,0,2020-07-08,2020,7,8,8,0,0,0,0,1756
Delaware,1461,53,40,1,2020-07-08,2020,7,8,40,2,0,0,5,1755
Des Moines,2933,94,79,2,2020-07-08,2020,7,8,57,5,0,0,8.7719298245614,1754
Dickinson,2683,282,179,3,2020-07-08,2020,7,8,144,16,4,0,11.1111111111111,1753
Dubuque,13161,771,442,22,2020-07-08,2020,7,8,632,35,8,0,5.5379746835443,1752
Emmet,984,91,58,0,2020-07-08,2020,7,8,20,4,2,0,20,1751
Fayette,1949,52,33,0,2020-07-08,2020,7,8,37,2,1,0,5.40540540540541,1750
Floyd,1893,74,60,2,2020-07-08,2020,7,8,21,1,4,0,4.76190476190476,1749
Franklin,1268,98,61,0,2020-07-08,2020,7,8,16,4,6,0,25,1748
Fremont,429,8,7,0,2020-07-08,2020,7,8,7,0,0,0,0,1747
Greene,875,29,21,0,2020-07-08,2020,7,8,12,0,0,0,0,1746
Grundy,1240,40,25,0,2020-07-08,2020,7,8,13,0,1,0,0,1745
Guthrie,1060,69,58,4,2020-07-08,2020,7,8,14,2,0,0,14.2857142857143,1744
Hamilton,2015,192,174,1,2020-07-08,2020,7,8,15,3,5,0,20,1743
Hancock,1274,54,45,1,2020-07-08,2020,7,8,15,0,1,0,0,1742
Hardin,1885,83,48,0,2020-07-08,2020,7,8,26,2,3,0,7.69230769230769,1741
Harrison,1125,54,46,0,2020-07-08,2020,7,8,17,0,0,0,0,1740
Henry,1779,88,77,3,2020-07-08,2020,7,8,31,2,0,0,6.45161290322581,1739
Howard,887,37,15,0,2020-07-08,2020,7,8,47,3,0,0,6.38297872340426,1738
Humboldt,959,57,48,1,2020-07-08,2020,7,8,27,2,3,0,7.40740740740741,1737
Ida,701,23,21,0,2020-07-08,2020,7,8,8,0,0,0,0,1736
Iowa,1905,61,44,1,2020-07-08,2020,7,8,129,8,0,1,6.2015503875969,1735
Jackson,1412,37,16,0,2020-07-08,2020,7,8,46,3,0,0,6.52173913043478,1734
Jasper,3317,329,275,17,2020-07-08,2020,7,8,40,4,1,0,10,1733
Jefferson,1326,62,51,0,2020-07-08,2020,7,8,17,0,0,0,0,1732
Johnson,17160,1363,852,8,2020-07-08,2020,7,8,376,29,16,0,7.71276595744681,1731
Jones,1565,65,55,0,2020-07-08,2020,7,8,26,2,0,0,7.69230769230769,1730
Keokuk,819,20,18,1,2020-07-08,2020,7,8,11,0,0,0,0,1729
Kossuth,1277,37,24,0,2020-07-08,2020,7,8,14,1,0,0,7.14285714285714,1728
Lee,2034,54,41,2,2020-07-08,2020,7,8,30,0,0,0,0,1727
Linn,21672,1323,1109,82,2020-07-08,2020,7,8,432,22,14,0,5.09259259259259,1726
Louisa,1486,363,341,13,2020-07-08,2020,7,8,15,0,1,0,0,1725
Lucas,539,31,24,4,2020-07-08,2020,7,8,8,0,0,0,0,1724
Lyon,696,47,41,0,2020-07-08,2020,7,8,12,2,0,0,16.6666666666667,1723
Madison,1465,49,34,2,2020-07-08,2020,7,8,17,1,1,0,5.88235294117647,1722
Mahaska,1465,118,99,17,2020-07-08,2020,7,8,34,1,0,0,2.94117647058824,1721
Marion,2109,74,59,0,2020-07-08,2020,7,8,35,3,1,0,8.57142857142857,1720
Marshall,6109,1063,948,19,2020-07-08,2020,7,8,62,4,6,0,6.45161290322581,1719
Mills,2022,43,34,0,2020-07-08,2020,7,8,28,6,1,0,21.4285714285714,1718
Mitchell,1218,41,23,0,2020-07-08,2020,7,8,41,2,1,0,4.87804878048781,1717
Monona,945,77,55,0,2020-07-08,2020,7,8,7,0,1,0,0,1716
Monroe,560,51,44,7,2020-07-08,2020,7,8,5,0,-1,1,0,1715
Montgomery,819,10,8,2,2020-07-08,2020,7,8,15,0,0,0,0,1714
Muscatine,5039,675,560,44,2020-07-08,2020,7,8,378,29,0,0,7.67195767195767,1713
O'Brien,1260,91,69,1,2020-07-08,2020,7,8,17,2,1,0,11.7647058823529,1712
Osceola,451,64,49,0,2020-07-08,2020,7,8,17,2,0,0,11.7647058823529,1711
Page,1255,20,20,0,2020-07-08,2020,7,8,29,0,0,0,0,1710
Palo Alto,1117,42,33,0,2020-07-08,2020,7,8,12,1,7,0,8.33333333333333,1709
Plymouth,2919,327,282,5,2020-07-08,2020,7,8,24,2,1,0,8.33333333333333,1708
Pocahontas,926,101,50,1,2020-07-08,2020,7,8,19,3,3,0,15.7894736842105,1707
Polk,56139,6827,5334,181,2020-07-08,2020,7,8,1055,105,88,0,9.95260663507109,1706
Pottawattamie,10224,758,650,12,2020-07-08,2020,7,8,227,18,9,0,7.9295154185022,1705
Poweshiek,1327,107,95,8,2020-07-08,2020,7,8,26,0,0,0,0,1704
