County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,670,19,15,0,2020-07-17,2020,7,17,13,0,0,0,0,2673
Adams,346,12,8,0,2020-07-17,2020,7,17,6,2,0,0,33.3333333333333,2672
Allamakee,1687,139,120,4,2020-07-17,2020,7,17,10,0,0,0,0,2671
Appanoose,1088,33,18,3,2020-07-17,2020,7,17,29,3,0,0,10.3448275862069,2670
Audubon,562,19,15,1,2020-07-17,2020,7,17,8,0,0,0,0,2669
Benton,2548,87,69,1,2020-07-17,2020,7,17,57,5,3,0,8.7719298245614,2668
Black Hawk,20024,2650,1922,60,2020-07-17,2020,7,17,263,22,6,0,8.36501901140684,2667
Boone,3229,178,126,1,2020-07-17,2020,7,17,36,1,4,0,2.77777777777778,2666
Bremer,2829,131,79,7,2020-07-17,2020,7,17,44,5,0,0,11.3636363636364,2665
Buchanan,2341,69,42,1,2020-07-17,2020,7,17,22,2,1,0,9.09090909090909,2664
Buena Vista,7433,1750,1659,12,2020-07-17,2020,7,17,39,6,6,0,15.3846153846154,2663
Butler,1814,80,59,2,2020-07-17,2020,7,17,13,3,0,0,23.0769230769231,2662
Calhoun,1342,68,53,2,2020-07-17,2020,7,17,45,1,0,0,2.22222222222222,2661
Carroll,2495,127,112,1,2020-07-17,2020,7,17,62,3,3,0,4.83870967741936,2660
Cass,1045,29,25,0,2020-07-17,2020,7,17,9,0,0,0,0,2659
Cedar,2010,103,71,1,2020-07-17,2020,7,17,37,2,0,0,5.40540540540541,2658
Cerro Gordo,5877,395,100,12,2020-07-17,2020,7,17,49,11,1,1,22.4489795918367,2657
Cherokee,1451,87,73,1,2020-07-17,2020,7,17,10,0,1,0,0,2656
Chickasaw,1298,35,32,0,2020-07-17,2020,7,17,13,0,0,0,0,2655
Clarke,1224,152,121,3,2020-07-17,2020,7,17,11,1,0,0,9.09090909090909,2654
Clay,2154,155,107,1,2020-07-17,2020,7,17,26,0,1,0,0,2653
Clayton,1767,54,42,3,2020-07-17,2020,7,17,22,1,0,0,4.54545454545455,2652
Clinton,4117,158,75,1,2020-07-17,2020,7,17,53,6,3,0,11.3207547169811,2651
Crawford,3224,686,644,3,2020-07-17,2020,7,17,9,2,1,0,22.2222222222222,2650
Dallas,13171,1504,1098,33,2020-07-17,2020,7,17,252,26,3,0,10.3174603174603,2649
Davis,672,44,36,1,2020-07-17,2020,7,17,9,1,0,0,11.1111111111111,2648
Decatur,500,15,11,0,2020-07-17,2020,7,17,5,0,0,0,0,2647
Delaware,1685,62,54,1,2020-07-17,2020,7,17,22,1,2,0,4.54545454545455,2646
Des Moines,3344,112,83,2,2020-07-17,2020,7,17,86,4,0,0,4.65116279069768,2645
Dickinson,3192,323,214,3,2020-07-17,2020,7,17,53,5,2,0,9.43396226415094,2644
Dubuque,16747,1136,454,23,2020-07-17,2020,7,17,186,15,4,0,8.06451612903226,2643
Emmet,1186,110,69,0,2020-07-17,2020,7,17,13,5,2,0,38.4615384615385,2642
Fayette,2195,63,31,0,2020-07-17,2020,7,17,14,0,0,0,0,2641
Floyd,2107,90,66,2,2020-07-17,2020,7,17,18,0,5,0,0,2640
Franklin,1412,129,69,0,2020-07-17,2020,7,17,12,2,0,0,16.6666666666667,2639
Fremont,485,13,6,0,2020-07-17,2020,7,17,3,0,0,0,0,2638
Greene,1029,34,27,0,2020-07-17,2020,7,17,19,2,0,0,10.5263157894737,2637
Grundy,1463,54,31,0,2020-07-17,2020,7,17,16,3,1,0,18.75,2636
Guthrie,1297,95,62,4,2020-07-17,2020,7,17,16,2,0,0,12.5,2635
Hamilton,2247,209,189,1,2020-07-17,2020,7,17,19,1,1,0,5.26315789473684,2634
Hancock,1422,73,50,2,2020-07-17,2020,7,17,11,0,0,0,0,2633
Hardin,2118,101,54,0,2020-07-17,2020,7,17,20,3,0,0,15,2632
Harrison,1294,68,48,0,2020-07-17,2020,7,17,18,1,0,0,5.55555555555556,2631
Henry,2102,98,78,3,2020-07-17,2020,7,17,30,0,0,0,0,2630
Howard,1018,40,23,0,2020-07-17,2020,7,17,3,0,0,0,0,2629
Humboldt,1075,69,54,1,2020-07-17,2020,7,17,18,2,3,0,11.1111111111111,2628
Ida,760,24,21,0,2020-07-17,2020,7,17,4,0,0,0,0,2627
Iowa,2114,64,47,1,2020-07-17,2020,7,17,19,0,0,0,0,2626
Jackson,1928,85,20,0,2020-07-17,2020,7,17,40,2,0,0,5,2625
Jasper,3803,382,284,17,2020-07-17,2020,7,17,49,2,2,0,4.08163265306122,2624
Jefferson,1470,64,50,0,2020-07-17,2020,7,17,18,0,0,0,0,2623
