County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,468,15,12,0,2020-07-05,2020,7,5,7,0,0,0,0,1485
Adams,272,8,8,0,2020-07-05,2020,7,5,2,0,0,0,0,1484
Allamakee,1369,128,115,4,2020-07-05,2020,7,5,6,0,0,0,0,1483
Appanoose,878,20,17,3,2020-07-05,2020,7,5,16,0,0,0,0,1482
Audubon,495,16,15,1,2020-07-05,2020,7,5,2,0,0,0,0,1481
Benton,2084,66,47,1,2020-07-05,2020,7,5,28,1,0,0,3.57142857142857,1480
Black Hawk,16524,2284,1820,58,2020-07-05,2020,7,5,180,32,8,0,17.7777777777778,1479
Boone,2822,148,121,1,2020-07-05,2020,7,5,15,0,0,0,0,1478
Bremer,2321,93,79,6,2020-07-05,2020,7,5,20,1,0,0,5,1477
Buchanan,1977,52,36,1,2020-07-05,2020,7,5,21,2,1,0,9.52380952380952,1476
Buena Vista,7057,1712,1478,11,2020-07-05,2020,7,5,5,1,8,0,20,1475
Butler,1520,55,40,2,2020-07-05,2020,7,5,15,2,1,0,13.3333333333333,1474
Calhoun,1129,49,25,2,2020-07-05,2020,7,5,19,0,0,0,0,1473
Carroll,2018,98,73,1,2020-07-05,2020,7,5,12,2,0,0,16.6666666666667,1472
Cass,883,22,18,0,2020-07-05,2020,7,5,2,0,0,0,0,1471
Cedar,1681,84,64,1,2020-07-05,2020,7,5,24,2,1,0,8.33333333333333,1470
Cerro Gordo,4745,178,75,1,2020-07-05,2020,7,5,39,22,18,0,56.4102564102564,1469
Cherokee,1207,75,64,1,2020-07-05,2020,7,5,2,0,0,0,0,1468
Chickasaw,1128,30,22,0,2020-07-05,2020,7,5,4,2,0,0,50,1467
Clarke,1070,134,105,2,2020-07-05,2020,7,5,9,3,2,0,33.3333333333333,1466
Clay,1843,134,91,0,2020-07-05,2020,7,5,9,1,1,0,11.1111111111111,1465
Clayton,1485,44,34,3,2020-07-05,2020,7,5,7,1,0,0,14.2857142857143,1464
Clinton,3442,113,68,1,2020-07-05,2020,7,5,45,6,0,0,13.3333333333333,1463
Crawford,2950,678,615,2,2020-07-05,2020,7,5,1,1,2,0,100,1462
Dallas,10657,1278,1016,29,2020-07-05,2020,7,5,136,15,5,0,11.0294117647059,1461
Davis,579,40,33,1,2020-07-05,2020,7,5,5,1,0,0,20,1460
Decatur,440,11,10,0,2020-07-05,2020,7,5,4,0,0,0,0,1459
Delaware,1393,51,36,1,2020-07-05,2020,7,5,14,2,0,0,14.2857142857143,1458
Des Moines,2836,90,75,2,2020-07-05,2020,7,5,21,2,0,0,9.52380952380952,1457
