County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,1414,57,40,1,2020-09-14,2020,9,14,7,1,0,0,14.2857142857143,7920,0
Adams,564,27,21,0,2020-09-14,2020,9,14,0,0,0,0,,7919,0
Allamakee,2641,225,159,5,2020-09-14,2020,9,14,25,8,0,0,32,7918,0
Appanoose,2342,116,93,3,2020-09-14,2020,9,14,19,4,1,0,21.0526315789474,7917,0
Audubon,967,46,29,1,2020-09-14,2020,9,14,6,0,0,0,0,7916,0
Benton,4568,247,172,1,2020-09-14,2020,9,14,45,3,0,0,6.66666666666667,7915,0
Black Hawk,32047,4191,3254,83,2020-09-14,2020,9,14,207,12,5,2,5.79710144927536,7914,0
Boone,5481,420,289,6,2020-09-14,2020,9,14,36,8,0,1,22.2222222222222,7913,0
Bremer,4730,436,241,7,2020-09-14,2020,9,14,32,8,0,0,25,7912,0
Buchanan,3912,208,148,1,2020-09-14,2020,9,14,30,1,1,0,3.33333333333333,7911,0
Buena Vista,8797,1901,1790,12,2020-09-14,2020,9,14,21,3,0,0,14.2857142857143,7910,0
Butler,2994,245,218,2,2020-09-14,2020,9,14,22,2,2,0,9.09090909090909,7909,0
Calhoun,2200,152,111,2,2020-09-14,2020,9,14,14,2,10,0,14.2857142857143,7908,0
Carroll,5023,559,240,5,2020-09-14,2020,9,14,20,5,0,0,25,7907,0
Cass,2283,122,113,2,2020-09-14,2020,9,14,5,0,0,0,0,7906,0
Cedar,3375,204,136,1,2020-09-14,2020,9,14,13,1,0,0,7.69230769230769,7905,0
Cerro Gordo,10505,947,653,21,2020-09-14,2020,9,14,28,7,1,0,25,7904,0
Cherokee,2284,160,131,2,2020-09-14,2020,9,14,7,1,0,0,14.2857142857143,7903,0
Chickasaw,2318,191,90,0,2020-09-14,2020,9,14,7,1,2,0,14.2857142857143,7902,0
Clarke,2053,249,209,3,2020-09-14,2020,9,14,12,0,0,0,0,7901,0
Clay,3315,255,218,3,2020-09-14,2020,9,14,8,1,0,0,12.5,7900,0
