County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,3151,695,580,20,2021-01-22,2021,1,22,16,4,11,0,25,20691,0
Adams,1374,298,253,3,2021-01-22,2021,1,22,6,1,2,0,16.6666666666667,20690,0
Allamakee,5222,1302,1125,30,2021-01-22,2021,1,22,18,3,10,1,16.6666666666667,20689,0
Appanoose,5186,1120,937,40,2021-01-22,2021,1,22,31,9,6,0,29.0322580645161,20688,0
Audubon,2223,419,361,8,2021-01-22,2021,1,22,16,2,1,0,12.5,20687,0
Benton,10907,2122,1935,50,2021-01-22,2021,1,22,66,17,6,0,25.7575757575758,20686,0
Black Hawk,60833,14038,12564,243,2021-01-22,2021,1,22,346,124,68,1,35.8381502890173,20685,0
Boone,11849,2220,1806,17,2021-01-22,2021,1,22,62,15,10,0,24.1935483870968,20684,0
Bremer,10361,2493,2253,48,2021-01-22,2021,1,22,162,17,11,0,10.4938271604938,20683,0
Buchanan,8125,1616,1405,24,2021-01-22,2021,1,22,40,8,6,1,20,20682,0
Buena Vista,13460,3962,3640,30,2021-01-22,2021,1,22,44,13,6,0,29.5454545454546,20681,0
Butler,6056,1508,1246,24,2021-01-22,2021,1,22,33,11,8,0,33.3333333333333,20680,0
Calhoun,4746,1233,1159,9,2021-01-22,2021,1,22,20,3,1,0,15,20679,0
Carroll,10149,2579,2282,34,2021-01-22,2021,1,22,32,11,4,0,34.375,20678,0
Cass,5487,1147,981,43,2021-01-22,2021,1,22,21,0,5,0,0,20677,0
Cedar,7843,1554,1331,19,2021-01-22,2021,1,22,35,11,1,0,31.4285714285714,20676,0
Cerro Gordo,21051,4714,4218,72,2021-01-22,2021,1,22,62,15,14,0,24.1935483870968,20675,0
Cherokee,5286,1399,1199,27,2021-01-22,2021,1,22,15,5,15,0,33.3333333333333,20674,0
Chickasaw,4652,1135,1014,12,2021-01-22,2021,1,22,17,3,3,0,17.6470588235294,20673,0
Clarke,4127,808,646,7,2021-01-22,2021,1,22,31,9,8,0,29.0322580645161,20672,0
Clay,7275,1714,1508,21,2021-01-22,2021,1,22,30,10,5,0,33.3333333333333,20671,0
Clayton,6084,1536,1345,49,2021-01-22,2021,1,22,28,6,11,0,21.4285714285714,20670,0
Clinton,19049,4561,4017,67,2021-01-22,2021,1,22,64,24,24,2,37.5,20669,0
Crawford,7806,2337,2063,24,2021-01-22,2021,1,22,24,9,10,0,37.5,20668,0
Dallas,46467,9058,7692,72,2021-01-22,2021,1,22,265,68,39,0,25.6603773584906,20667,0
Davis,2795,700,623,21,2021-01-22,2021,1,22,21,3,6,0,14.2857142857143,20666,0
Decatur,2978,495,415,4,2021-01-22,2021,1,22,14,1,2,0,7.14285714285714,20665,0
Delaware,6925,1752,1578,36,2021-01-22,2021,1,22,20,6,3,0,30,20664,0
Des Moines,18362,3900,3431,43,2021-01-22,2021,1,22,77,33,10,0,42.8571428571429,20663,0
Dickinson,9145,1883,1660,29,2021-01-22,2021,1,22,42,5,5,0,11.9047619047619,20662,0
Dubuque,50580,11535,10352,159,2021-01-22,2021,1,22,172,69,22,2,40.1162790697674,20661,0
Emmet,4444,1112,962,32,2021-01-22,2021,1,22,20,1,4,0,5,20660,0
Fayette,7936,1650,1326,24,2021-01-22,2021,1,22,49,13,21,1,26.530612244898,20659,0
Floyd,6726,1408,1239,36,2021-01-22,2021,1,22,20,4,5,0,20,20658,0
Franklin,4486,1032,850,18,2021-01-22,2021,1,22,12,2,4,0,16.6666666666667,20657,0
Fremont,2362,524,454,6,2021-01-22,2021,1,22,14,4,0,0,28.5714285714286,20656,0
Greene,3656,697,634,7,2021-01-22,2021,1,22,7,2,2,0,28.5714285714286,20655,0
Grundy,4996,1221,1060,28,2021-01-22,2021,1,22,29,2,12,1,6.89655172413793,20654,0
Guthrie,4911,1040,917,24,2021-01-22,2021,1,22,20,5,6,0,25,20653,0
Hamilton,6545,1620,1428,30,2021-01-22,2021,1,22,24,11,5,0,45.8333333333333,20652,0
Hancock,5153,1313,1132,24,2021-01-22,2021,1,22,19,5,4,0,26.3157894736842,20651,0
Hardin,7226,1567,1425,30,2021-01-22,2021,1,22,26,7,6,0,26.9230769230769,20650,0
Harrison,5749,1579,1365,62,2021-01-22,2021,1,22,22,6,6,0,27.2727272727273,20649,0
Henry,9666,2660,2426,31,2021-01-22,2021,1,22,36,10,5,0,27.7777777777778,20648,0
Howard,3807,850,669,19,2021-01-22,2021,1,22,14,2,4,0,14.2857142857143,20647,0
Humboldt,4208,1064,927,19,2021-01-22,2021,1,22,29,6,4,0,20.6896551724138,20646,0
Ida,2813,758,676,30,2021-01-22,2021,1,22,16,7,3,0,43.75,20645,0
Iowa,7062,1274,1106,22,2021-01-22,2021,1,22,30,9,0,0,30,20644,0
Jackson,7828,1943,1735,31,2021-01-22,2021,1,22,43,6,4,0,13.953488372093,20643,0
Jasper,15486,3301,2772,59,2021-01-22,2021,1,22,86,32,14,0,37.2093023255814,20642,0
Jefferson,6583,1220,969,25,2021-01-22,2021,1,22,38,7,9,0,18.421052631579,20641,0
Johnson,69237,12246,10722,52,2021-01-22,2021,1,22,277,70,19,1,25.2707581227437,20640,0
Jones,8677,2742,2561,50,2021-01-22,2021,1,22,42,16,5,1,38.0952380952381,20639,0
Keokuk,3564,863,769,26,2021-01-22,2021,1,22,16,6,6,0,37.5,20638,0
Kossuth,6805,1786,1528,44,2021-01-22,2021,1,22,33,10,7,0,30.3030303030303,20637,0
Lee,13816,3226,2789,32,2021-01-22,2021,1,22,57,30,14,0,52.6315789473684,20636,0
Linn,101145,17978,16167,279,2021-01-22,2021,1,22,488,90,52,1,18.4426229508197,20635,0
Louisa,4774,1158,1015,30,2021-01-22,2021,1,22,21,2,7,0,9.52380952380952,20634,0
Lucas,3291,664,529,10,2021-01-22,2021,1,22,12,3,11,1,25,20633,0
Lyon,4043,1373,1218,33,2021-01-22,2021,1,22,13,4,8,0,30.7692307692308,20632,0
Madison,6531,1232,919,10,2021-01-22,2021,1,22,45,17,10,1,37.7777777777778,20631,0
