County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,569,17,12,0,2020-07-11,2020,7,11,44,0,0,0,0,2079
Adams,305,8,8,0,2020-07-11,2020,7,11,4,0,0,0,0,2078
Allamakee,1579,138,117,4,2020-07-11,2020,7,11,15,0,0,0,0,2077
Appanoose,964,21,18,3,2020-07-11,2020,7,11,18,0,1,0,0,2076
Audubon,537,18,15,1,2020-07-11,2020,7,11,5,2,0,0,40,2075
Benton,2300,75,54,1,2020-07-11,2020,7,11,34,1,0,0,2.94117647058824,2074
Black Hawk,18355,2492,1878,59,2020-07-11,2020,7,11,290,35,1,0,12.0689655172414,2073
Boone,3035,168,118,1,2020-07-11,2020,7,11,41,4,0,0,9.75609756097561,2072
Bremer,2569,110,79,7,2020-07-11,2020,7,11,49,4,0,0,8.16326530612245,2071
Buchanan,2165,63,40,1,2020-07-11,2020,7,11,21,1,1,0,4.76190476190476,2070
Buena Vista,7265,1737,1580,11,2020-07-11,2020,7,11,39,4,33,0,10.2564102564103,2069
Butler,1660,68,52,2,2020-07-11,2020,7,11,45,4,2,0,8.88888888888889,2068
Calhoun,1240,63,41,2,2020-07-11,2020,7,11,16,2,1,0,12.5,2067
Carroll,2262,113,91,1,2020-07-11,2020,7,11,35,3,2,0,8.57142857142857,2066
Cass,961,28,19,0,2020-07-11,2020,7,11,10,1,0,0,10,2065
Cedar,1848,95,70,1,2020-07-11,2020,7,11,26,1,0,0,3.84615384615385,2064
Cerro Gordo,5298,284,65,1,2020-07-11,2020,7,11,132,18,0,0,13.6363636363636,2063
Cherokee,1302,83,69,1,2020-07-11,2020,7,11,10,1,0,0,10,2062
Chickasaw,1206,29,28,0,2020-07-11,2020,7,11,9,0,0,0,0,2061
Clarke,1150,143,116,3,2020-07-11,2020,7,11,8,0,0,0,0,2060
Clay,2022,149,99,1,2020-07-11,2020,7,11,21,1,1,0,4.76190476190476,2059
Clayton,1647,50,36,3,2020-07-11,2020,7,11,26,2,0,0,7.69230769230769,2058
Clinton,3733,132,69,1,2020-07-11,2020,7,11,38,2,0,0,5.26315789473684,2057
Crawford,3107,680,618,3,2020-07-11,2020,7,11,33,1,5,0,3.03030303030303,2056
Dallas,11964,1385,1070,31,2020-07-11,2020,7,11,306,20,7,0,6.5359477124183,2055
Davis,624,42,34,1,2020-07-11,2020,7,11,7,0,0,0,0,2054
Decatur,475,13,9,0,2020-07-11,2020,7,11,2,0,0,0,0,2053
Delaware,1555,56,44,1,2020-07-11,2020,7,11,37,0,0,0,0,2052
Des Moines,3093,100,81,2,2020-07-11,2020,7,11,38,0,0,0,0,2051
Dickinson,2840,299,186,3,2020-07-11,2020,7,11,25,4,3,0,16,2050
Dubuque,14859,940,428,23,2020-07-11,2020,7,11,272,22,2,1,8.08823529411765,2049
Emmet,1031,95,62,0,2020-07-11,2020,7,11,10,0,0,0,0,2048
Fayette,2063,57,31,0,2020-07-11,2020,7,11,28,1,0,0,3.57142857142857,2047
Floyd,1984,81,57,2,2020-07-11,2020,7,11,32,5,0,0,15.625,2046
Franklin,1325,104,62,0,2020-07-11,2020,7,11,17,0,0,0,0,2045
Fremont,453,10,6,0,2020-07-11,2020,7,11,9,0,0,0,0,2044
Greene,896,30,23,0,2020-07-11,2020,7,11,5,0,1,0,0,2043
Grundy,1335,47,27,0,2020-07-11,2020,7,11,15,0,1,0,0,2042
Guthrie,1173,75,57,4,2020-07-11,2020,7,11,70,2,0,0,2.85714285714286,2041
Hamilton,2100,201,177,1,2020-07-11,2020,7,11,25,3,2,0,12,2040
Hancock,1328,60,45,1,2020-07-11,2020,7,11,8,2,0,0,25,2039
