County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,741,20,16,0,2020-07-22,2020,7,22,9,0,0,0,0,3168
Adams,361,12,9,0,2020-07-22,2020,7,22,3,0,1,0,0,3167
Allamakee,1771,143,121,4,2020-07-22,2020,7,22,13,0,0,0,0,3166
Appanoose,1182,34,25,3,2020-07-22,2020,7,22,18,0,0,0,0,3165
Audubon,600,22,15,1,2020-07-22,2020,7,22,5,0,0,0,0,3164
Benton,2750,98,79,1,2020-07-22,2020,7,22,68,4,9,0,5.88235294117647,3163
Black Hawk,21124,2738,1965,61,2020-07-22,2020,7,22,344,25,14,0,7.26744186046512,3162
Boone,3434,194,133,1,2020-07-22,2020,7,22,41,5,2,0,12.1951219512195,3161
Bremer,2999,146,79,7,2020-07-22,2020,7,22,49,6,0,0,12.2448979591837,3160
Buchanan,2467,80,44,1,2020-07-22,2020,7,22,51,3,0,0,5.88235294117647,3159
Buena Vista,7553,1760,1674,12,2020-07-22,2020,7,22,41,2,6,0,4.87804878048781,3158
Butler,1934,87,67,2,2020-07-22,2020,7,22,38,2,2,0,5.26315789473684,3157
Calhoun,1397,71,60,2,2020-07-22,2020,7,22,19,1,1,0,5.26315789473684,3156
Carroll,2719,148,117,1,2020-07-22,2020,7,22,49,11,0,0,22.4489795918367,3155
Cass,1116,30,28,0,2020-07-22,2020,7,22,12,0,0,0,0,3154
Cedar,2113,104,71,1,2020-07-22,2020,7,22,21,1,0,0,4.76190476190476,3153
Cerro Gordo,6684,473,118,16,2020-07-22,2020,7,22,122,19,9,2,15.5737704918033,3152
Cherokee,1532,92,74,1,2020-07-22,2020,7,22,20,3,0,0,15,3151
Chickasaw,1387,40,35,0,2020-07-22,2020,7,22,12,1,2,0,8.33333333333333,3150
Clarke,1299,154,119,3,2020-07-22,2020,7,22,25,2,0,0,8,3149
Clay,2244,161,112,1,2020-07-22,2020,7,22,36,0,2,0,0,3148
Clayton,1884,65,46,3,2020-07-22,2020,7,22,32,4,1,0,12.5,3147
Clinton,4503,189,86,2,2020-07-22,2020,7,22,71,8,2,0,11.2676056338028,3146
Crawford,3321,688,651,3,2020-07-22,2020,7,22,33,1,2,0,3.03030303030303,3145
Dallas,14283,1598,1121,34,2020-07-22,2020,7,22,221,26,9,0,11.7647058823529,3144
Davis,705,46,36,1,2020-07-22,2020,7,22,6,0,0,0,0,3143
Decatur,523,15,11,0,2020-07-22,2020,7,22,9,0,0,0,0,3142
Delaware,1795,67,58,1,2020-07-22,2020,7,22,25,1,0,0,4,3141
Des Moines,3557,120,85,2,2020-07-22,2020,7,22,46,4,2,0,8.69565217391304,3140
Dickinson,3403,350,235,4,2020-07-22,2020,7,22,94,5,4,1,5.31914893617021,3139
Dubuque,17816,1261,483,24,2020-07-22,2020,7,22,345,37,2,1,10.7246376811594,3138
Emmet,1297,122,73,0,2020-07-22,2020,7,22,45,2,0,0,4.44444444444444,3137
Fayette,2316,66,31,0,2020-07-22,2020,7,22,34,1,0,0,2.94117647058824,3136
Floyd,2228,95,68,2,2020-07-22,2020,7,22,20,0,2,0,0,3135
Franklin,1522,156,76,3,2020-07-22,2020,7,22,31,11,1,2,35.4838709677419,3134
Fremont,538,16,6,0,2020-07-22,2020,7,22,16,2,0,0,12.5,3133
Greene,1084,37,29,0,2020-07-22,2020,7,22,23,0,0,0,0,3132
Grundy,1536,58,31,1,2020-07-22,2020,7,22,21,0,0,0,0,3131
Guthrie,1465,111,66,5,2020-07-22,2020,7,22,29,3,0,0,10.3448275862069,3130
Hamilton,2329,215,204,1,2020-07-22,2020,7,22,21,2,0,0,9.52380952380952,3129
Hancock,1528,89,60,2,2020-07-22,2020,7,22,28,5,0,0,17.8571428571429,3128
Hardin,2219,113,57,0,2020-07-22,2020,7,22,23,4,2,0,17.3913043478261,3127
Harrison,1348,73,59,0,2020-07-22,2020,7,22,13,2,2,0,15.3846153846154,3126
Henry,2221,100,78,3,2020-07-22,2020,7,22,20,0,0,0,0,3125
Howard,1086,43,24,0,2020-07-22,2020,7,22,22,1,0,0,4.54545454545455,3124
Humboldt,1116,72,64,1,2020-07-22,2020,7,22,13,2,1,0,15.3846153846154,3123
Ida,805,27,21,0,2020-07-22,2020,7,22,14,1,0,0,7.14285714285714,3122
Iowa,2284,69,47,1,2020-07-22,2020,7,22,90,1,-1,0,1.11111111111111,3121
Jackson,2175,105,25,0,2020-07-22,2020,7,22,113,7,0,0,6.19469026548673,3120
Jasper,4084,416,299,19,2020-07-22,2020,7,22,62,2,12,1,3.2258064516129,3119
Jefferson,1572,68,50,0,2020-07-22,2020,7,22,27,0,0,0,0,3118
Johnson,21114,1671,1060,10,2020-07-22,2020,7,22,319,22,32,0,6.89655172413793,3117
Jones,2079,103,60,1,2020-07-22,2020,7,22,48,3,2,0,6.25,3116
Keokuk,943,24,20,1,2020-07-22,2020,7,22,17,0,1,0,0,3115
Kossuth,1695,73,32,0,2020-07-22,2020,7,22,53,2,0,0,3.77358490566038,3114
Lee,2405,64,45,2,2020-07-22,2020,7,22,25,1,0,0,4,3113
Linn,27373,1663,1302,87,2020-07-22,2020,7,22,608,35,11,0,5.75657894736842,3112
Louisa,1689,373,344,13,2020-07-22,2020,7,22,20,2,1,0,10,3111
Lucas,666,39,27,4,2020-07-22,2020,7,22,8,1,0,0,12.5,3110
Lyon,897,84,62,0,2020-07-22,2020,7,22,35,5,3,0,14.2857142857143,3109
Madison,1830,78,40,2,2020-07-22,2020,7,22,35,2,1,0,5.71428571428571,3108
Mahaska,1773,129,101,17,2020-07-22,2020,7,22,46,0,0,0,0,3107
Marion,2754,112,83,0,2020-07-22,2020,7,22,75,2,5,0,2.66666666666667,3106
Marshall,7157,1217,984,21,2020-07-22,2020,7,22,96,13,4,0,13.5416666666667,3105
Mills,2365,62,32,0,2020-07-22,2020,7,22,37,3,0,0,8.10810810810811,3104
Mitchell,1574,70,46,0,2020-07-22,2020,7,22,30,2,0,0,6.66666666666667,3103
Monona,1036,82,67,0,2020-07-22,2020,7,22,11,1,1,0,9.09090909090909,3102
Monroe,683,62,43,7,2020-07-22,2020,7,22,9,1,0,0,11.1111111111111,3101
Montgomery,1039,25,16,2,2020-07-22,2020,7,22,30,3,0,0,10,3100
Muscatine,5919,744,646,45,2020-07-22,2020,7,22,64,5,6,0,7.8125,3099
O'Brien,1534,110,80,1,2020-07-22,2020,7,22,20,2,1,0,10,3098
Osceola,558,72,50,0,2020-07-22,2020,7,22,20,1,0,0,5,3097
Page,1493,38,21,0,2020-07-22,2020,7,22,45,6,1,0,13.3333333333333,3096
Palo Alto,1289,61,45,0,2020-07-22,2020,7,22,9,0,0,0,0,3095
Plymouth,3528,391,287,6,2020-07-22,2020,7,22,49,5,0,0,10.2040816326531,3094
Pocahontas,1087,109,58,1,2020-07-22,2020,7,22,17,0,1,0,0,3093
Polk,72953,8639,5705,189,2020-07-22,2020,7,22,1203,97,37,0,8.06317539484622,3092
Pottawattamie,12614,959,718,16,2020-07-22,2020,7,22,198,30,9,1,15.1515151515152,3091
Poweshiek,1602,116,100,8,2020-07-22,2020,7,22,38,2,0,0,5.26315789473684,3090
Ringgold,631,19,15,1,2020-07-22,2020,7,22,4,1,1,0,25,3089
Sac,1535,75,60,0,2020-07-22,2020,7,22,22,0,0,0,0,3088
Scott,20170,1363,655,11,2020-07-22,2020,7,22,349,35,5,0,10.0286532951289,3087
Shelby,1335,126,124,0,2020-07-22,2020,7,22,27,1,2,0,3.7037037037037,3086
Sioux,3571,544,444,0,2020-07-22,2020,7,22,55,8,8,0,14.5454545454545,3085
Story,10895,981,659,10,2020-07-22,2020,7,22,131,17,31,0,12.9770992366412,3084
Tama,2881,513,418,29,2020-07-22,2020,7,22,39,2,0,0,5.12820512820513,3083
Taylor,764,84,79,0,2020-07-22,2020,7,22,10,2,0,0,20,3082
Union,1780,59,29,1,2020-07-22,2020,7,22,31,3,0,0,9.67741935483871,3081
Van Buren,555,22,18,1,2020-07-22,2020,7,22,7,0,0,0,0,3080
Wapello,4944,764,694,31,2020-07-22,2020,7,22,168,7,8,0,4.16666666666667,3079
Warren,6565,424,240,1,2020-07-22,2020,7,22,107,5,1,0,4.67289719626168,3078
Washington,2769,272,232,9,2020-07-22,2020,7,22,30,4,0,0,13.3333333333333,3077
Wayne,397,11,10,1,2020-07-22,2020,7,22,3,0,0,0,0,3076
Webster,6227,565,199,5,2020-07-22,2020,7,22,68,0,1,0,0,3075
Winnebago,1297,59,26,0,2020-07-22,2020,7,22,31,0,0,0,0,3074
Winneshiek,1927,63,45,1,2020-07-22,2020,7,22,29,2,0,0,6.89655172413793,3073
Woodbury,19288,3495,3153,47,2020-07-22,2020,7,22,162,11,2,1,6.79012345679012,3072
Worth,918,47,10,0,2020-07-22,2020,7,22,25,2,0,0,8,3071
Wright,2989,423,358,1,2020-07-22,2020,7,22,20,5,6,0,25,3070
