County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,525,17,12,0,2020-07-10,2020,7,10,10,1,0,0,10,1980
Adams,301,8,8,0,2020-07-10,2020,7,10,4,0,0,0,0,1979
Allamakee,1564,138,117,4,2020-07-10,2020,7,10,10,3,1,0,30,1978
Appanoose,946,21,17,3,2020-07-10,2020,7,10,14,0,0,0,0,1977
Audubon,532,16,15,1,2020-07-10,2020,7,10,13,0,0,0,0,1976
Benton,2266,74,54,1,2020-07-10,2020,7,10,33,2,0,0,6.06060606060606,1975
Black Hawk,18065,2457,1877,59,2020-07-10,2020,7,10,393,60,20,0,15.2671755725191,1974
Boone,2994,164,118,1,2020-07-10,2020,7,10,21,4,0,0,19.0476190476191,1973
Bremer,2520,106,79,7,2020-07-10,2020,7,10,58,4,0,0,6.89655172413793,1972
Buchanan,2144,62,39,1,2020-07-10,2020,7,10,29,1,1,0,3.44827586206897,1971
Buena Vista,7226,1733,1547,11,2020-07-10,2020,7,10,44,6,54,0,13.6363636363636,1970
Butler,1615,64,50,2,2020-07-10,2020,7,10,19,4,2,0,21.0526315789474,1969
Calhoun,1224,61,40,2,2020-07-10,2020,7,10,14,3,3,0,21.4285714285714,1968
Carroll,2227,110,89,1,2020-07-10,2020,7,10,49,6,4,0,12.2448979591837,1967
Cass,951,27,19,0,2020-07-10,2020,7,10,15,0,0,0,0,1966
Cedar,1822,94,70,1,2020-07-10,2020,7,10,47,9,1,0,19.1489361702128,1965
Cerro Gordo,5166,266,65,1,2020-07-10,2020,7,10,94,43,3,0,45.7446808510638,1964
Cherokee,1292,82,69,1,2020-07-10,2020,7,10,19,1,1,0,5.26315789473684,1963
Chickasaw,1197,29,28,0,2020-07-10,2020,7,10,8,0,0,0,0,1962
Clarke,1142,143,116,3,2020-07-10,2020,7,10,14,3,1,0,21.4285714285714,1961
Clay,2001,148,98,1,2020-07-10,2020,7,10,44,5,0,0,11.3636363636364,1960
Clayton,1621,48,36,3,2020-07-10,2020,7,10,16,1,0,0,6.25,1959
Clinton,3695,130,69,1,2020-07-10,2020,7,10,89,9,0,0,10.1123595505618,1958
Crawford,3074,679,613,3,2020-07-10,2020,7,10,29,0,5,0,0,1957
Dallas,11658,1365,1063,31,2020-07-10,2020,7,10,264,35,21,0,13.2575757575758,1956
Davis,617,42,34,1,2020-07-10,2020,7,10,8,0,1,0,0,1955
Decatur,473,13,9,0,2020-07-10,2020,7,10,12,1,0,0,8.33333333333333,1954
Delaware,1518,56,44,1,2020-07-10,2020,7,10,18,2,3,0,11.1111111111111,1953
Des Moines,3055,100,81,2,2020-07-10,2020,7,10,60,5,1,0,8.33333333333333,1952
Dickinson,2815,295,183,3,2020-07-10,2020,7,10,68,10,5,0,14.7058823529412,1951
Dubuque,14587,918,426,22,2020-07-10,2020,7,10,472,84,7,0,17.7966101694915,1950
Emmet,1021,95,62,0,2020-07-10,2020,7,10,13,3,3,0,23.0769230769231,1949
Fayette,2035,56,31,0,2020-07-10,2020,7,10,48,2,0,0,4.16666666666667,1948
Floyd,1952,76,57,2,2020-07-10,2020,7,10,28,2,1,0,7.14285714285714,1947
Franklin,1308,104,62,0,2020-07-10,2020,7,10,21,5,0,0,23.8095238095238,1946
Fremont,444,10,6,0,2020-07-10,2020,7,10,9,2,0,0,22.2222222222222,1945
Greene,891,30,22,0,2020-07-10,2020,7,10,7,1,1,0,14.2857142857143,1944
Grundy,1320,47,26,0,2020-07-10,2020,7,10,27,5,0,0,18.5185185185185,1943
Guthrie,1103,73,57,4,2020-07-10,2020,7,10,21,1,1,0,4.76190476190476,1942
Hamilton,2075,198,175,1,2020-07-10,2020,7,10,31,5,1,0,16.1290322580645,1941
Hancock,1320,58,45,1,2020-07-10,2020,7,10,21,1,2,0,4.76190476190476,1940
Hardin,1976,89,45,0,2020-07-10,2020,7,10,25,1,1,0,4,1939
Harrison,1172,58,47,0,2020-07-10,2020,7,10,23,2,0,0,8.69565217391304,1938
Henry,1833,93,78,3,2020-07-10,2020,7,10,25,3,0,0,12,1937
Howard,939,37,17,0,2020-07-10,2020,7,10,19,0,2,0,0,1936
Humboldt,982,59,48,1,2020-07-10,2020,7,10,12,1,0,0,8.33333333333333,1935
Ida,714,23,21,0,2020-07-10,2020,7,10,6,0,0,0,0,1934
Iowa,1958,61,44,1,2020-07-10,2020,7,10,22,0,1,0,0,1933
Jackson,1552,56,18,0,2020-07-10,2020,7,10,64,8,0,0,12.5,1932
Jasper,3416,337,272,17,2020-07-10,2020,7,10,56,5,-1,0,8.92857142857143,1931
