County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,2322,316,127,4,2020-11-12,2020,11,12,25,11,13,1,44,13662,0
Adams,988,123,65,1,2020-11-12,2020,11,12,6,3,3,0,50,13661,0
Allamakee,3783,567,317,9,2020-11-12,2020,11,12,28,12,9,0,42.8571428571429,13660,0
Appanoose,3764,546,201,3,2020-11-12,2020,11,12,66,33,7,0,50,13659,0
Audubon,1625,244,127,1,2020-11-12,2020,11,12,1,0,5,0,0,13658,0
Benton,8216,1225,473,9,2020-11-12,2020,11,12,80,45,21,2,56.25,13657,0
Black Hawk,46610,8571,5038,112,2020-11-12,2020,11,12,457,243,94,2,53.1728665207877,13656,0
Boone,8362,1019,654,10,2020-11-12,2020,11,12,34,24,20,0,70.5882352941177,13655,0
Bremer,7479,1330,604,12,2020-11-12,2020,11,12,91,54,16,0,59.3406593406593,13654,0
Buchanan,6121,827,378,6,2020-11-12,2020,11,12,75,39,10,0,52,13653,0
Buena Vista,10977,2632,2174,13,2020-11-12,2020,11,12,60,31,11,0,51.6666666666667,13652,0
Butler,4524,693,434,3,2020-11-12,2020,11,12,41,24,2,0,58.5365853658537,13651,0
Calhoun,3819,766,341,6,2020-11-12,2020,11,12,30,21,7,0,70,13650,0
Carroll,7908,1631,987,14,2020-11-12,2020,11,12,49,21,23,0,42.8571428571429,13649,0
Cass,4019,608,408,13,2020-11-12,2020,11,12,4,2,13,2,50,13648,0
Cedar,5760,784,336,12,2020-11-12,2020,11,12,65,28,17,2,43.0769230769231,13647,0
Cerro Gordo,15410,2376,1196,31,2020-11-12,2020,11,12,160,71,17,0,44.375,13646,0
Cherokee,3773,587,354,3,2020-11-12,2020,11,12,23,7,8,0,30.4347826086957,13645,0
Chickasaw,3425,559,440,1,2020-11-12,2020,11,12,53,22,14,0,41.5094339622642,13644,0
Clarke,3016,411,302,4,2020-11-12,2020,11,12,17,4,8,0,23.5294117647059,13643,0
Clay,5295,829,469,4,2020-11-12,2020,11,12,50,28,21,0,56,13642,0
Clayton,4470,788,386,4,2020-11-12,2020,11,12,37,29,12,0,78.3783783783784,13641,0
Clinton,13723,2370,1316,34,2020-11-12,2020,11,12,191,83,18,1,43.455497382199,13640,0
Crawford,6438,1572,1277,15,2020-11-12,2020,11,12,35,17,23,0,48.5714285714286,13639,0
Dallas,34173,4908,3210,53,2020-11-12,2020,11,12,375,131,65,0,34.9333333333333,13638,0
Davis,1857,295,151,4,2020-11-12,2020,11,12,20,14,5,0,70,13637,0
Decatur,2184,251,122,0,2020-11-12,2020,11,12,22,9,7,0,40.9090909090909,13636,0
Delaware,5348,1139,655,18,2020-11-12,2020,11,12,57,40,37,0,70.1754385964912,13635,0
Des Moines,13700,2192,1164,13,2020-11-12,2020,11,12,92,42,68,0,45.6521739130435,13634,0
Dickinson,6935,1047,666,9,2020-11-12,2020,11,12,61,24,14,0,39.344262295082,13633,0
Dubuque,39957,7388,4569,77,2020-11-12,2020,11,12,309,171,158,3,55.3398058252427,13632,0
