County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,423,15,11,0,2020-06-28,2020,6,28,8,1,0,0,12.5,792
Adams,246,8,5,0,2020-06-28,2020,6,28,1,0,0,0,0,791
Allamakee,1239,123,90,4,2020-06-28,2020,6,28,12,1,0,0,8.33333333333333,790
Appanoose,798,20,17,3,2020-06-28,2020,6,28,3,0,0,0,0,789
Audubon,453,17,11,1,2020-06-28,2020,6,28,4,0,0,0,0,788
Benton,1856,56,42,1,2020-06-28,2020,6,28,33,1,0,0,3.03030303030303,787
Black Hawk,14464,2059,1204,57,2020-06-28,2020,6,28,363,51,2,0,14.0495867768595,786
Boone,2568,134,83,1,2020-06-28,2020,6,28,50,3,0,0,6,785
Bremer,2127,86,75,6,2020-06-28,2020,6,28,30,1,0,0,3.33333333333333,784
Buchanan,1779,43,32,1,2020-06-28,2020,6,28,104,1,1,0,0.961538461538461,783
Buena Vista,6910,1692,644,11,2020-06-28,2020,6,28,44,3,19,0,6.81818181818182,782
Butler,1401,42,30,2,2020-06-28,2020,6,28,30,1,0,0,3.33333333333333,781
Calhoun,984,41,19,0,2020-06-28,2020,6,28,20,2,0,0,10,780
Carroll,1751,79,57,1,2020-06-28,2020,6,28,53,3,1,0,5.66037735849057,779
Cass,779,17,16,0,2020-06-28,2020,6,28,12,0,0,0,0,778
Cedar,1521,71,50,1,2020-06-28,2020,6,28,18,1,0,0,5.55555555555556,777
Cerro Gordo,4170,93,33,1,2020-06-28,2020,6,28,101,9,1,0,8.91089108910891,776
Cherokee,997,71,56,0,2020-06-28,2020,6,28,31,2,0,0,6.45161290322581,775
Chickasaw,1053,24,18,0,2020-06-28,2020,6,28,16,0,0,0,0,774
Clarke,972,123,83,2,2020-06-28,2020,6,28,18,3,0,0,16.6666666666667,773
Clay,1516,119,75,0,2020-06-28,2020,6,28,69,3,0,0,4.34782608695652,772
Clayton,1305,38,31,3,2020-06-28,2020,6,28,10,0,0,0,0,771
Clinton,3078,88,67,1,2020-06-28,2020,6,28,61,1,0,0,1.63934426229508,770
