County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,461,15,12,0,2020-07-04,2020,7,4,7,0,0,0,0,1386
Adams,270,8,8,0,2020-07-04,2020,7,4,1,0,0,0,0,1385
Allamakee,1363,128,115,4,2020-07-04,2020,7,4,11,2,0,0,18.1818181818182,1384
Appanoose,862,20,17,3,2020-07-04,2020,7,4,7,0,0,0,0,1383
Audubon,493,16,15,1,2020-07-04,2020,7,4,8,0,0,0,0,1382
Benton,2056,65,47,1,2020-07-04,2020,7,4,38,3,1,0,7.89473684210526,1381
Black Hawk,16344,2252,1812,58,2020-07-04,2020,7,4,466,56,1,0,12.0171673819742,1380
Boone,2807,148,121,1,2020-07-04,2020,7,4,47,3,0,0,6.38297872340426,1379
Bremer,2301,92,79,6,2020-07-04,2020,7,4,42,1,0,0,2.38095238095238,1378
Buchanan,1956,50,35,1,2020-07-04,2020,7,4,36,0,0,0,0,1377
Buena Vista,7052,1711,1470,11,2020-07-04,2020,7,4,35,4,27,0,11.4285714285714,1376
Butler,1505,53,39,2,2020-07-04,2020,7,4,28,1,3,0,3.57142857142857,1375
Calhoun,1110,49,25,2,2020-07-04,2020,7,4,26,1,1,0,3.84615384615385,1374
Carroll,2006,96,73,1,2020-07-04,2020,7,4,56,3,0,0,5.35714285714286,1373
Cass,881,22,18,0,2020-07-04,2020,7,4,20,1,0,0,5,1372
Cedar,1657,82,63,1,2020-07-04,2020,7,4,26,1,1,0,3.84615384615385,1371
Cerro Gordo,4706,156,57,1,2020-07-04,2020,7,4,121,9,3,0,7.43801652892562,1370
Cherokee,1205,75,64,1,2020-07-04,2020,7,4,158,0,0,0,0,1369
Chickasaw,1124,28,22,0,2020-07-04,2020,7,4,15,0,0,0,0,1368
Clarke,1061,131,103,2,2020-07-04,2020,7,4,21,2,2,0,9.52380952380952,1367
Clay,1834,133,90,0,2020-07-04,2020,7,4,114,5,4,0,4.3859649122807,1366
Clayton,1478,43,34,3,2020-07-04,2020,7,4,81,3,0,0,3.7037037037037,1365
Clinton,3397,107,68,1,2020-07-04,2020,7,4,43,2,0,0,4.65116279069768,1364
Crawford,2949,677,613,2,2020-07-04,2020,7,4,26,2,9,0,7.69230769230769,1363
Dallas,10521,1263,1011,29,2020-07-04,2020,7,4,244,28,4,0,11.4754098360656,1362
Davis,574,39,33,1,2020-07-04,2020,7,4,5,0,0,0,0,1361
Decatur,436,11,10,0,2020-07-04,2020,7,4,4,0,0,0,0,1360
Delaware,1379,49,36,1,2020-07-04,2020,7,4,18,1,1,0,5.55555555555556,1359
Des Moines,2815,88,75,2,2020-07-04,2020,7,4,32,2,0,0,6.25,1358
Dickinson,2509,264,160,2,2020-07-04,2020,7,4,69,4,6,0,5.79710144927536,1357
Dubuque,11963,683,398,22,2020-07-04,2020,7,4,464,62,5,0,13.3620689655172,1356
Emmet,949,85,48,0,2020-07-04,2020,7,4,35,5,0,0,14.2857142857143,1355
Fayette,1853,48,31,0,2020-07-04,2020,7,4,35,11,1,0,31.4285714285714,1354
Floyd,1862,72,53,2,2020-07-04,2020,7,4,36,2,1,0,5.55555555555556,1353
Franklin,1228,89,50,0,2020-07-04,2020,7,4,16,5,0,0,31.25,1352
Fremont,404,7,4,0,2020-07-04,2020,7,4,8,0,0,0,0,1351
Greene,844,29,21,0,2020-07-04,2020,7,4,13,0,0,0,0,1350
Grundy,1169,37,23,0,2020-07-04,2020,7,4,25,2,0,0,8,1349
Guthrie,1015,66,58,4,2020-07-04,2020,7,4,12,2,0,0,16.6666666666667,1348
Hamilton,1971,187,161,1,2020-07-04,2020,7,4,15,0,7,0,0,1347
Hancock,1226,51,41,0,2020-07-04,2020,7,4,12,2,1,0,16.6666666666667,1346
Hardin,1820,70,39,0,2020-07-04,2020,7,4,14,3,5,0,21.4285714285714,1345
Harrison,1066,53,43,0,2020-07-04,2020,7,4,10,0,0,0,0,1344
Henry,1720,86,76,3,2020-07-04,2020,7,4,54,0,0,0,0,1343
Howard,762,35,12,0,2020-07-04,2020,7,4,42,6,0,0,14.2857142857143,1342
Humboldt,895,54,39,1,2020-07-04,2020,7,4,15,1,0,0,6.66666666666667,1341
Ida,678,23,20,0,2020-07-04,2020,7,4,13,0,0,0,0,1340
Iowa,1737,51,40,0,2020-07-04,2020,7,4,28,0,0,0,0,1339
Jackson,1313,29,16,0,2020-07-04,2020,7,4,22,2,0,0,9.09090909090909,1338
Jasper,3215,323,271,17,2020-07-04,2020,7,4,39,2,0,0,5.12820512820513,1337
Jefferson,1281,59,49,0,2020-07-04,2020,7,4,17,0,0,0,0,1336
Johnson,16182,1264,753,8,2020-07-04,2020,7,4,432,26,19,0,6.01851851851852,1335
Jones,1472,56,48,0,2020-07-04,2020,7,4,27,0,0,0,0,1334
Keokuk,786,20,17,1,2020-07-04,2020,7,4,8,0,0,0,0,1333
Kossuth,1227,34,21,0,2020-07-04,2020,7,4,16,1,1,0,6.25,1332
Lee,1944,53,38,2,2020-07-04,2020,7,4,22,0,0,0,0,1331
Linn,20442,1262,1030,82,2020-07-04,2020,7,4,398,20,1,0,5.0251256281407,1330
Louisa,1446,360,337,13,2020-07-04,2020,7,4,9,0,0,0,0,1329
Lucas,506,30,24,4,2020-07-04,2020,7,4,7,0,0,0,0,1328
Lyon,658,41,38,0,2020-07-04,2020,7,4,7,0,0,0,0,1327
Madison,1402,45,33,2,2020-07-04,2020,7,4,20,3,0,0,15,1326
Mahaska,1385,115,95,17,2020-07-04,2020,7,4,6,0,0,0,0,1325
Marion,2010,70,53,0,2020-07-04,2020,7,4,38,2,7,0,5.26315789473684,1324
Marshall,5917,1043,928,19,2020-07-04,2020,7,4,35,2,2,0,5.71428571428571,1323
Mills,1971,36,33,0,2020-07-04,2020,7,4,5,0,0,0,0,1322
Mitchell,1161,37,11,0,2020-07-04,2020,7,4,90,0,1,0,0,1321
Monona,917,76,52,0,2020-07-04,2020,7,4,26,2,0,0,7.69230769230769,1320
Monroe,541,50,44,6,2020-07-04,2020,7,4,1,0,0,0,0,1319
Montgomery,779,10,8,2,2020-07-04,2020,7,4,2,0,0,0,0,1318
Muscatine,4560,629,541,44,2020-07-04,2020,7,4,64,5,0,0,7.8125,1317
O'Brien,1210,86,63,1,2020-07-04,2020,7,4,23,0,6,0,0,1316
Osceola,417,59,48,0,2020-07-04,2020,7,4,15,0,1,0,0,1315
Page,1201,20,20,0,2020-07-04,2020,7,4,4,0,1,0,0,1314
Palo Alto,1084,41,22,0,2020-07-04,2020,7,4,28,5,0,0,17.8571428571429,1313
Plymouth,2840,316,275,5,2020-07-04,2020,7,4,51,3,1,0,5.88235294117647,1312
Pocahontas,883,94,36,1,2020-07-04,2020,7,4,14,1,1,0,7.14285714285714,1311
Polk,53319,6464,5048,179,2020-07-04,2020,7,4,1418,132,70,0,9.30888575458392,1310
Pottawattamie,9753,721,626,11,2020-07-04,2020,7,4,103,2,6,0,1.94174757281553,1309
Poweshiek,1252,104,90,8,2020-07-04,2020,7,4,10,0,0,0,0,1308
Ringgold,517,15,11,0,2020-07-04,2020,7,4,13,0,0,0,0,1307
Sac,1261,63,51,0,2020-07-04,2020,7,4,15,0,0,0,0,1306
Scott,14210,778,533,10,2020-07-04,2020,7,4,653,59,6,0,9.03522205206738,1305
Shelby,1093,114,95,0,2020-07-04,2020,7,4,13,0,1,0,0,1304
Sioux,2970,463,358,0,2020-07-04,2020,7,4,34,3,4,0,8.82352941176471,1303
Story,8434,762,339,3,2020-07-04,2020,7,4,155,11,9,0,7.09677419354839,1302
Tama,2387,462,398,29,2020-07-04,2020,7,4,30,2,0,0,6.66666666666667,1301
Taylor,657,79,70,0,2020-07-04,2020,7,4,3,0,1,0,0,1300
Union,1289,27,13,0,2020-07-04,2020,7,4,14,0,1,0,0,1299
Van Buren,437,20,16,0,2020-07-04,2020,7,4,3,1,0,0,33.3333333333333,1298
Wapello,4220,706,661,30,2020-07-04,2020,7,4,27,1,0,0,3.7037037037037,1297
Warren,4806,273,220,1,2020-07-04,2020,7,4,112,9,1,0,8.03571428571429,1296
Washington,2305,236,206,9,2020-07-04,2020,7,4,22,2,0,0,9.09090909090909,1295
Wayne,331,10,6,0,2020-07-04,2020,7,4,2,0,0,0,0,1294
Webster,4454,213,125,2,2020-07-04,2020,7,4,279,42,0,0,15.0537634408602,1293
Winnebago,872,28,15,0,2020-07-04,2020,7,4,15,1,0,0,6.66666666666667,1292
Winneshiek,1406,38,24,0,2020-07-04,2020,7,4,13,1,0,0,7.69230769230769,1291
Woodbury,16643,3215,3039,44,2020-07-04,2020,7,4,109,9,5,0,8.25688073394495,1290
Worth,614,19,11,0,2020-07-04,2020,7,4,28,2,0,0,7.14285714285714,1289
Wright,2673,380,276,1,2020-07-04,2020,7,4,8,3,3,0,37.5,1288
