County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,2911,581,435,17,2020-12-26,2020,12,26,2,2,4,0,100,18018,0
Adams,1260,252,170,2,2020-12-26,2020,12,26,1,1,1,0,100,18017,0
Allamakee,4885,1142,794,20,2020-12-26,2020,12,26,7,4,28,0,57.1428571428572,18016,0
Appanoose,4743,942,792,34,2020-12-26,2020,12,26,3,1,12,0,33.3333333333333,18015,0
Audubon,2036,363,296,7,2020-12-26,2020,12,26,2,0,3,0,0,18014,0
Benton,10220,1961,1687,36,2020-12-26,2020,12,26,14,6,21,0,42.8571428571429,18013,0
Black Hawk,56702,12521,10900,215,2020-12-26,2020,12,26,112,21,101,0,18.75,18012,0
Boone,10722,1817,1389,15,2020-12-26,2020,12,26,47,10,24,0,21.2765957446809,18011,0
Bremer,9405,2223,1971,41,2020-12-26,2020,12,26,13,3,31,0,23.0769230769231,18010,0
Buchanan,7562,1405,1171,16,2020-12-26,2020,12,26,14,2,14,0,14.2857142857143,18009,0
Buena Vista,12752,3649,3054,25,2020-12-26,2020,12,26,33,25,32,0,75.7575757575758,18008,0
Butler,5554,1246,1028,18,2020-12-26,2020,12,26,11,4,33,0,36.3636363636364,18007,0
Calhoun,4544,1166,1060,9,2020-12-26,2020,12,26,8,2,11,0,25,18006,0
Carroll,9478,2320,1969,27,2020-12-26,2020,12,26,22,11,24,0,50,18005,0
Cass,5074,1015,794,38,2020-12-26,2020,12,26,16,4,13,0,25,18004,0
Cedar,7245,1349,1070,18,2020-12-26,2020,12,26,21,5,19,0,23.8095238095238,18003,0
Cerro Gordo,19565,4248,3544,59,2020-12-26,2020,12,26,36,10,67,0,27.7777777777778,18002,0
Cherokee,4808,1192,865,20,2020-12-26,2020,12,26,13,3,25,0,23.0769230769231,18001,0
Chickasaw,4284,1015,861,10,2020-12-26,2020,12,26,7,1,14,0,14.2857142857143,18000,0
Clarke,3721,650,486,6,2020-12-26,2020,12,26,13,4,7,0,30.7692307692308,17999,0
Clay,6816,1514,1182,11,2020-12-26,2020,12,26,8,4,26,0,50,17998,0
Clayton,5583,1343,1116,39,2020-12-26,2020,12,26,6,6,23,0,100,17997,0
Clinton,17588,4039,3320,53,2020-12-26,2020,12,26,24,9,58,0,37.5,17996,0
Crawford,7326,2068,1761,21,2020-12-26,2020,12,26,4,3,18,0,75,17995,0
Dallas,42860,7726,6367,64,2020-12-26,2020,12,26,63,19,90,0,30.1587301587302,17994,0
Davis,2564,625,496,18,2020-12-26,2020,12,26,7,3,18,0,42.8571428571429,17993,0
Decatur,2711,414,326,3,2020-12-26,2020,12,26,1,2,2,0,200,17992,0
Delaware,6520,1602,1430,29,2020-12-26,2020,12,26,4,2,19,0,50,17991,0
Des Moines,17133,3444,2904,32,2020-12-26,2020,12,26,30,10,58,0,33.3333333333333,17990,0
Dickinson,8598,1668,1400,15,2020-12-26,2020,12,26,8,1,32,0,12.5,17989,0
Dubuque,47505,10446,9187,135,2020-12-26,2020,12,26,59,17,96,0,28.8135593220339,17988,0
Emmet,4093,983,790,23,2020-12-26,2020,12,26,10,4,16,0,40,17987,0
Fayette,7247,1331,1038,16,2020-12-26,2020,12,26,17,5,11,0,29.4117647058824,17986,0
Floyd,6261,1256,1042,33,2020-12-26,2020,12,26,11,4,25,0,36.3636363636364,17985,0
Franklin,4101,870,728,17,2020-12-26,2020,12,26,9,4,5,0,44.4444444444444,17984,0
Fremont,2181,454,376,5,2020-12-26,2020,12,26,4,0,3,0,0,17983,0
Greene,3463,633,527,7,2020-12-26,2020,12,26,4,1,7,0,25,17982,0
Grundy,4595,1050,863,15,2020-12-26,2020,12,26,19,10,19,0,52.6315789473684,17981,0
Guthrie,4566,931,749,22,2020-12-26,2020,12,26,3,2,15,0,66.6666666666667,17980,0
Hamilton,6091,1434,1144,22,2020-12-26,2020,12,26,1,1,41,0,100,17979,0
Hancock,4792,1149,870,24,2020-12-26,2020,12,26,10,3,15,0,30,17978,0
Hardin,6766,1428,1168,25,2020-12-26,2020,12,26,12,5,25,0,41.6666666666667,17977,0
Harrison,5330,1398,1069,52,2020-12-26,2020,12,26,20,9,18,0,45,17976,0
Henry,9076,2442,1963,24,2020-12-26,2020,12,26,10,4,28,0,40,17975,0
Howard,3496,690,543,15,2020-12-26,2020,12,26,12,6,10,0,50,17974,0
Humboldt,3884,938,783,18,2020-12-26,2020,12,26,6,7,18,0,116.666666666667,17973,0
Ida,2617,682,487,22,2020-12-26,2020,12,26,5,1,11,0,20,17972,0
Iowa,6543,1121,941,20,2020-12-26,2020,12,26,7,2,29,0,28.5714285714286,17971,0
Jackson,7227,1752,1516,29,2020-12-26,2020,12,26,12,1,21,0,8.33333333333333,17970,0
Jasper,14333,2814,2214,52,2020-12-26,2020,12,26,26,6,73,0,23.0769230769231,17969,0
Jefferson,5987,972,723,20,2020-12-26,2020,12,26,12,5,18,0,41.6666666666667,17968,0
Johnson,64216,10831,9515,47,2020-12-26,2020,12,26,134,39,151,0,29.1044776119403,17967,0
Jones,8127,2561,2329,44,2020-12-26,2020,12,26,5,3,28,0,60,17966,0
Keokuk,3287,772,614,23,2020-12-26,2020,12,26,8,4,22,0,50,17965,0
Kossuth,6223,1474,1084,28,2020-12-26,2020,12,26,9,5,38,0,55.5555555555556,17964,0
