County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,890,20,16,0,2020-08-01,2020,8,1,7,0,0,0,0,4158
Adams,401,16,10,0,2020-08-01,2020,8,1,3,1,0,0,33.3333333333333,4157
Allamakee,1977,149,132,4,2020-08-01,2020,8,1,14,1,2,0,7.14285714285714,4156
Appanoose,1358,40,32,3,2020-08-01,2020,8,1,12,0,0,0,0,4155
Audubon,691,28,15,1,2020-08-01,2020,8,1,11,0,0,0,0,4154
Benton,3214,139,88,1,2020-08-01,2020,8,1,64,9,0,0,14.0625,4153
Black Hawk,23442,2984,2247,62,2020-08-01,2020,8,1,158,14,16,0,8.86075949367089,4152
Boone,3781,228,152,2,2020-08-01,2020,8,1,29,2,4,0,6.89655172413793,4151
Bremer,3322,187,90,7,2020-08-01,2020,8,1,24,6,1,0,25,4150
Buchanan,2746,108,58,1,2020-08-01,2020,8,1,28,3,3,0,10.7142857142857,4149
Buena Vista,7762,1783,1709,12,2020-08-01,2020,8,1,26,1,1,0,3.84615384615385,4148
Butler,2139,111,92,2,2020-08-01,2020,8,1,11,0,3,0,0,4147
Calhoun,1496,81,69,2,2020-08-01,2020,8,1,6,0,0,0,0,4146
Carroll,3179,176,144,1,2020-08-01,2020,8,1,20,1,0,0,5,4145
Cass,1331,42,34,1,2020-08-01,2020,8,1,27,0,0,1,0,4144
Cedar,2316,119,84,1,2020-08-01,2020,8,1,24,2,1,0,8.33333333333333,4143
Cerro Gordo,7675,578,221,17,2020-08-01,2020,8,1,35,6,1,0,17.1428571428571,4142
Cherokee,1622,97,84,1,2020-08-01,2020,8,1,8,0,3,0,0,4141
Chickasaw,1523,50,45,0,2020-08-01,2020,8,1,11,2,0,0,18.1818181818182,4140
Clarke,1431,178,130,3,2020-08-01,2020,8,1,9,4,2,0,44.4444444444444,4139
Clay,2457,170,136,1,2020-08-01,2020,8,1,20,2,0,0,10,4138
Clayton,2103,95,71,3,2020-08-01,2020,8,1,13,1,3,0,7.69230769230769,4137
Clinton,5384,304,112,3,2020-08-01,2020,8,1,100,16,-1,1,16,4136
Crawford,3516,710,672,3,2020-08-01,2020,8,1,21,3,0,0,14.2857142857143,4135
Dallas,16156,1767,1269,35,2020-08-01,2020,8,1,269,28,9,0,10.4089219330855,4134
Davis,766,49,39,1,2020-08-01,2020,8,1,3,0,0,0,0,4133
Decatur,580,21,11,0,2020-08-01,2020,8,1,3,0,0,0,0,4132
Delaware,2041,87,71,1,2020-08-01,2020,8,1,25,2,3,0,8,4131
Des Moines,4140,138,88,2,2020-08-01,2020,8,1,48,0,0,0,0,4130
Dickinson,3721,374,261,4,2020-08-01,2020,8,1,33,3,0,0,9.09090909090909,4129
Dubuque,19515,1503,719,28,2020-08-01,2020,8,1,130,19,10,0,14.6153846153846,4128
Emmet,1473,178,102,1,2020-08-01,2020,8,1,14,0,0,0,0,4127
Fayette,2540,77,49,0,2020-08-01,2020,8,1,15,0,0,0,0,4126
Floyd,2455,116,90,2,2020-08-01,2020,8,1,14,7,0,0,50,4125
