County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,963,29,17,0,2020-08-08,2020,8,8,15,1,0,0,6.66666666666667,4851
Adams,424,16,10,0,2020-08-08,2020,8,8,0,0,0,0,,4850
Allamakee,2064,154,137,4,2020-08-08,2020,8,8,16,0,0,0,0,4849
Appanoose,1454,48,36,3,2020-08-08,2020,8,8,2,0,0,0,0,4848
Audubon,714,28,15,1,2020-08-08,2020,8,8,3,0,0,0,0,4847
Benton,3431,154,101,1,2020-08-08,2020,8,8,26,5,0,0,19.2307692307692,4846
Black Hawk,24510,3104,2485,66,2020-08-08,2020,8,8,107,10,27,3,9.34579439252336,4845
Boone,4038,253,172,3,2020-08-08,2020,8,8,64,7,2,1,10.9375,4844
Bremer,3541,221,109,7,2020-08-08,2020,8,8,36,12,1,0,33.3333333333333,4843
Buchanan,2926,124,63,1,2020-08-08,2020,8,8,25,0,0,0,0,4842
Buena Vista,7911,1791,1732,12,2020-08-08,2020,8,8,17,0,1,0,0,4841
Butler,2252,120,104,2,2020-08-08,2020,8,8,7,1,0,0,14.2857142857143,4840
Calhoun,1559,83,73,2,2020-08-08,2020,8,8,4,0,0,0,0,4839
Carroll,3349,185,163,1,2020-08-08,2020,8,8,10,0,0,0,0,4838
Cass,1573,62,41,1,2020-08-08,2020,8,8,37,9,1,0,24.3243243243243,4837
Cedar,2470,130,96,1,2020-08-08,2020,8,8,27,2,3,0,7.40740740740741,4836
Cerro Gordo,8037,603,348,17,2020-08-08,2020,8,8,46,5,23,0,10.8695652173913,4835
Cherokee,1702,107,93,1,2020-08-08,2020,8,8,15,3,3,0,20,4834
Chickasaw,1643,54,49,0,2020-08-08,2020,8,8,6,0,0,0,0,4833
Clarke,1515,197,138,3,2020-08-08,2020,8,8,6,0,0,0,0,4832
Clay,2565,186,151,1,2020-08-08,2020,8,8,23,7,2,0,30.4347826086957,4831
Clayton,2235,104,79,3,2020-08-08,2020,8,8,21,0,1,0,0,4830
Clinton,5909,373,146,3,2020-08-08,2020,8,8,95,7,9,0,7.36842105263158,4829
Crawford,3665,727,681,3,2020-08-08,2020,8,8,17,1,2,0,5.88235294117647,4828
Dallas,17179,1864,1419,35,2020-08-08,2020,8,8,96,8,18,0,8.33333333333333,4827
Davis,808,55,42,1,2020-08-08,2020,8,8,2,1,0,0,50,4826
Decatur,609,23,16,0,2020-08-08,2020,8,8,1,0,1,0,0,4825
Delaware,2401,110,86,1,2020-08-08,2020,8,8,34,7,2,0,20.5882352941177,4824
Des Moines,4443,167,102,2,2020-08-08,2020,8,8,55,11,3,0,20,4823
Dickinson,3902,377,303,4,2020-08-08,2020,8,8,29,0,9,0,0,4822
Dubuque,20627,1665,991,31,2020-08-08,2020,8,8,155,19,30,0,12.258064516129,4821
Emmet,1540,190,121,4,2020-08-08,2020,8,8,6,0,2,0,0,4820
Fayette,2669,82,61,0,2020-08-08,2020,8,8,24,0,2,0,0,4819
Floyd,2609,148,97,2,2020-08-08,2020,8,8,14,3,0,0,21.4285714285714,4818
Franklin,1776,238,181,10,2020-08-08,2020,8,8,12,3,6,1,25,4817
Fremont,707,42,17,0,2020-08-08,2020,8,8,10,4,2,0,40,4816
Greene,1240,41,33,0,2020-08-08,2020,8,8,4,2,0,0,50,4815
Grundy,1831,79,50,1,2020-08-08,2020,8,8,10,1,3,0,10,4814
Guthrie,1762,131,97,5,2020-08-08,2020,8,8,11,0,0,0,0,4813
Hamilton,2591,246,235,1,2020-08-08,2020,8,8,6,1,10,0,16.6666666666667,4812
Hancock,1815,121,102,2,2020-08-08,2020,8,8,18,0,0,0,0,4811
Hardin,2595,178,101,0,2020-08-08,2020,8,8,15,3,1,0,20,4810
Harrison,1606,105,82,0,2020-08-08,2020,8,8,15,2,1,0,13.3333333333333,4809
Henry,2677,120,89,3,2020-08-08,2020,8,8,21,2,0,0,9.52380952380952,4808
Howard,1278,49,37,0,2020-08-08,2020,8,8,8,0,0,0,0,4807
Humboldt,1289,108,76,1,2020-08-08,2020,8,8,2,2,0,0,100,4806
Ida,897,29,23,0,2020-08-08,2020,8,8,9,0,0,0,0,4805
Iowa,2687,97,63,1,2020-08-08,2020,8,8,27,1,1,0,3.7037037037037,4804
Jackson,2675,151,75,1,2020-08-08,2020,8,8,23,2,10,0,8.69565217391304,4803
Jasper,4843,473,361,26,2020-08-08,2020,8,8,31,3,3,0,9.67741935483871,4802
Jefferson,1922,83,64,0,2020-08-08,2020,8,8,21,1,0,0,4.76190476190476,4801
Johnson,25024,2063,1513,19,2020-08-08,2020,8,8,216,17,32,3,7.87037037037037,4800
Jones,2566,129,82,2,2020-08-08,2020,8,8,12,1,3,0,8.33333333333333,4799
Keokuk,1084,34,22,1,2020-08-08,2020,8,8,8,0,0,0,0,4798
Kossuth,2028,85,50,0,2020-08-08,2020,8,8,20,1,1,0,5,4797
Lee,3063,110,54,3,2020-08-08,2020,8,8,38,2,1,0,5.26315789473684,4796
Linn,34036,2329,1821,87,2020-08-08,2020,8,8,322,32,8,0,9.93788819875776,4795
Louisa,1836,378,352,14,2020-08-08,2020,8,8,9,0,0,0,0,4794
Lucas,830,60,32,4,2020-08-08,2020,8,8,9,1,0,0,11.1111111111111,4793
Lyon,1077,113,93,2,2020-08-08,2020,8,8,12,3,0,0,25,4792
Madison,2277,116,63,2,2020-08-08,2020,8,8,22,2,1,0,9.09090909090909,4791
Mahaska,2077,139,110,17,2020-08-08,2020,8,8,9,1,0,0,11.1111111111111,4790
Marion,3443,169,136,0,2020-08-08,2020,8,8,34,3,1,0,8.82352941176471,4789
Marshall,8402,1436,1090,26,2020-08-08,2020,8,8,52,7,11,1,13.4615384615385,4788
Mills,2748,88,52,0,2020-08-08,2020,8,8,23,3,4,0,13.0434782608696,4787
Mitchell,1880,78,67,0,2020-08-08,2020,8,8,3,0,0,0,0,4786
Monona,1167,91,79,0,2020-08-08,2020,8,8,7,0,0,0,0,4785
Monroe,824,72,47,7,2020-08-08,2020,8,8,1,0,1,0,0,4784
Montgomery,1345,59,35,4,2020-08-08,2020,8,8,13,5,0,0,38.4615384615385,4783
Muscatine,6788,846,733,48,2020-08-08,2020,8,8,45,3,0,0,6.66666666666667,4782
O'Brien,1930,137,100,2,2020-08-08,2020,8,8,20,1,1,0,5,4781
Osceola,641,82,71,0,2020-08-08,2020,8,8,12,3,2,0,25,4780
Page,1939,94,69,0,2020-08-08,2020,8,8,25,10,2,0,40,4779
Palo Alto,1461,84,55,0,2020-08-08,2020,8,8,10,2,1,0,20,4778
Plymouth,4080,456,353,9,2020-08-08,2020,8,8,25,2,8,0,8,4777
Pocahontas,1196,115,106,2,2020-08-08,2020,8,8,4,0,1,1,0,4776
Polk,87049,10159,7520,207,2020-08-08,2020,8,8,487,45,145,1,9.24024640657084,4775
Pottawattamie,15268,1308,942,26,2020-08-08,2020,8,8,159,19,12,0,11.9496855345912,4774
Poweshiek,2091,157,110,8,2020-08-08,2020,8,8,33,3,1,0,9.09090909090909,4773
Ringgold,723,21,20,1,2020-08-08,2020,8,8,2,0,0,0,0,4772
Sac,1710,83,69,0,2020-08-08,2020,8,8,11,1,0,0,9.09090909090909,4771
Scott,25167,1705,1164,14,2020-08-08,2020,8,8,707,43,51,0,6.08203677510608,4770
Shelby,1632,182,155,1,2020-08-08,2020,8,8,16,3,5,0,18.75,4769
Sioux,4234,625,513,3,2020-08-08,2020,8,8,40,9,8,0,22.5,4768
Story,16298,1157,879,14,2020-08-08,2020,8,8,738,9,10,0,1.21951219512195,4767
Tama,3245,548,462,29,2020-08-08,2020,8,8,18,1,5,0,5.55555555555556,4766
Taylor,886,98,88,0,2020-08-08,2020,8,8,6,2,0,0,33.3333333333333,4765
Union,2152,76,39,1,2020-08-08,2020,8,8,17,1,1,0,5.88235294117647,4764
Van Buren,732,34,21,1,2020-08-08,2020,8,8,7,0,0,0,0,4763
Wapello,5827,880,772,33,2020-08-08,2020,8,8,28,4,0,0,14.2857142857143,4762
Warren,7980,550,345,1,2020-08-08,2020,8,8,31,0,9,0,0,4761
Washington,3127,295,271,10,2020-08-08,2020,8,8,15,1,0,0,6.66666666666667,4760
Wayne,482,19,12,1,2020-08-08,2020,8,8,1,0,0,0,0,4759
Webster,6846,800,492,7,2020-08-08,2020,8,8,21,7,0,0,33.3333333333333,4758
Winnebago,1611,79,50,0,2020-08-08,2020,8,8,48,0,5,0,0,4757
