County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,883,20,16,0,2020-07-31,2020,7,31,8,0,0,0,0,4059
Adams,398,15,10,0,2020-07-31,2020,7,31,4,0,0,0,0,4058
Allamakee,1963,148,130,4,2020-07-31,2020,7,31,15,2,1,0,13.3333333333333,4057
Appanoose,1346,40,32,3,2020-07-31,2020,7,31,22,1,1,0,4.54545454545455,4056
Audubon,680,28,15,1,2020-07-31,2020,7,31,15,1,0,0,6.66666666666667,4055
Benton,3150,130,88,1,2020-07-31,2020,7,31,83,9,3,0,10.8433734939759,4054
Black Hawk,23284,2970,2231,62,2020-07-31,2020,7,31,368,40,50,0,10.8695652173913,4053
Boone,3752,226,148,2,2020-07-31,2020,7,31,38,2,3,0,5.26315789473684,4052
Bremer,3298,181,89,7,2020-07-31,2020,7,31,65,6,1,0,9.23076923076923,4051
Buchanan,2718,105,55,1,2020-07-31,2020,7,31,52,5,2,0,9.61538461538461,4050
Buena Vista,7736,1782,1708,12,2020-07-31,2020,7,31,16,1,4,0,6.25,4049
Butler,2128,111,89,2,2020-07-31,2020,7,31,33,8,6,0,24.2424242424242,4048
Calhoun,1490,81,69,2,2020-07-31,2020,7,31,11,1,1,0,9.09090909090909,4047
Carroll,3159,175,144,1,2020-07-31,2020,7,31,31,1,0,0,3.2258064516129,4046
Cass,1304,42,34,0,2020-07-31,2020,7,31,12,3,3,0,25,4045
Cedar,2292,117,83,1,2020-07-31,2020,7,31,31,3,1,0,9.67741935483871,4044
Cerro Gordo,7640,572,220,17,2020-07-31,2020,7,31,108,6,7,0,5.55555555555556,4043
Cherokee,1614,97,81,1,2020-07-31,2020,7,31,10,0,0,0,0,4042
Chickasaw,1512,48,45,0,2020-07-31,2020,7,31,21,0,1,0,0,4041
Clarke,1422,174,128,3,2020-07-31,2020,7,31,14,3,1,0,21.4285714285714,4040
Clay,2437,168,136,1,2020-07-31,2020,7,31,31,0,4,0,0,4039
Clayton,2090,94,68,3,2020-07-31,2020,7,31,33,5,5,0,15.1515151515152,4038
Clinton,5284,288,113,2,2020-07-31,2020,7,31,114,15,6,0,13.1578947368421,4037
Crawford,3495,707,672,3,2020-07-31,2020,7,31,17,0,2,0,0,4036
Dallas,15887,1739,1260,35,2020-07-31,2020,7,31,190,19,27,1,10,4035
Davis,763,49,39,1,2020-07-31,2020,7,31,13,0,0,0,0,4034
Decatur,577,21,11,0,2020-07-31,2020,7,31,6,1,0,0,16.6666666666667,4033
Delaware,2016,85,68,1,2020-07-31,2020,7,31,31,3,3,0,9.67741935483871,4032
Des Moines,4092,144,88,2,2020-07-31,2020,7,31,113,8,1,0,7.07964601769912,4031
Dickinson,3688,371,261,4,2020-07-31,2020,7,31,49,4,5,0,8.16326530612245,4030
Dubuque,19385,1484,709,28,2020-07-31,2020,7,31,257,43,97,0,16.7315175097276,4029
Emmet,1459,178,102,1,2020-07-31,2020,7,31,37,8,20,0,21.6216216216216,4028
Fayette,2525,77,49,0,2020-07-31,2020,7,31,40,2,9,0,5,4027
Floyd,2441,109,90,2,2020-07-31,2020,7,31,29,6,2,0,20.6896551724138,4026
Franklin,1675,209,119,4,2020-07-31,2020,7,31,31,7,7,0,22.5806451612903,4025
Fremont,638,32,10,0,2020-07-31,2020,7,31,10,2,2,0,20,4024
Greene,1175,38,31,0,2020-07-31,2020,7,31,11,1,0,0,9.09090909090909,4023
Grundy,1736,72,39,1,2020-07-31,2020,7,31,50,2,4,0,4,4022
Guthrie,1665,124,80,5,2020-07-31,2020,7,31,20,1,2,0,5,4021
Hamilton,2497,237,217,1,2020-07-31,2020,7,31,38,1,0,0,2.63157894736842,4020
Hancock,1716,114,89,2,2020-07-31,2020,7,31,39,7,2,0,17.948717948718,4019
Hardin,2461,161,80,0,2020-07-31,2020,7,31,42,10,7,0,23.8095238095238,4018
Harrison,1499,90,68,0,2020-07-31,2020,7,31,15,1,2,0,6.66666666666667,4017
Henry,2521,109,83,3,2020-07-31,2020,7,31,47,2,0,0,4.25531914893617,4016
Howard,1216,47,34,0,2020-07-31,2020,7,31,19,0,0,0,0,4015
Humboldt,1210,87,72,1,2020-07-31,2020,7,31,8,1,3,0,12.5,4014
Ida,856,29,23,0,2020-07-31,2020,7,31,5,0,0,0,0,4013
Iowa,2518,87,52,1,2020-07-31,2020,7,31,31,4,0,0,12.9032258064516,4012
Jackson,2502,132,34,1,2020-07-31,2020,7,31,34,2,4,0,5.88235294117647,4011
Jasper,4504,450,328,24,2020-07-31,2020,7,31,50,6,4,0,12,4010
Jefferson,1753,75,63,0,2020-07-31,2020,7,31,31,0,1,0,0,4009
Johnson,23329,1881,1353,14,2020-07-31,2020,7,31,384,39,30,0,10.15625,4008
Jones,2363,122,65,1,2020-07-31,2020,7,31,39,3,0,0,7.69230769230769,4007
Keokuk,1022,28,21,1,2020-07-31,2020,7,31,9,0,1,0,0,4006
Kossuth,1883,76,35,0,2020-07-31,2020,7,31,28,1,1,0,3.57142857142857,4005
Lee,2764,89,52,3,2020-07-31,2020,7,31,79,3,-1,1,3.79746835443038,4004
Linn,31288,2005,1572,87,2020-07-31,2020,7,31,701,55,33,0,7.84593437945792,4003
Louisa,1778,378,347,14,2020-07-31,2020,7,31,17,2,0,0,11.7647058823529,4002
Lucas,733,42,27,4,2020-07-31,2020,7,31,7,2,0,0,28.5714285714286,4001
Lyon,996,99,78,0,2020-07-31,2020,7,31,19,2,3,0,10.5263157894737,4000
Madison,2074,93,50,2,2020-07-31,2020,7,31,21,0,2,0,0,3999
Mahaska,1950,133,104,17,2020-07-31,2020,7,31,23,0,0,0,0,3998
Marion,3150,147,106,0,2020-07-31,2020,7,31,69,7,4,0,10.1449275362319,3997
Marshall,7927,1373,1040,24,2020-07-31,2020,7,31,112,14,11,0,12.5,3996
Mills,2622,76,38,0,2020-07-31,2020,7,31,26,2,1,0,7.69230769230769,3995
Mitchell,1810,76,66,0,2020-07-31,2020,7,31,18,0,1,0,0,3994
Monona,1113,89,76,0,2020-07-31,2020,7,31,10,0,0,0,0,3993
Monroe,766,66,45,7,2020-07-31,2020,7,31,11,0,0,0,0,3992
Montgomery,1175,42,29,3,2020-07-31,2020,7,31,10,2,1,0,20,3991
Muscatine,6404,807,691,47,2020-07-31,2020,7,31,75,14,1,0,18.6666666666667,3990
O'Brien,1660,116,89,1,2020-07-31,2020,7,31,30,1,2,0,3.33333333333333,3989
Osceola,601,77,62,0,2020-07-31,2020,7,31,13,1,3,0,7.69230769230769,3988
Page,1739,69,37,0,2020-07-31,2020,7,31,39,3,0,0,7.69230769230769,3987
Palo Alto,1386,74,46,0,2020-07-31,2020,7,31,19,2,1,0,10.5263157894737,3986
Plymouth,3877,435,317,8,2020-07-31,2020,7,31,34,7,2,0,20.5882352941177,3985
Pocahontas,1145,113,93,1,2020-07-31,2020,7,31,5,0,3,0,0,3984
Polk,81087,9479,6490,201,2020-07-31,2020,7,31,1054,118,157,7,11.1954459203036,3983
Pottawattamie,14107,1153,779,21,2020-07-31,2020,7,31,155,31,12,0,20,3982
Poweshiek,1849,137,105,8,2020-07-31,2020,7,31,36,2,3,0,5.55555555555556,3981
Ringgold,695,21,20,1,2020-07-31,2020,7,31,7,0,1,0,0,3980
Sac,1621,79,65,0,2020-07-31,2020,7,31,16,0,1,0,0,3979
Scott,22976,1557,850,11,2020-07-31,2020,7,31,423,19,27,0,4.49172576832151,3978
Shelby,1479,155,130,1,2020-07-31,2020,7,31,23,6,2,0,26.0869565217391,3977
Sioux,3972,588,471,2,2020-07-31,2020,7,31,93,12,3,0,12.9032258064516,3976
Story,12144,1088,795,13,2020-07-31,2020,7,31,219,8,14,0,3.65296803652968,3975
Tama,3100,534,439,29,2020-07-31,2020,7,31,34,4,2,0,11.7647058823529,3974
Taylor,835,93,83,0,2020-07-31,2020,7,31,7,0,0,0,0,3973
Union,2002,66,31,1,2020-07-31,2020,7,31,28,0,1,0,0,3972
Van Buren,653,29,18,1,2020-07-31,2020,7,31,18,3,0,0,16.6666666666667,3971
Wapello,5480,827,743,31,2020-07-31,2020,7,31,91,8,1,0,8.79120879120879,3970
Warren,7368,503,288,1,2020-07-31,2020,7,31,97,6,11,0,6.18556701030928,3969
Washington,2964,284,261,10,2020-07-31,2020,7,31,30,1,2,0,3.33333333333333,3968
Wayne,442,15,10,1,2020-07-31,2020,7,31,2,0,0,0,0,3967
Webster,6562,699,354,5,2020-07-31,2020,7,31,27,16,59,0,59.2592592592593,3966
Winnebago,1490,71,32,0,2020-07-31,2020,7,31,40,0,0,0,0,3965
Winneshiek,2128,77,55,1,2020-07-31,2020,7,31,27,3,1,0,11.1111111111111,3964
Woodbury,20618,3620,3233,48,2020-07-31,2020,7,31,195,11,13,1,5.64102564102564,3963
Worth,1065,59,21,0,2020-07-31,2020,7,31,19,3,0,0,15.7894736842105,3962
Wright,3113,439,383,1,2020-07-31,2020,7,31,28,0,0,0,0,3961
