County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,489,16,12,0,2020-07-07,2020,7,7,15,0,0,0,0,1683
Adams,277,8,8,0,2020-07-07,2020,7,7,3,0,0,0,0,1682
Allamakee,1512,131,116,4,2020-07-07,2020,7,7,41,0,0,0,0,1681
Appanoose,904,21,17,3,2020-07-07,2020,7,7,14,0,0,0,0,1680
Audubon,508,16,15,1,2020-07-07,2020,7,7,12,0,0,0,0,1679
Benton,2131,68,50,1,2020-07-07,2020,7,7,22,0,1,0,0,1678
Black Hawk,16873,2312,1850,58,2020-07-07,2020,7,7,211,12,17,0,5.68720379146919,1677
Boone,2867,150,121,1,2020-07-07,2020,7,7,39,3,0,0,7.69230769230769,1676
Bremer,2363,95,81,6,2020-07-07,2020,7,7,19,1,1,0,5.26315789473684,1675
Buchanan,2023,57,37,1,2020-07-07,2020,7,7,25,2,1,0,8,1674
Buena Vista,7094,1717,1529,11,2020-07-07,2020,7,7,30,3,30,0,10,1673
Butler,1553,58,46,2,2020-07-07,2020,7,7,17,1,5,0,5.88235294117647,1672
Calhoun,1148,54,37,2,2020-07-07,2020,7,7,11,2,3,0,18.1818181818182,1671
Carroll,2055,99,81,1,2020-07-07,2020,7,7,20,0,1,0,0,1670
Cass,905,24,18,0,2020-07-07,2020,7,7,20,2,0,0,10,1669
Cedar,1712,85,66,1,2020-07-07,2020,7,7,15,1,1,0,6.66666666666667,1668
Cerro Gordo,4831,188,99,1,2020-07-07,2020,7,7,50,6,6,0,12,1667
Cherokee,1220,76,66,1,2020-07-07,2020,7,7,7,1,1,0,14.2857142857143,1666
Chickasaw,1156,29,24,0,2020-07-07,2020,7,7,9,0,0,0,0,1665
Clarke,1090,133,111,3,2020-07-07,2020,7,7,8,1,4,1,12.5,1664
Clay,1873,137,98,0,2020-07-07,2020,7,7,26,3,5,0,11.5384615384615,1663
Clayton,1540,44,35,3,2020-07-07,2020,7,7,45,0,1,0,0,1662
Clinton,3498,113,69,1,2020-07-07,2020,7,7,28,1,1,0,3.57142857142857,1661
Crawford,2994,679,620,2,2020-07-07,2020,7,7,33,2,3,0,6.06060606060606,1660
Dallas,10817,1289,1029,29,2020-07-07,2020,7,7,97,9,5,0,9.27835051546392,1659
Davis,596,41,35,1,2020-07-07,2020,7,7,10,0,1,0,0,1658
Decatur,448,12,10,0,2020-07-07,2020,7,7,3,0,0,0,0,1657
Delaware,1421,51,40,1,2020-07-07,2020,7,7,24,0,1,0,0,1656
Des Moines,2876,89,79,2,2020-07-07,2020,7,7,15,0,-1,0,0,1655
Dickinson,2539,266,175,3,2020-07-07,2020,7,7,12,0,6,0,0,1654
Dubuque,12529,736,434,22,2020-07-07,2020,7,7,436,35,15,0,8.02752293577982,1653
Emmet,964,87,56,0,2020-07-07,2020,7,7,5,0,4,0,0,1652
Fayette,1912,50,32,0,2020-07-07,2020,7,7,32,0,0,0,0,1651
Floyd,1872,73,56,2,2020-07-07,2020,7,7,3,0,0,0,0,1650
Franklin,1252,94,55,0,2020-07-07,2020,7,7,10,4,3,0,40,1649
Fremont,422,8,7,0,2020-07-07,2020,7,7,9,1,1,0,11.1111111111111,1648
Greene,863,29,21,0,2020-07-07,2020,7,7,5,0,0,0,0,1647
Grundy,1227,40,24,0,2020-07-07,2020,7,7,18,2,1,0,11.1111111111111,1646
Guthrie,1046,67,58,4,2020-07-07,2020,7,7,8,1,0,0,12.5,1645
Hamilton,2000,189,169,1,2020-07-07,2020,7,7,8,1,2,0,12.5,1644
Hancock,1259,55,44,1,2020-07-07,2020,7,7,13,1,1,1,7.69230769230769,1643
Hardin,1859,81,45,0,2020-07-07,2020,7,7,12,4,1,0,33.3333333333333,1642
Harrison,1108,54,46,0,2020-07-07,2020,7,7,14,0,1,0,0,1641
Henry,1748,86,77,3,2020-07-07,2020,7,7,6,0,0,0,0,1640
Howard,840,34,15,0,2020-07-07,2020,7,7,70,0,2,0,0,1639
Humboldt,932,55,45,1,2020-07-07,2020,7,7,7,0,6,0,0,1638
Ida,693,23,21,0,2020-07-07,2020,7,7,2,0,-1,0,0,1637
Iowa,1776,53,44,0,2020-07-07,2020,7,7,7,1,1,0,14.2857142857143,1636
Jackson,1366,34,16,0,2020-07-07,2020,7,7,35,2,0,0,5.71428571428571,1635
Jasper,3277,325,274,17,2020-07-07,2020,7,7,29,0,0,0,0,1634
Jefferson,1309,62,51,0,2020-07-07,2020,7,7,10,0,0,0,0,1633
Johnson,16784,1334,836,8,2020-07-07,2020,7,7,182,24,26,0,13.1868131868132,1632
Jones,1539,63,55,0,2020-07-07,2020,7,7,17,3,2,0,17.6470588235294,1631
Keokuk,808,21,18,1,2020-07-07,2020,7,7,6,0,0,0,0,1630
Kossuth,1263,36,24,0,2020-07-07,2020,7,7,10,1,1,0,10,1629
Lee,2004,54,41,2,2020-07-07,2020,7,7,14,0,1,0,0,1628
Linn,21240,1301,1095,82,2020-07-07,2020,7,7,178,10,22,0,5.61797752808989,1627
Louisa,1471,363,340,13,2020-07-07,2020,7,7,8,1,1,0,12.5,1626
Lucas,531,31,24,4,2020-07-07,2020,7,7,12,0,0,0,0,1625
Lyon,684,45,41,0,2020-07-07,2020,7,7,6,1,1,0,16.6666666666667,1624
Madison,1448,48,33,2,2020-07-07,2020,7,7,19,0,0,0,0,1623
Mahaska,1431,117,99,17,2020-07-07,2020,7,7,18,1,2,0,5.55555555555556,1622
Marion,2074,71,58,0,2020-07-07,2020,7,7,23,1,2,0,4.34782608695652,1621
Marshall,6047,1059,942,19,2020-07-07,2020,7,7,69,11,5,0,15.9420289855072,1620
Mills,1994,37,33,0,2020-07-07,2020,7,7,13,1,0,0,7.69230769230769,1619
Mitchell,1177,39,22,0,2020-07-07,2020,7,7,4,0,3,0,0,1618
Monona,938,77,54,0,2020-07-07,2020,7,7,9,1,1,0,11.1111111111111,1617
Monroe,555,51,45,6,2020-07-07,2020,7,7,6,0,0,0,0,1616
Montgomery,804,10,8,2,2020-07-07,2020,7,7,14,0,0,0,0,1615
Muscatine,4661,646,560,44,2020-07-07,2020,7,7,25,5,16,0,20,1614
O'Brien,1243,89,68,1,2020-07-07,2020,7,7,15,1,2,0,6.66666666666667,1613
Osceola,434,62,49,0,2020-07-07,2020,7,7,4,0,1,0,0,1612
Page,1226,20,20,0,2020-07-07,2020,7,7,13,0,-1,0,0,1611
Palo Alto,1105,41,26,0,2020-07-07,2020,7,7,9,0,1,0,0,1610
Plymouth,2895,325,281,5,2020-07-07,2020,7,7,29,3,1,0,10.3448275862069,1609
Pocahontas,907,98,47,1,2020-07-07,2020,7,7,4,2,3,0,50,1608
Polk,55084,6722,5246,181,2020-07-07,2020,7,7,610,89,97,2,14.5901639344262,1607
Pottawattamie,9997,740,641,12,2020-07-07,2020,7,7,81,6,6,0,7.40740740740741,1606
Poweshiek,1301,107,95,8,2020-07-07,2020,7,7,17,1,1,0,5.88235294117647,1605
Ringgold,535,15,13,0,2020-07-07,2020,7,7,9,0,2,0,0,1604
Sac,1295,64,59,0,2020-07-07,2020,7,7,13,0,5,0,0,1603
Scott,14777,831,588,10,2020-07-07,2020,7,7,200,17,14,0,8.5,1602
Shelby,1106,116,103,0,2020-07-07,2020,7,7,11,4,3,0,36.3636363636364,1601
Sioux,3026,480,373,0,2020-07-07,2020,7,7,17,6,1,0,35.2941176470588,1600
Story,8668,798,397,3,2020-07-07,2020,7,7,115,20,18,0,17.3913043478261,1599
Tama,2434,467,404,29,2020-07-07,2020,7,7,16,2,4,0,12.5,1598
Taylor,673,79,71,0,2020-07-07,2020,7,7,8,0,0,0,0,1597
Union,1328,30,17,0,2020-07-07,2020,7,7,10,1,0,0,10,1596
Van Buren,464,21,17,0,2020-07-07,2020,7,7,12,0,0,0,0,1595
Wapello,4295,708,662,30,2020-07-07,2020,7,7,30,0,0,0,0,1594
Warren,4987,291,232,1,2020-07-07,2020,7,7,63,1,3,0,1.58730158730159,1593
Washington,2354,244,213,9,2020-07-07,2020,7,7,26,2,4,0,7.69230769230769,1592
Wayne,338,10,6,0,2020-07-07,2020,7,7,4,0,0,0,0,1591
Webster,4664,248,151,3,2020-07-07,2020,7,7,113,22,14,1,19.4690265486726,1590
Winnebago,897,29,20,0,2020-07-07,2020,7,7,7,0,1,0,0,1589
Winneshiek,1451,39,24,0,2020-07-07,2020,7,7,30,1,0,0,3.33333333333333,1588
Woodbury,16993,3259,3105,44,2020-07-07,2020,7,7,125,8,32,0,6.4,1587
Worth,633,20,11,0,2020-07-07,2020,7,7,9,0,0,0,0,1586
Wright,2728,387,298,1,2020-07-07,2020,7,7,9,1,2,0,11.1111111111111,1585
