County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,914,21,17,0,2020-08-04,2020,8,4,14,0,1,0,0,4455
Adams,408,16,10,0,2020-08-04,2020,8,4,3,0,0,0,0,4454
Allamakee,1997,150,133,4,2020-08-04,2020,8,4,6,0,0,0,0,4453
Appanoose,1389,43,36,3,2020-08-04,2020,8,4,15,1,2,0,6.66666666666667,4452
Audubon,701,28,15,1,2020-08-04,2020,8,4,5,0,0,0,0,4451
Benton,3276,144,92,1,2020-08-04,2020,8,4,32,2,1,0,6.25,4450
Black Hawk,23730,3015,2326,62,2020-08-04,2020,8,4,172,16,64,0,9.30232558139535,4449
Boone,3859,229,160,2,2020-08-04,2020,8,4,36,1,5,0,2.77777777777778,4448
Bremer,3366,192,93,7,2020-08-04,2020,8,4,23,5,1,0,21.7391304347826,4447
Buchanan,2794,112,59,1,2020-08-04,2020,8,4,22,2,1,0,9.09090909090909,4446
Buena Vista,7810,1786,1719,12,2020-08-04,2020,8,4,24,1,10,0,4.16666666666667,4445
Butler,2170,114,97,2,2020-08-04,2020,8,4,16,0,1,0,0,4444
Calhoun,1528,82,72,2,2020-08-04,2020,8,4,13,0,2,0,0,4443
Carroll,3236,181,155,1,2020-08-04,2020,8,4,18,0,11,0,0,4442
Cass,1393,48,35,1,2020-08-04,2020,8,4,15,0,0,0,0,4441
Cedar,2356,120,85,1,2020-08-04,2020,8,4,20,0,1,0,0,4440
Cerro Gordo,7781,578,242,17,2020-08-04,2020,8,4,47,2,15,0,4.25531914893617,4439
Cherokee,1638,97,88,1,2020-08-04,2020,8,4,8,0,3,0,0,4438
Chickasaw,1575,51,46,0,2020-08-04,2020,8,4,12,1,1,0,8.33333333333333,4437
Clarke,1467,187,135,3,2020-08-04,2020,8,4,16,1,5,0,6.25,4436
Clay,2485,171,140,1,2020-08-04,2020,8,4,9,0,4,0,0,4435
Clayton,2140,98,76,3,2020-08-04,2020,8,4,17,1,2,0,5.88235294117647,4434
Clinton,5514,319,122,3,2020-08-04,2020,8,4,41,2,10,0,4.87804878048781,4433
Crawford,3561,719,674,3,2020-08-04,2020,8,4,21,0,1,0,0,4432
Dallas,16418,1793,1298,35,2020-08-04,2020,8,4,102,4,25,0,3.92156862745098,4431
Davis,782,48,41,1,2020-08-04,2020,8,4,2,0,0,0,0,4430
Decatur,596,21,14,0,2020-08-04,2020,8,4,8,0,3,0,0,4429
Delaware,2094,90,79,1,2020-08-04,2020,8,4,13,0,2,0,0,4428
Des Moines,4202,139,91,2,2020-08-04,2020,8,4,15,0,3,0,0,4427
Dickinson,3752,375,278,4,2020-08-04,2020,8,4,10,0,17,0,0,4426
Dubuque,19744,1542,775,29,2020-08-04,2020,8,4,74,7,37,0,9.45945945945946,4425
Emmet,1484,180,108,2,2020-08-04,2020,8,4,3,1,6,1,33.3333333333333,4424
Fayette,2577,81,55,0,2020-08-04,2020,8,4,23,1,4,0,4.34782608695652,4423
Floyd,2505,130,91,2,2020-08-04,2020,8,4,17,2,1,0,11.7647058823529,4422
Franklin,1710,225,150,6,2020-08-04,2020,8,4,11,6,8,1,54.5454545454546,4421
Fremont,659,35,10,0,2020-08-04,2020,8,4,2,0,0,0,0,4420
Greene,1200,38,33,0,2020-08-04,2020,8,4,6,0,1,0,0,4419
Grundy,1783,74,42,1,2020-08-04,2020,8,4,12,0,2,0,0,4418
Guthrie,1703,128,83,5,2020-08-04,2020,8,4,14,2,2,0,14.2857142857143,4417
Hamilton,2536,241,220,1,2020-08-04,2020,8,4,9,0,0,0,0,4416
Hancock,1752,117,93,2,2020-08-04,2020,8,4,6,0,1,0,0,4415
Hardin,2508,166,86,0,2020-08-04,2020,8,4,9,1,4,0,11.1111111111111,4414
Harrison,1544,97,73,0,2020-08-04,2020,8,4,7,1,0,0,14.2857142857143,4413
Henry,2590,114,85,3,2020-08-04,2020,8,4,24,1,1,0,4.16666666666667,4412
Howard,1235,49,37,0,2020-08-04,2020,8,4,5,1,2,0,20,4411
Humboldt,1239,92,75,1,2020-08-04,2020,8,4,13,0,2,0,0,4410
Ida,874,29,23,0,2020-08-04,2020,8,4,5,0,0,0,0,4409
Iowa,2580,90,61,1,2020-08-04,2020,8,4,13,2,8,0,15.3846153846154,4408
Jackson,2569,141,42,1,2020-08-04,2020,8,4,12,0,5,0,0,4407
Jasper,4637,456,343,25,2020-08-04,2020,8,4,37,1,9,1,2.7027027027027,4406
Jefferson,1822,77,63,0,2020-08-04,2020,8,4,19,0,0,0,0,4405
Johnson,23973,1948,1419,15,2020-08-04,2020,8,4,195,26,21,0,13.3333333333333,4404
Jones,2463,124,73,2,2020-08-04,2020,8,4,27,1,2,0,3.7037037037037,4403
Keokuk,1051,31,21,1,2020-08-04,2020,8,4,12,1,0,0,8.33333333333333,4402
Kossuth,1927,78,41,0,2020-08-04,2020,8,4,8,0,4,0,0,4401
Lee,2850,97,52,3,2020-08-04,2020,8,4,31,2,0,0,6.45161290322581,4400
Linn,32347,2122,1688,87,2020-08-04,2020,8,4,257,24,44,0,9.33852140077821,4399
Louisa,1803,378,349,14,2020-08-04,2020,8,4,9,0,0,0,0,4398
Lucas,776,47,30,4,2020-08-04,2020,8,4,12,2,2,0,16.6666666666667,4397
Lyon,1025,103,88,0,2020-08-04,2020,8,4,5,2,2,0,40,4396
Madison,2160,103,53,2,2020-08-04,2020,8,4,14,1,2,0,7.14285714285714,4395
Mahaska,2003,136,107,17,2020-08-04,2020,8,4,20,0,2,0,0,4394
Marion,3267,155,128,0,2020-08-04,2020,8,4,30,2,6,0,6.66666666666667,4393
Marshall,8105,1390,1052,24,2020-08-04,2020,8,4,25,1,8,0,4,4392
Mills,2663,83,44,0,2020-08-04,2020,8,4,5,2,6,0,40,4391
Mitchell,1832,76,66,0,2020-08-04,2020,8,4,4,0,0,0,0,4390
Monona,1137,90,78,0,2020-08-04,2020,8,4,4,0,0,0,0,4389
Monroe,800,67,45,7,2020-08-04,2020,8,4,5,0,0,0,0,4388
Montgomery,1210,44,32,3,2020-08-04,2020,8,4,7,1,1,0,14.2857142857143,4387
Muscatine,6551,829,708,48,2020-08-04,2020,8,4,55,3,0,0,5.45454545454545,4386
O'Brien,1854,131,92,1,2020-08-04,2020,8,4,8,0,1,0,0,4385
Osceola,608,78,66,0,2020-08-04,2020,8,4,1,1,3,0,100,4384
Page,1826,76,61,0,2020-08-04,2020,8,4,7,0,5,0,0,4383
Palo Alto,1408,80,47,0,2020-08-04,2020,8,4,5,1,0,0,20,4382
Plymouth,3949,443,332,8,2020-08-04,2020,8,4,7,0,8,0,0,4381
Pocahontas,1169,113,101,1,2020-08-04,2020,8,4,11,0,6,0,0,4380
Polk,83620,9742,6812,203,2020-08-04,2020,8,4,575,22,190,0,3.82608695652174,4379
Pottawattamie,14572,1221,841,23,2020-08-04,2020,8,4,41,7,19,0,17.0731707317073,4378
