County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,3185,698,588,20,2021-01-27,2021,1,27,5,0,1,0,0,21186,0
Adams,1389,302,267,3,2021-01-27,2021,1,27,2,0,2,0,0,21185,0
Allamakee,5284,1316,1147,30,2021-01-27,2021,1,27,24,0,10,0,0,21184,0
Appanoose,5235,1133,941,40,2021-01-27,2021,1,27,9,0,8,0,0,21183,0
Audubon,2244,428,361,8,2021-01-27,2021,1,27,2,3,2,0,150,21182,0
Benton,11012,2145,1931,50,2021-01-27,2021,1,27,24,4,2,0,16.6666666666667,21181,0
Black Hawk,61395,14196,12721,243,2021-01-27,2021,1,27,176,61,61,0,34.6590909090909,21180,0
Boone,11953,2253,1880,18,2021-01-27,2021,1,27,34,11,14,1,32.3529411764706,21179,0
Bremer,10442,2511,2256,48,2021-01-27,2021,1,27,25,6,6,0,24,21178,0
Buchanan,8203,1629,1425,24,2021-01-27,2021,1,27,18,4,2,0,22.2222222222222,21177,0
Buena Vista,13514,3979,3696,31,2021-01-27,2021,1,27,15,6,23,0,40,21176,0
Butler,6115,1526,1260,24,2021-01-27,2021,1,27,16,1,6,0,6.25,21175,0
Calhoun,4780,1241,1166,9,2021-01-27,2021,1,27,9,2,0,0,22.2222222222222,21174,0
Carroll,10209,2589,2333,34,2021-01-27,2021,1,27,12,0,5,0,0,21173,0
Cass,5533,1156,998,44,2021-01-27,2021,1,27,10,4,6,1,40,21172,0
Cedar,7921,1569,1373,19,2021-01-27,2021,1,27,28,6,11,0,21.4285714285714,21171,0
Cerro Gordo,21273,4773,4289,72,2021-01-27,2021,1,27,43,18,18,0,41.8604651162791,21170,0
Cherokee,5317,1405,1211,27,2021-01-27,2021,1,27,9,1,8,0,11.1111111111111,21169,0
Chickasaw,4703,1140,1040,12,2021-01-27,2021,1,27,5,1,6,0,20,21168,0
Clarke,4175,821,672,9,2021-01-27,2021,1,27,9,1,2,0,11.1111111111111,21167,0
Clay,7338,1736,1526,21,2021-01-27,2021,1,27,16,4,12,0,25,21166,0
Clayton,6138,1547,1349,49,2021-01-27,2021,1,27,13,5,10,0,38.4615384615385,21165,0
Clinton,19302,4629,4099,68,2021-01-27,2021,1,27,69,22,27,0,31.8840579710145,21164,0
Crawford,7864,2355,2104,24,2021-01-27,2021,1,27,6,0,7,0,0,21163,0
Dallas,46873,9173,7854,72,2021-01-27,2021,1,27,121,42,38,0,34.7107438016529,21162,0
Davis,2812,705,629,21,2021-01-27,2021,1,27,1,1,5,0,100,21161,0
Decatur,3027,502,428,4,2021-01-27,2021,1,27,7,2,2,0,28.5714285714286,21160,0
Delaware,6985,1777,1592,36,2021-01-27,2021,1,27,7,2,6,0,28.5714285714286,21159,0
Des Moines,18610,3963,3487,43,2021-01-27,2021,1,27,49,6,33,0,12.2448979591837,21158,0
Dickinson,9190,1895,1684,29,2021-01-27,2021,1,27,15,3,5,0,20,21157,0
Dubuque,50966,11698,10468,161,2021-01-27,2021,1,27,74,25,35,2,33.7837837837838,21156,0
Emmet,4458,1112,979,32,2021-01-27,2021,1,27,1,0,0,0,0,21155,0
Fayette,8029,1673,1380,24,2021-01-27,2021,1,27,22,8,18,0,36.3636363636364,21154,0
