County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Fremont,574,23,7,0,2020-07-25,2020,7,25,5,1,0,0,20,3430
Greene,1129,37,29,0,2020-07-25,2020,7,25,6,0,0,0,0,3429
Grundy,1602,64,33,1,2020-07-25,2020,7,25,19,0,2,0,0,3428
Guthrie,1559,116,66,5,2020-07-25,2020,7,25,27,1,0,0,3.7037037037037,3427
Hamilton,2375,216,203,1,2020-07-25,2020,7,25,8,1,0,0,12.5,3426
Hancock,1606,101,67,2,2020-07-25,2020,7,25,26,4,1,0,15.3846153846154,3425
Hardin,2291,125,68,0,2020-07-25,2020,7,25,15,1,5,0,6.66666666666667,3424
Harrison,1425,81,59,0,2020-07-25,2020,7,25,14,3,0,0,21.4285714285714,3423
Henry,2336,104,78,3,2020-07-25,2020,7,25,48,2,0,0,4.16666666666667,3422
Howard,1136,44,26,0,2020-07-25,2020,7,25,10,0,2,0,0,3421
Humboldt,1144,72,64,1,2020-07-25,2020,7,25,7,0,0,0,0,3420
Ida,827,28,21,0,2020-07-25,2020,7,25,4,1,0,0,25,3419
Iowa,2362,72,50,1,2020-07-25,2020,7,25,20,2,0,0,10,3418
Jackson,2340,119,26,0,2020-07-25,2020,7,25,23,6,0,0,26.0869565217391,3417
Jasper,4227,426,311,22,2020-07-25,2020,7,25,20,2,5,0,10,3416
Jefferson,1636,70,51,0,2020-07-25,2020,7,25,23,1,0,0,4.34782608695652,3415
Johnson,21883,1728,1144,10,2020-07-25,2020,7,25,171,10,24,0,5.84795321637427,3414
Jones,2169,106,60,1,2020-07-25,2020,7,25,22,0,0,0,0,3413
Keokuk,969,27,20,1,2020-07-25,2020,7,25,8,0,0,0,0,3412
Kossuth,1769,72,32,0,2020-07-25,2020,7,25,10,0,0,0,0,3411
Lee,2499,72,47,2,2020-07-25,2020,7,25,30,2,0,0,6.66666666666667,3410
Linn,28750,1786,1369,87,2020-07-25,2020,7,25,362,34,2,0,9.39226519337017,3409
Louisa,1711,374,346,13,2020-07-25,2020,7,25,7,0,1,0,0,3408
Lucas,692,39,27,4,2020-07-25,2020,7,25,4,0,0,0,0,3407
Lyon,930,87,69,0,2020-07-25,2020,7,25,7,0,0,0,0,3406
Madison,1922,84,40,2,2020-07-25,2020,7,25,18,2,0,0,11.1111111111111,3405
Mahaska,1835,132,103,17,2020-07-25,2020,7,25,11,1,0,0,9.09090909090909,3404
Marion,2897,127,87,0,2020-07-25,2020,7,25,32,3,2,0,9.375,3403
Marshall,7416,1281,991,22,2020-07-25,2020,7,25,37,6,2,0,16.2162162162162,3402
Mills,2496,66,32,0,2020-07-25,2020,7,25,39,0,0,0,0,3401
Mitchell,1669,73,57,0,2020-07-25,2020,7,25,33,1,1,0,3.03030303030303,3400
Monona,1063,86,69,0,2020-07-25,2020,7,25,7,1,2,0,14.2857142857143,3399
Monroe,721,65,43,7,2020-07-25,2020,7,25,15,2,0,0,13.3333333333333,3398
Montgomery,1077,31,18,2,2020-07-25,2020,7,25,16,2,0,0,12.5,3397
Muscatine,6101,763,674,46,2020-07-25,2020,7,25,51,11,5,1,21.5686274509804,3396
O'Brien,1580,110,82,1,2020-07-25,2020,7,25,4,0,1,0,0,3395
Osceola,574,74,52,0,2020-07-25,2020,7,25,0,0,0,0,,3394
Page,1586,41,27,0,2020-07-25,2020,7,25,9,0,3,0,0,3393
Palo Alto,1314,62,45,0,2020-07-25,2020,7,25,3,0,0,0,0,3392
Plymouth,3662,408,297,6,2020-07-25,2020,7,25,16,3,6,0,18.75,3391
Pocahontas,1105,111,69,1,2020-07-25,2020,7,25,1,0,4,0,0,3390
Polk,76169,8950,5837,191,2020-07-25,2020,7,25,741,45,55,0,6.07287449392713,3389
Pottawattamie,13270,1023,739,18,2020-07-25,2020,7,25,132,7,4,0,5.3030303030303,3388
Poweshiek,1684,122,101,8,2020-07-25,2020,7,25,22,1,0,0,4.54545454545455,3387
Ringgold,658,21,15,1,2020-07-25,2020,7,25,1,0,0,0,0,3386
Sac,1562,75,60,0,2020-07-25,2020,7,25,2,0,0,0,0,3385
Scott,21253,1448,700,11,2020-07-25,2020,7,25,199,14,15,0,7.03517587939699,3384
Shelby,1390,131,126,0,2020-07-25,2020,7,25,27,2,1,0,7.40740740740741,3383
Sioux,3676,557,449,1,2020-07-25,2020,7,25,20,3,1,0,15,3382
Story,11290,1030,699,11,2020-07-25,2020,7,25,42,14,5,0,33.3333333333333,3381
Tama,2965,517,421,29,2020-07-25,2020,7,25,18,0,0,0,0,3380
Taylor,792,87,80,0,2020-07-25,2020,7,25,5,0,1,0,0,3379
Union,1864,62,29,1,2020-07-25,2020,7,25,9,1,0,0,11.1111111111111,3378
Van Buren,578,23,18,1,2020-07-25,2020,7,25,9,1,0,0,11.1111111111111,3377
Wapello,5126,781,703,31,2020-07-25,2020,7,25,62,4,0,0,6.45161290322581,3376
Warren,6883,449,244,1,2020-07-25,2020,7,25,71,7,3,0,9.85915492957746,3375
Washington,2840,277,241,9,2020-07-25,2020,7,25,16,1,1,0,6.25,3374
Wayne,413,13,10,1,2020-07-25,2020,7,25,2,0,0,0,0,3373
Webster,6329,578,212,5,2020-07-25,2020,7,25,11,8,2,0,72.7272727272727,3372
Winnebago,1374,66,27,0,2020-07-25,2020,7,25,16,2,0,0,12.5,3371
Winneshiek,1990,69,49,1,2020-07-25,2020,7,25,17,2,1,0,11.7647058823529,3370
Woodbury,19668,3531,3176,47,2020-07-25,2020,7,25,64,9,8,0,14.0625,3369
Worth,974,48,12,0,2020-07-25,2020,7,25,14,1,0,0,7.14285714285714,3368
Wright,3022,427,368,1,2020-07-25,2020,7,25,6,1,2,0,16.6666666666667,3367
