County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,2738,491,311,15,2020-12-09,2020,12,9,14,6,13,0,42.8571428571429,16335,0
Adams,1164,198,127,2,2020-12-09,2020,12,9,3,2,5,0,66.6666666666667,16334,0
Allamakee,4525,964,568,16,2020-12-09,2020,12,9,34,24,30,0,70.5882352941177,16333,0
Appanoose,4457,854,539,31,2020-12-09,2020,12,9,21,5,28,1,23.8095238095238,16332,0
Audubon,1889,318,239,6,2020-12-09,2020,12,9,14,3,4,0,21.4285714285714,16331,0
Benton,9703,1819,1216,27,2020-12-09,2020,12,9,37,13,53,1,35.1351351351351,16330,0
Black Hawk,53929,11582,8624,169,2020-12-09,2020,12,9,243,80,236,8,32.9218106995885,16329,0
Boone,9923,1559,1021,14,2020-12-09,2020,12,9,64,27,17,2,42.1875,16328,0
Bremer,8921,2088,1367,27,2020-12-09,2020,12,9,38,20,48,0,52.6315789473684,16327,0
Buchanan,7182,1293,827,15,2020-12-09,2020,12,9,32,22,37,2,68.75,16326,0
Buena Vista,12139,3266,2641,17,2020-12-09,2020,12,9,69,30,46,0,43.4782608695652,16325,0
Butler,5260,1124,714,8,2020-12-09,2020,12,9,32,19,32,0,59.375,16324,0
Calhoun,4362,1121,756,8,2020-12-09,2020,12,9,24,8,26,0,33.3333333333333,16323,0
Carroll,8994,2102,1595,22,2020-12-09,2020,12,9,38,13,43,0,34.2105263157895,16322,0
Cass,4754,894,606,35,2020-12-09,2020,12,9,58,18,13,1,31.0344827586207,16321,0
Cedar,6808,1208,766,14,2020-12-09,2020,12,9,35,18,25,0,51.4285714285714,16320,0
Cerro Gordo,18459,3901,2438,47,2020-12-09,2020,12,9,110,42,143,4,38.1818181818182,16319,0
Cherokee,4471,1039,601,10,2020-12-09,2020,12,9,35,24,19,0,68.5714285714286,16318,0
Chickasaw,4085,942,750,8,2020-12-09,2020,12,9,18,6,4,0,33.3333333333333,16317,0
Clarke,3399,534,408,6,2020-12-09,2020,12,9,17,6,5,0,35.2941176470588,16316,0
Clay,6322,1335,830,9,2020-12-09,2020,12,9,44,17,30,0,38.6363636363636,16315,0
Clayton,5258,1221,792,22,2020-12-09,2020,12,9,27,11,26,2,40.7407407407407,16314,0
Clinton,16433,3629,2376,46,2020-12-09,2020,12,9,76,46,106,1,60.5263157894737,16313,0
Crawford,7043,1887,1562,15,2020-12-09,2020,12,9,25,22,22,0,88,16312,0
Dallas,40055,6911,4915,59,2020-12-09,2020,12,9,236,77,141,1,32.6271186440678,16311,0
Davis,2329,513,332,12,2020-12-09,2020,12,9,7,4,16,0,57.1428571428572,16310,0
Decatur,2502,361,252,1,2020-12-09,2020,12,9,17,3,3,0,17.6470588235294,16309,0
Delaware,6209,1518,1140,26,2020-12-09,2020,12,9,42,14,28,0,33.3333333333333,16308,0
Des Moines,16190,3165,2196,24,2020-12-09,2020,12,9,149,50,44,0,33.5570469798658,16307,0
Dickinson,8123,1532,1038,11,2020-12-09,2020,12,9,91,28,18,0,30.7692307692308,16306,0
Dubuque,45431,9762,7463,119,2020-12-09,2020,12,9,189,63,183,4,33.3333333333333,16305,0
Emmet,3794,847,575,23,2020-12-09,2020,12,9,136,43,32,2,31.6176470588235,16304,0
Fayette,6811,1147,722,13,2020-12-09,2020,12,9,29,7,34,1,24.1379310344828,16303,0
Floyd,5953,1169,685,22,2020-12-09,2020,12,9,30,9,33,3,30,16302,0
Franklin,3864,791,523,17,2020-12-09,2020,12,9,24,12,18,1,50,16301,0
Fremont,2035,408,289,5,2020-12-09,2020,12,9,9,4,9,0,44.4444444444444,16300,0
Greene,3249,569,363,3,2020-12-09,2020,12,9,23,14,11,1,60.8695652173913,16299,0
Grundy,4322,910,597,11,2020-12-09,2020,12,9,11,4,41,0,36.3636363636364,16298,0
Guthrie,4313,822,571,22,2020-12-09,2020,12,9,32,11,28,0,34.375,16297,0
Hamilton,5726,1257,687,17,2020-12-09,2020,12,9,28,22,32,4,78.5714285714286,16296,0
Hancock,4451,972,613,19,2020-12-09,2020,12,9,22,12,26,0,54.5454545454546,16295,0
Hardin,6353,1275,803,20,2020-12-09,2020,12,9,37,12,36,1,32.4324324324324,16294,0
Harrison,4886,1179,851,47,2020-12-09,2020,12,9,23,8,13,1,34.7826086956522,16293,0
Henry,8326,2112,1460,17,2020-12-09,2020,12,9,132,94,23,0,71.2121212121212,16292,0
Howard,3242,603,365,15,2020-12-09,2020,12,9,21,5,18,0,23.8095238095238,16291,0
Humboldt,3680,839,525,10,2020-12-09,2020,12,9,15,2,10,0,13.3333333333333,16290,0
Ida,2421,585,359,15,2020-12-09,2020,12,9,13,4,14,1,30.7692307692308,16289,0
Iowa,6219,1036,688,18,2020-12-09,2020,12,9,36,5,23,1,13.8888888888889,16288,0
Jackson,6781,1579,1189,21,2020-12-09,2020,12,9,72,24,48,3,33.3333333333333,16287,0
Jasper,13117,2411,1683,48,2020-12-09,2020,12,9,62,16,39,4,25.8064516129032,16286,0
Jefferson,5548,806,452,9,2020-12-09,2020,12,9,32,9,24,0,28.125,16285,0
Johnson,60743,10126,7653,39,2020-12-09,2020,12,9,320,55,191,0,17.1875,16284,0
Jones,7809,2423,1810,27,2020-12-09,2020,12,9,24,7,198,3,29.1666666666667,16283,0
Keokuk,3075,692,398,13,2020-12-09,2020,12,9,22,7,25,0,31.8181818181818,16282,0
Kossuth,5873,1326,694,21,2020-12-09,2020,12,9,79,80,24,1,101.26582278481,16281,0
Lee,11843,2412,1514,16,2020-12-09,2020,12,9,92,38,41,0,41.304347826087,16280,0
Linn,89313,15203,10373,207,2020-12-09,2020,12,9,363,94,470,3,25.8953168044077,16279,0
Louisa,4227,930,673,21,2020-12-09,2020,12,9,25,6,11,3,24,16278,0
Lucas,2667,375,269,6,2020-12-09,2020,12,9,19,5,6,0,26.3157894736842,16277,0
Lyon,3493,1119,736,21,2020-12-09,2020,12,9,37,22,12,0,59.4594594594595,16276,0
Madison,5477,791,517,6,2020-12-09,2020,12,9,90,12,18,0,13.3333333333333,16275,0
Mahaska,7666,1398,987,31,2020-12-09,2020,12,9,47,15,23,1,31.9148936170213,16274,0
Marion,11307,2222,1536,26,2020-12-09,2020,12,9,55,20,50,1,36.3636363636364,16273,0
Marshall,15911,3691,2841,49,2020-12-09,2020,12,9,53,19,74,2,35.8490566037736,16272,0
Mills,6150,1140,765,8,2020-12-09,2020,12,9,18,6,32,1,33.3333333333333,16271,0
Mitchell,4258,878,519,19,2020-12-09,2020,12,9,11,12,22,4,109.090909090909,16270,0
Monona,2863,478,321,9,2020-12-09,2020,12,9,5,2,2,0,40,16269,0
Monroe,2287,478,337,14,2020-12-09,2020,12,9,8,3,10,0,37.5,16268,0
Montgomery,3150,567,322,12,2020-12-09,2020,12,9,20,11,21,0,55,16267,0
Muscatine,16192,3224,2081,62,2020-12-09,2020,12,9,108,32,67,3,29.6296296296296,16266,0
O'Brien,5137,1422,1030,42,2020-12-09,2020,12,9,34,18,30,0,52.9411764705882,16265,0
Osceola,1909,570,401,3,2020-12-09,2020,12,9,18,5,6,0,27.7777777777778,16264,0
Page,4733,1239,951,7,2020-12-09,2020,12,9,11,4,36,1,36.3636363636364,16263,0
Palo Alto,3520,713,457,2,2020-12-09,2020,12,9,18,10,17,0,55.5555555555556,16262,0
Plymouth,10526,3028,2243,39,2020-12-09,2020,12,9,61,26,48,2,42.6229508196721,16261,0
