County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,11794,957,787,32,2021-04-03,2021,4,3,38,0,1,0,0,27621,0
Adams,5193,331,316,4,2021-04-03,2021,4,3,14,1,0,0,7.14285714285714,27620,0
Allamakee,20145,1536,1403,51,2021-04-03,2021,4,3,83,0,10,2,0,27619,0
Appanoose,16848,1425,1187,47,2021-04-03,2021,4,3,42,0,0,0,0,27618,0
Audubon,11359,507,465,9,2021-04-03,2021,4,3,61,0,0,0,0,27617,0
Benton,35166,2637,2360,55,2021-04-03,2021,4,3,88,3,4,1,3.40909090909091,27616,0
Black Hawk,202164,16734,14681,306,2021-04-03,2021,4,3,605,28,12,4,4.62809917355372,27615,0
Boone,41836,2714,2421,31,2021-04-03,2021,4,3,106,6,7,0,5.66037735849057,27614,0
Bremer,36850,2903,2646,59,2021-04-03,2021,4,3,66,3,3,1,4.54545454545455,27613,0
Buchanan,28970,1954,1745,31,2021-04-03,2021,4,3,80,5,0,0,6.25,27612,0
Buena Vista,42821,4831,4091,40,2021-04-03,2021,4,3,108,3,5,1,2.77777777777778,27611,0
Butler,28048,1701,1555,33,2021-04-03,2021,4,3,46,0,0,0,0,27610,0
Calhoun,17427,1374,1286,11,2021-04-03,2021,4,3,26,0,2,0,0,27609,0
Carroll,34257,2944,2623,50,2021-04-03,2021,4,3,107,3,0,1,2.80373831775701,27608,0
Cass,19751,1408,1244,54,2021-04-03,2021,4,3,45,5,1,0,11.1111111111111,27607,0
Cedar,28843,1890,1706,23,2021-04-03,2021,4,3,100,6,4,0,6,27606,0
Cerro Gordo,72116,5506,4926,85,2021-04-03,2021,4,3,211,5,2,0,2.3696682464455,27605,0
Cherokee,19808,1649,1421,38,2021-04-03,2021,4,3,30,1,3,1,3.33333333333333,27604,0
Chickasaw,16522,1279,1191,15,2021-04-03,2021,4,3,41,1,0,0,2.4390243902439,27603,0
Clarke,12650,1037,930,23,2021-04-03,2021,4,3,34,1,1,0,2.94117647058824,27602,0
Clay,28030,2146,1822,25,2021-04-03,2021,4,3,136,5,2,0,3.67647058823529,27601,0
Clayton,23435,1713,1556,55,2021-04-03,2021,4,3,79,2,0,0,2.53164556962025,27600,0
Clinton,58670,5701,4950,89,2021-04-03,2021,4,3,170,14,3,2,8.23529411764706,27599,0
Crawford,26143,2838,2512,38,2021-04-03,2021,4,3,42,4,2,1,9.52380952380952,27598,0
Dallas,120628,12005,10153,96,2021-04-03,2021,4,3,420,17,23,1,4.04761904761905,27597,0
Davis,10428,862,742,24,2021-04-03,2021,4,3,63,4,1,0,6.34920634920635,27596,0
Decatur,9972,598,570,9,2021-04-03,2021,4,3,15,1,1,0,6.66666666666667,27595,0
Delaware,25928,2011,1820,39,2021-04-03,2021,4,3,65,7,0,0,10.7692307692308,27594,0
Des Moines,52934,4697,4237,64,2021-04-03,2021,4,3,117,4,7,0,3.41880341880342,27593,0
Dickinson,24844,2492,2003,43,2021-04-03,2021,4,3,260,24,1,2,9.23076923076923,27592,0
Dubuque,177475,14034,12243,202,2021-04-03,2021,4,3,828,41,1,1,4.95169082125604,27591,0
Emmet,15882,1317,1111,40,2021-04-03,2021,4,3,176,4,0,0,2.27272727272727,27590,0
Fayette,33410,1899,1757,41,2021-04-03,2021,4,3,90,2,0,2,2.22222222222222,27589,0
Floyd,24017,1695,1441,42,2021-04-03,2021,4,3,53,3,1,1,5.66037735849057,27588,0
Franklin,18611,1218,1072,21,2021-04-03,2021,4,3,25,3,4,0,12,27587,0
Fremont,6895,620,548,10,2021-04-03,2021,4,3,29,0,0,0,0,27586,0
Greene,14101,805,722,10,2021-04-03,2021,4,3,66,1,0,0,1.51515151515152,27585,0
Grundy,18378,1416,1293,32,2021-04-03,2021,4,3,49,0,1,1,0,27584,0
Guthrie,17264,1239,1080,28,2021-04-03,2021,4,3,91,1,2,0,1.0989010989011,27583,0
Hamilton,22337,1951,1695,49,2021-04-03,2021,4,3,37,0,-2,3,0,27582,0
Hancock,19940,1510,1346,34,2021-04-03,2021,4,3,54,5,-2,1,9.25925925925926,27581,0
Hardin,32524,1890,1666,40,2021-04-03,2021,4,3,89,3,1,0,3.37078651685393,27580,0
Harrison,20123,1853,1603,73,2021-04-03,2021,4,3,23,7,-2,2,30.4347826086957,27579,0
Henry,34288,2984,2764,37,2021-04-03,2021,4,3,82,2,0,0,2.4390243902439,27578,0
Howard,15990,1065,976,22,2021-04-03,2021,4,3,33,3,2,0,9.09090909090909,27577,0
Humboldt,14708,1225,1113,26,2021-04-03,2021,4,3,26,2,1,0,7.69230769230769,27576,0
Ida,11761,987,781,33,2021-04-03,2021,4,3,51,1,4,1,1.96078431372549,27575,0
Iowa,27983,1502,1384,24,2021-04-03,2021,4,3,88,0,3,1,0,27574,0
Jackson,24164,2281,2066,42,2021-04-03,2021,4,3,50,1,3,0,2,27573,0
Jasper,48669,4371,3835,69,2021-04-03,2021,4,3,137,5,9,0,3.64963503649635,27572,0
Jefferson,19360,1415,1262,35,2021-04-03,2021,4,3,44,4,0,0,9.09090909090909,27571,0
Johnson,197347,14448,13081,80,2021-04-03,2021,4,3,820,43,20,1,5.24390243902439,27570,0
Jones,24391,3015,2797,55,2021-04-03,2021,4,3,125,5,2,0,4,27569,0
Keokuk,14785,1003,899,30,2021-04-03,2021,4,3,30,0,2,0,0,27568,0
Kossuth,24550,2207,1934,60,2021-04-03,2021,4,3,101,8,-1,2,7.92079207920792,27567,0
Lee,51169,3883,3577,55,2021-04-03,2021,4,3,259,6,2,0,2.31660231660232,27566,0
Linn,272264,21264,19163,328,2021-04-03,2021,4,3,1159,32,6,3,2.76100086281277,27565,0
Louisa,16325,1318,1184,48,2021-04-03,2021,4,3,40,3,2,0,7.5,27564,0
Lucas,8817,774,701,22,2021-04-03,2021,4,3,22,0,1,0,0,27563,0
Lyon,14677,1521,1419,41,2021-04-03,2021,4,3,69,8,0,0,11.5942028985507,27562,0
Madison,19327,1644,1441,19,2021-04-03,2021,4,3,60,3,2,0,5,27561,0
Mahaska,29019,2305,2102,49,2021-04-03,2021,4,3,63,0,1,0,0,27560,0
Marion,39635,3718,3361,75,2021-04-03,2021,4,3,159,3,4,0,1.88679245283019,27559,0
Marshall,77811,5100,4586,74,2021-04-03,2021,4,3,310,4,4,0,1.29032258064516,27558,0
Mills,20382,1715,1471,20,2021-04-03,2021,4,3,112,0,3,0,0,27557,0
Mitchell,16883,1358,1179,41,2021-04-03,2021,4,3,59,0,1,0,0,27556,0
Monona,17242,855,741,30,2021-04-03,2021,4,3,28,3,0,0,10.7142857142857,27555,0
Monroe,9188,961,871,28,2021-04-03,2021,4,3,21,2,0,0,9.52380952380952,27554,0
Montgomery,13507,1063,933,37,2021-04-03,2021,4,3,16,0,1,0,0,27553,0
Muscatine,51155,4792,4180,96,2021-04-03,2021,4,3,119,19,6,0,15.9663865546219,27552,0
O'Brien,24437,2081,1781,59,2021-04-03,2021,4,3,55,4,1,1,7.27272727272727,27551,0
Osceola,8004,748,669,16,2021-04-03,2021,4,3,35,1,-1,0,2.85714285714286,27550,0
Page,20103,1925,1791,20,2021-04-03,2021,4,3,66,1,1,1,1.51515151515152,27549,0
Palo Alto,17295,1131,994,22,2021-04-03,2021,4,3,25,1,3,0,4,27548,0
Plymouth,35974,4180,3611,79,2021-04-03,2021,4,3,109,10,1,0,9.1743119266055,27547,0
Pocahontas,12218,875,792,21,2021-04-03,2021,4,3,22,0,-1,1,0,27546,0
Polk,646293,61780,51597,590,2021-04-03,2021,4,3,2425,172,114,8,7.09278350515464,27545,0
Pottawattamie,112237,11475,9764,156,2021-04-03,2021,4,3,394,73,15,2,18.5279187817259,27544,0
Poweshiek,40184,1587,1455,33,2021-04-03,2021,4,3,403,2,-1,1,0.496277915632754,27543,0
Ringgold,9191,547,491,22,2021-04-03,2021,4,3,19,1,1,0,5.26315789473684,27542,0
Sac,18713,1325,1177,19,2021-04-03,2021,4,3,67,3,4,0,4.47761194029851,27541,0
Scott,195198,19608,17049,232,2021-04-03,2021,4,3,681,92,18,5,13.5095447870778,27540,0
Shelby,15906,1297,1135,35,2021-04-03,2021,4,3,27,2,1,1,7.40740740740741,27539,0
Sioux,41642,5146,4735,72,2021-04-03,2021,4,3,78,10,6,3,12.8205128205128,27538,0
Story,153533,10849,9592,47,2021-04-03,2021,4,3,595,34,14,1,5.71428571428571,27537,0
Tama,30988,2176,1961,68,2021-04-03,2021,4,3,85,1,2,0,1.17647058823529,27536,0
Taylor,8056,668,631,12,2021-04-03,2021,4,3,20,0,0,0,0,27535,0
Union,16232,1309,1168,32,2021-04-03,2021,4,3,64,4,2,0,6.25,27534,0
Van Buren,7963,576,523,18,2021-04-03,2021,4,3,17,5,0,0,29.4117647058824,27533,0
Wapello,44487,4580,3952,119,2021-04-03,2021,4,3,154,5,7,1,3.24675324675325,27532,0
Warren,71379,5895,5080,85,2021-04-03,2021,4,3,335,18,9,4,5.37313432835821,27531,0
Washington,38515,2620,2354,49,2021-04-03,2021,4,3,52,6,-3,0,11.5384615384615,27530,0
Wayne,6345,555,450,23,2021-04-03,2021,4,3,26,1,1,0,3.84615384615385,27529,0
Webster,65528,5319,4870,90,2021-04-03,2021,4,3,99,5,1,1,5.05050505050505,27528,0
Winnebago,16505,1441,1274,31,2021-04-03,2021,4,3,54,3,-1,0,5.55555555555556,27527,0
Winneshiek,36215,1980,1805,33,2021-04-03,2021,4,3,288,6,5,1,2.08333333333333,27526,0
Woodbury,137138,15883,13665,219,2021-04-03,2021,4,3,438,39,25,1,8.9041095890411,27525,0
Worth,12025,723,662,8,2021-04-03,2021,4,3,45,1,-1,0,2.22222222222222,27524,0
Wright,19884,1838,1715,35,2021-04-03,2021,4,3,27,1,2,0,3.7037037037037,27523,0
