County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,3127,689,563,20,2021-01-20,2021,1,20,8,1,14,0,12.5,20493,0
Adams,1364,297,246,3,2021-01-20,2021,1,20,5,2,1,0,40,20492,0
Allamakee,5171,1292,1113,28,2021-01-20,2021,1,20,15,15,12,0,100,20491,0
Appanoose,5141,1106,921,40,2021-01-20,2021,1,20,8,3,7,2,37.5,20490,0
Audubon,2195,415,360,8,2021-01-20,2021,1,20,10,0,0,0,0,20489,0
Benton,10804,2097,1919,50,2021-01-20,2021,1,20,34,3,6,6,8.82352941176471,20488,0
Black Hawk,60291,13825,12424,238,2021-01-20,2021,1,20,146,72,83,2,49.3150684931507,20487,0
Boone,11749,2192,1782,17,2021-01-20,2021,1,20,35,12,15,0,34.2857142857143,20486,0
Bremer,10088,2459,2231,48,2021-01-20,2021,1,20,46,10,14,0,21.7391304347826,20485,0
Buchanan,8056,1601,1394,23,2021-01-20,2021,1,20,20,7,4,0,35,20484,0
Buena Vista,13379,3935,3610,29,2021-01-20,2021,1,20,10,4,31,0,40,20483,0
Butler,6004,1487,1223,24,2021-01-20,2021,1,20,23,8,18,0,34.7826086956522,20482,0
Calhoun,4719,1228,1156,9,2021-01-20,2021,1,20,12,7,3,0,58.3333333333333,20481,0
Carroll,10076,2556,2271,34,2021-01-20,2021,1,20,24,6,5,0,25,20480,0
Cass,5436,1137,975,42,2021-01-20,2021,1,20,16,6,9,1,37.5,20479,0
Cedar,7778,1535,1321,19,2021-01-20,2021,1,20,31,9,9,0,29.0322580645161,20478,0
Cerro Gordo,20913,4672,4186,71,2021-01-20,2021,1,20,62,22,20,3,35.4838709677419,20477,0
Cherokee,5255,1391,1182,27,2021-01-20,2021,1,20,10,2,15,0,20,20476,0
Chickasaw,4610,1120,1008,12,2021-01-20,2021,1,20,19,8,4,0,42.1052631578947,20475,0
Clarke,4072,795,635,7,2021-01-20,2021,1,20,15,2,8,0,13.3333333333333,20474,0
Clay,7227,1691,1502,20,2021-01-20,2021,1,20,20,13,2,0,65,20473,0
Clayton,6028,1514,1313,48,2021-01-20,2021,1,20,23,1,7,0,4.34782608695652,20472,0
Clinton,18921,4514,3974,63,2021-01-20,2021,1,20,38,15,17,2,39.4736842105263,20471,0
Crawford,7760,2320,2042,24,2021-01-20,2021,1,20,12,13,13,2,108.333333333333,20470,0
Dallas,46051,8912,7599,72,2021-01-20,2021,1,20,118,40,56,1,33.8983050847458,20469,0
Davis,2768,693,611,21,2021-01-20,2021,1,20,3,2,5,0,66.6666666666667,20468,0
Decatur,2958,493,408,4,2021-01-20,2021,1,20,20,5,8,0,25,20467,0
Delaware,6886,1743,1572,36,2021-01-20,2021,1,20,21,8,3,0,38.0952380952381,20466,0
Des Moines,18211,3820,3404,41,2021-01-20,2021,1,20,35,5,17,0,14.2857142857143,20465,0
