County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,12545,986,817,32,2021-05-18,2021,5,18,8,1,0,0,12.5,31977,0
Adams,5872,349,331,4,2021-05-18,2021,5,18,9,0,0,0,0,31976,0
Allamakee,22113,1572,1444,51,2021-05-18,2021,5,18,78,0,1,0,0,31975,0
Appanoose,18569,1460,1220,49,2021-05-18,2021,5,18,21,4,-1,0,19.0476190476191,31974,0
Audubon,12770,529,484,10,2021-05-18,2021,5,18,102,0,1,0,0,31973,0
Benton,38636,2727,2458,55,2021-05-18,2021,5,18,133,4,4,0,3.00751879699248,31972,0
Black Hawk,221456,17311,15303,308,2021-05-18,2021,5,18,457,16,18,0,3.50109409190372,31971,0
Boone,45549,2843,2566,34,2021-05-18,2021,5,18,57,9,5,0,15.7894736842105,31970,0
Bremer,40789,2989,2738,60,2021-05-18,2021,5,18,129,2,2,0,1.55038759689923,31969,0
Buchanan,32416,2020,1857,32,2021-05-18,2021,5,18,71,0,1,0,0,31968,0
Buena Vista,46002,4894,4183,40,2021-05-18,2021,5,18,61,0,2,0,0,31967,0
Butler,30347,1743,1588,34,2021-05-18,2021,5,18,46,0,0,0,0,31966,0
Calhoun,19065,1437,1322,13,2021-05-18,2021,5,18,37,3,2,0,8.10810810810811,31965,0
Carroll,37764,3072,2750,52,2021-05-18,2021,5,18,82,2,8,0,2.4390243902439,31964,0
Cass,21303,1468,1303,54,2021-05-18,2021,5,18,38,0,2,0,0,31963,0
Cedar,32409,1995,1818,23,2021-05-18,2021,5,18,88,2,-1,0,2.27272727272727,31962,0
Cerro Gordo,79135,5842,5157,89,2021-05-18,2021,5,18,151,10,12,0,6.62251655629139,31961,0
Cherokee,21409,1689,1536,38,2021-05-18,2021,5,18,26,0,4,0,0,31960,0
Chickasaw,18221,1313,1217,16,2021-05-18,2021,5,18,28,3,0,0,10.7142857142857,31959,0
Clarke,13882,1065,963,24,2021-05-18,2021,5,18,23,4,0,0,17.3913043478261,31958,0
Clay,31682,2267,2100,26,2021-05-18,2021,5,18,59,2,7,1,3.38983050847458,31957,0
Clayton,26030,1782,1625,56,2021-05-18,2021,5,18,40,0,2,0,0,31956,0
Clinton,65883,6044,5322,93,2021-05-18,2021,5,18,199,9,22,0,4.52261306532663,31955,0
Crawford,28905,2908,2586,40,2021-05-18,2021,5,18,34,2,2,0,5.88235294117647,31954,0
Dallas,132174,12539,10848,98,2021-05-18,2021,5,18,217,18,23,0,8.29493087557604,31953,0
Davis,11579,908,775,24,2021-05-18,2021,5,18,21,0,0,0,0,31952,0
Decatur,10705,624,588,9,2021-05-18,2021,5,18,14,0,1,0,0,31951,0
Delaware,30153,2143,2000,41,2021-05-18,2021,5,18,191,2,5,0,1.04712041884817,31950,0
Des Moines,58154,4957,4371,66,2021-05-18,2021,5,18,93,6,9,0,6.45161290322581,31949,0
Dickinson,27742,2675,2397,44,2021-05-18,2021,5,18,28,1,7,1,3.57142857142857,31948,0
Dubuque,198596,14685,12977,209,2021-05-18,2021,5,18,894,12,19,0,1.34228187919463,31947,0
Emmet,17587,1415,1254,40,2021-05-18,2021,5,18,21,0,6,0,0,31946,0
Fayette,37605,1934,1801,41,2021-05-18,2021,5,18,54,0,3,0,0,31945,0
Floyd,26568,1792,1520,42,2021-05-18,2021,5,18,52,3,7,0,5.76923076923077,31944,0
Franklin,20288,1315,1107,21,2021-05-18,2021,5,18,55,6,0,0,10.9090909090909,31943,0
Fremont,7488,662,611,9,2021-05-18,2021,5,18,7,5,1,0,71.4285714285714,31942,0
Greene,15402,824,758,10,2021-05-18,2021,5,18,14,0,0,0,0,31941,0
Grundy,19829,1443,1325,33,2021-05-18,2021,5,18,26,0,1,0,0,31940,0
Guthrie,19161,1302,1162,30,2021-05-18,2021,5,18,29,2,3,0,6.89655172413793,31939,0
Hamilton,24018,1988,1742,50,2021-05-18,2021,5,18,47,0,1,1,0,31938,0
Hancock,22274,1587,1408,34,2021-05-18,2021,5,18,75,3,3,0,4,31937,0
Hardin,36320,1989,1776,44,2021-05-18,2021,5,18,256,0,14,1,0,31936,0
Harrison,21941,1932,1693,73,2021-05-18,2021,5,18,17,1,0,0,5.88235294117647,31935,0
Henry,37343,3068,2832,37,2021-05-18,2021,5,18,75,0,5,0,0,31934,0
Howard,17349,1097,1009,22,2021-05-18,2021,5,18,17,5,0,0,29.4117647058824,31933,0
Humboldt,15803,1242,1159,26,2021-05-18,2021,5,18,19,4,1,0,21.0526315789474,31932,0
Ida,12904,1015,863,35,2021-05-18,2021,5,18,8,0,4,0,0,31931,0
Iowa,30557,1551,1442,24,2021-05-18,2021,5,18,45,0,3,0,0,31930,0
Jackson,26591,2359,2151,42,2021-05-18,2021,5,18,90,6,4,0,6.66666666666667,31929,0
Jasper,53738,4540,4050,72,2021-05-18,2021,5,18,68,3,4,0,4.41176470588235,31928,0
Jefferson,21354,1445,1289,35,2021-05-18,2021,5,18,33,0,0,0,0,31927,0
Johnson,218061,15375,14027,83,2021-05-18,2021,5,18,474,14,37,0,2.9535864978903,31926,0
Jones,27621,3114,2880,57,2021-05-18,2021,5,18,48,0,1,0,0,31925,0
Keokuk,16151,1027,923,31,2021-05-18,2021,5,18,13,0,2,0,0,31924,0
Kossuth,27007,2274,2078,64,2021-05-18,2021,5,18,44,0,3,0,0,31923,0
Lee,55578,4002,3649,55,2021-05-18,2021,5,18,70,0,7,0,0,31922,0
Linn,302238,22312,20037,335,2021-05-18,2021,5,18,674,11,45,0,1.63204747774481,31921,0
Louisa,17904,1341,1228,49,2021-05-18,2021,5,18,22,0,-1,0,0,31920,0
Lucas,9740,802,737,23,2021-05-18,2021,5,18,25,1,7,0,4,31919,0
Lyon,17005,1590,1512,41,2021-05-18,2021,5,18,14,0,0,0,0,31918,0
Madison,21563,1765,1532,19,2021-05-18,2021,5,18,35,0,5,0,0,31917,0
Mahaska,32439,2414,2200,51,2021-05-18,2021,5,18,70,0,2,0,0,31916,0
Marion,43735,3834,3493,76,2021-05-18,2021,5,18,64,0,4,1,0,31915,0
Marshall,84892,5205,4705,75,2021-05-18,2021,5,18,130,6,-1,0,4.61538461538462,31914,0
Mills,21785,1792,1570,23,2021-05-18,2021,5,18,19,1,-1,1,5.26315789473684,31913,0
Mitchell,18454,1378,1224,42,2021-05-18,2021,5,18,22,2,1,0,9.09090909090909,31912,0
Monona,18591,884,792,30,2021-05-18,2021,5,18,12,0,3,0,0,31911,0
Monroe,10036,996,917,29,2021-05-18,2021,5,18,8,0,2,0,0,31910,0
Montgomery,14723,1109,979,38,2021-05-18,2021,5,18,13,0,2,0,0,31909,0
Muscatine,57851,5164,4566,100,2021-05-18,2021,5,18,81,7,12,0,8.64197530864198,31908,0
O'Brien,26820,2147,1916,60,2021-05-18,2021,5,18,19,0,4,0,0,31907,0
Osceola,9368,815,749,16,2021-05-18,2021,5,18,14,0,6,0,0,31906,0
Page,21977,1995,1886,22,2021-05-18,2021,5,18,13,1,1,0,7.69230769230769,31905,0
Palo Alto,19438,1186,1088,23,2021-05-18,2021,5,18,54,0,1,0,0,31904,0
Plymouth,39479,4320,3905,80,2021-05-18,2021,5,18,95,4,3,0,4.21052631578947,31903,0
Pocahontas,13762,899,824,22,2021-05-18,2021,5,18,121,2,1,0,1.65289256198347,31902,0
Polk,718301,65054,55671,628,2021-05-18,2021,5,18,1175,40,105,0,3.40425531914894,31901,0
Pottawattamie,123574,12254,10668,168,2021-05-18,2021,5,18,235,0,29,0,0,31900,0
Poweshiek,46654,1625,1506,34,2021-05-18,2021,5,18,50,2,2,0,4,31899,0
Ringgold,10338,576,532,24,2021-05-18,2021,5,18,4,0,0,0,0,31898,0
Sac,21054,1388,1264,19,2021-05-18,2021,5,18,28,0,5,0,0,31897,0
Scott,220116,21523,19012,242,2021-05-18,2021,5,18,457,23,61,0,5.0328227571116,31896,0
Shelby,17922,1370,1258,37,2021-05-18,2021,5,18,56,0,3,0,0,31895,0
Sioux,47250,5331,5002,74,2021-05-18,2021,5,18,104,7,5,0,6.73076923076923,31894,0
Story,166687,11395,10290,48,2021-05-18,2021,5,18,221,6,18,0,2.71493212669683,31893,0
Tama,33472,2227,1997,71,2021-05-18,2021,5,18,49,2,2,0,4.08163265306122,31892,0
Taylor,8975,684,645,12,2021-05-18,2021,5,18,7,0,0,0,0,31891,0
Union,17826,1364,1204,33,2021-05-18,2021,5,18,52,0,1,0,0,31890,0
Van Buren,8767,585,541,18,2021-05-18,2021,5,18,20,0,0,0,0,31889,0
Wapello,48480,4673,4135,122,2021-05-18,2021,5,18,89,4,2,0,4.49438202247191,31888,0
Warren,80359,6281,5502,90,2021-05-18,2021,5,18,174,5,13,1,2.8735632183908,31887,0
Washington,42896,2705,2451,50,2021-05-18,2021,5,18,61,0,2,0,0,31886,0
Wayne,7425,581,498,23,2021-05-18,2021,5,18,13,0,1,0,0,31885,0
Webster,70442,5418,4996,93,2021-05-18,2021,5,18,71,10,3,0,14.0845070422535,31884,0
Winnebago,18183,1536,1339,31,2021-05-18,2021,5,18,33,1,4,0,3.03030303030303,31883,0
Winneshiek,41365,2049,1916,35,2021-05-18,2021,5,18,9,0,3,0,0,31882,0
Woodbury,150962,16454,14743,228,2021-05-18,2021,5,18,184,15,20,0,8.15217391304348,31881,0
Worth,13663,793,707,8,2021-05-18,2021,5,18,74,0,1,0,0,31880,0
Wright,21330,1923,1775,37,2021-05-18,2021,5,18,35,5,1,0,14.2857142857143,31879,0
