County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID,PosTestRate14
Adair,12111,964,804,32,2021-04-18,2021,4,18,4,0,0,0,0,29106,0
Adams,5426,339,315,4,2021-04-18,2021,4,18,4,1,0,0,25,29105,0
Allamakee,20711,1544,1427,51,2021-04-18,2021,4,18,19,0,1,0,0,29104,0
Appanoose,17327,1436,1199,47,2021-04-18,2021,4,18,8,0,-1,0,0,29103,0
Audubon,11942,510,466,9,2021-04-18,2021,4,18,1,0,-1,0,0,29102,0
Benton,36389,2659,2398,55,2021-04-18,2021,4,18,36,0,0,0,0,29101,0
Black Hawk,208733,16982,14855,306,2021-04-18,2021,4,18,168,14,3,0,8.33333333333333,29100,0
Boone,43295,2768,2463,33,2021-04-18,2021,4,18,39,1,3,0,2.56410256410256,29099,0
Bremer,38282,2927,2681,60,2021-04-18,2021,4,18,15,2,2,0,13.3333333333333,29098,0
Buchanan,30191,1990,1784,31,2021-04-18,2021,4,18,17,0,0,0,0,29097,0
Buena Vista,44189,4866,4124,40,2021-04-18,2021,4,18,28,4,1,0,14.2857142857143,29096,0
Butler,28881,1716,1567,34,2021-04-18,2021,4,18,14,0,0,0,0,29095,0
Calhoun,17955,1380,1306,11,2021-04-18,2021,4,18,17,0,1,0,0,29094,0
Carroll,35631,2997,2689,51,2021-04-18,2021,4,18,26,2,2,0,7.69230769230769,29093,0
Cass,20278,1427,1270,54,2021-04-18,2021,4,18,12,3,0,0,25,29092,0
Cedar,30038,1925,1741,23,2021-04-18,2021,4,18,31,4,3,0,12.9032258064516,29091,0
Cerro Gordo,74719,5619,4978,86,2021-04-18,2021,4,18,154,12,0,0,7.79220779220779,29090,0
Cherokee,20519,1671,1473,38,2021-04-18,2021,4,18,4,0,0,0,0,29089,0
Chickasaw,17063,1292,1200,15,2021-04-18,2021,4,18,2,1,0,0,50,29088,0
Clarke,13118,1042,947,23,2021-04-18,2021,4,18,9,1,0,0,11.1111111111111,29087,0
Clay,29575,2218,1913,25,2021-04-18,2021,4,18,71,2,7,0,2.8169014084507,29086,0
Clayton,24372,1755,1569,55,2021-04-18,2021,4,18,18,1,2,0,5.55555555555556,29085,0
Clinton,61346,5842,5023,90,2021-04-18,2021,4,18,152,6,2,0,3.94736842105263,29084,0
Crawford,26910,2855,2545,40,2021-04-18,2021,4,18,23,0,-1,0,0,29083,0
Dallas,124600,12192,10406,96,2021-04-18,2021,4,18,118,9,18,0,7.6271186440678,29082,0
Davis,10748,869,753,24,2021-04-18,2021,4,18,2,1,0,0,50,29081,0
Decatur,10256,602,575,9,2021-04-18,2021,4,18,3,0,0,0,0,29080,0
Delaware,27462,2071,1856,39,2021-04-18,2021,4,18,17,3,3,0,17.6470588235294,29079,0
Des Moines,54564,4755,4277,65,2021-04-18,2021,4,18,95,4,1,0,4.21052631578947,29078,0
Dickinson,26076,2602,2124,43,2021-04-18,2021,4,18,48,4,2,0,8.33333333333333,29077,0
Dubuque,184611,14407,12352,202,2021-04-18,2021,4,18,154,11,7,0,7.14285714285714,29076,0
Emmet,16622,1363,1139,40,2021-04-18,2021,4,18,19,1,-1,0,5.26315789473684,29075,0
Fayette,35096,1910,1771,41,2021-04-18,2021,4,18,70,1,0,0,1.42857142857143,29074,0
Floyd,24820,1725,1469,42,2021-04-18,2021,4,18,29,2,1,0,6.89655172413793,29073,0
Franklin,19105,1226,1081,21,2021-04-18,2021,4,18,21,1,0,0,4.76190476190476,29072,0
Fremont,7152,647,566,9,2021-04-18,2021,4,18,3,0,0,0,0,29071,0
Greene,14567,815,740,10,2021-04-18,2021,4,18,9,0,2,0,0,29070,0
Grundy,18889,1431,1299,32,2021-04-18,2021,4,18,11,0,0,0,0,29069,0
Guthrie,18082,1261,1102,29,2021-04-18,2021,4,18,9,1,4,0,11.1111111111111,29068,0
Hamilton,22918,1967,1710,49,2021-04-18,2021,4,18,14,0,0,0,0,29067,0
Hancock,20762,1536,1360,34,2021-04-18,2021,4,18,71,5,-1,0,7.04225352112676,29066,0
Hardin,33830,1927,1700,42,2021-04-18,2021,4,18,22,1,1,0,4.54545454545455,29065,0
Harrison,20793,1893,1630,73,2021-04-18,2021,4,18,134,1,1,0,0.746268656716418,29064,0
Henry,35358,3008,2783,37,2021-04-18,2021,4,18,27,0,0,0,0,29063,0
Howard,16497,1074,992,22,2021-04-18,2021,4,18,16,2,0,0,12.5,29062,0
Humboldt,15148,1229,1133,26,2021-04-18,2021,4,18,14,0,1,0,0,29061,0
Ida,12252,1004,825,33,2021-04-18,2021,4,18,3,0,1,0,0,29060,0
Iowa,29050,1519,1407,24,2021-04-18,2021,4,18,20,0,0,0,0,29059,0
