County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,400,14,11,0,2020-06-25,2020,6,25,18,2,0,0,11.1111111111111,495
Adams,240,7,5,0,2020-06-25,2020,6,25,13,0,0,0,0,494
Allamakee,1169,122,90,4,2020-06-25,2020,6,25,30,0,0,0,0,493
Appanoose,778,20,16,3,2020-06-25,2020,6,25,18,0,0,0,0,492
Audubon,319,16,11,1,2020-06-25,2020,6,25,12,1,0,0,8.33333333333333,491
Benton,1747,55,42,1,2020-06-25,2020,6,25,64,2,0,0,3.125,490
Black Hawk,13790,1961,1194,57,2020-06-25,2020,6,25,381,34,7,1,8.9238845144357,489
Boone,2402,128,77,1,2020-06-25,2020,6,25,94,11,0,0,11.7021276595745,488
Bremer,2076,86,70,6,2020-06-25,2020,6,25,57,1,0,0,1.75438596491228,487
Buchanan,1551,41,31,1,2020-06-25,2020,6,25,49,0,0,0,0,486
Buena Vista,6799,1677,582,11,2020-06-25,2020,6,25,47,2,32,1,4.25531914893617,485
Butler,1358,40,29,2,2020-06-25,2020,6,25,41,3,2,0,7.31707317073171,484
Calhoun,871,30,18,0,2020-06-25,2020,6,25,21,3,0,0,14.2857142857143,483
Carroll,1627,73,54,1,2020-06-25,2020,6,25,61,3,4,0,4.91803278688525,482
Cass,712,16,16,0,2020-06-25,2020,6,25,14,0,0,0,0,481
Cedar,1459,68,50,1,2020-06-25,2020,6,25,54,2,0,0,3.7037037037037,480
Cerro Gordo,3969,70,30,1,2020-06-25,2020,6,25,58,4,0,0,6.89655172413793,479
Cherokee,946,68,56,0,2020-06-25,2020,6,25,30,0,1,0,0,478
Chickasaw,922,23,15,0,2020-06-25,2020,6,25,35,3,0,0,8.57142857142857,477
Clarke,925,114,72,2,2020-06-25,2020,6,25,24,3,3,0,12.5,476
Clay,1402,113,73,0,2020-06-25,2020,6,25,65,3,3,0,4.61538461538462,475
Clayton,1273,38,31,3,2020-06-25,2020,6,25,23,3,0,0,13.0434782608696,474
Clinton,2876,83,67,1,2020-06-25,2020,6,25,180,6,0,0,3.33333333333333,473
Crawford,2728,650,383,2,2020-06-25,2020,6,25,24,6,0,0,25,472
Dallas,8852,1115,705,29,2020-06-25,2020,6,25,362,27,10,0,7.4585635359116,471
Davis,535,36,25,1,2020-06-25,2020,6,25,11,0,0,0,0,470
Decatur,410,9,7,0,2020-06-25,2020,6,25,3,0,0,0,0,469
Delaware,1134,36,28,1,2020-06-25,2020,6,25,41,1,1,0,2.4390243902439,468
Des Moines,2515,81,62,2,2020-06-25,2020,6,25,84,3,0,0,3.57142857142857,467
