County,IndTested,IndPositive,IndRec,Deaths,Date,Year,Month,Day,NewIndTested,NewIndPositive,NewIndRec,NewDeaths,PosTestRate,ID
Adair,732,20,16,0,2020-07-21,2020,7,21,10,0,0,0,0,3069
Adams,358,12,8,0,2020-07-21,2020,7,21,1,0,0,0,0,3068
Allamakee,1758,143,121,4,2020-07-21,2020,7,21,16,3,1,0,18.75,3067
Appanoose,1164,34,25,3,2020-07-21,2020,7,21,11,0,7,0,0,3066
Audubon,595,22,15,1,2020-07-21,2020,7,21,4,1,0,0,25,3065
Benton,2682,94,70,1,2020-07-21,2020,7,21,50,1,0,0,2,3064
Black Hawk,20780,2713,1951,61,2020-07-21,2020,7,21,220,12,16,1,5.45454545454545,3063
Boone,3393,189,131,1,2020-07-21,2020,7,21,32,1,1,0,3.125,3062
Bremer,2950,140,79,7,2020-07-21,2020,7,21,30,4,0,0,13.3333333333333,3061
Buchanan,2416,77,44,1,2020-07-21,2020,7,21,28,4,2,0,14.2857142857143,3060
Buena Vista,7512,1758,1668,12,2020-07-21,2020,7,21,29,1,5,0,3.44827586206897,3059
Butler,1896,85,65,2,2020-07-21,2020,7,21,10,2,1,0,20,3058
Calhoun,1378,70,59,2,2020-07-21,2020,7,21,13,0,2,0,0,3057
Carroll,2670,137,117,1,2020-07-21,2020,7,21,27,2,3,0,7.40740740740741,3056
Cass,1104,30,28,0,2020-07-21,2020,7,21,9,0,0,0,0,3055
Cedar,2092,103,71,1,2020-07-21,2020,7,21,23,0,0,0,0,3054
Cerro Gordo,6562,454,109,14,2020-07-21,2020,7,21,160,10,4,1,6.25,3053
Cherokee,1512,89,74,1,2020-07-21,2020,7,21,9,0,0,0,0,3052
Chickasaw,1375,39,33,0,2020-07-21,2020,7,21,32,0,0,0,0,3051
Clarke,1274,152,119,3,2020-07-21,2020,7,21,16,1,0,0,6.25,3050
Clay,2208,161,110,1,2020-07-21,2020,7,21,9,1,1,0,11.1111111111111,3049
Clayton,1852,61,45,3,2020-07-21,2020,7,21,23,1,0,0,4.34782608695652,3048
Clinton,4432,181,84,2,2020-07-21,2020,7,21,52,3,8,0,5.76923076923077,3047
Crawford,3288,687,649,3,2020-07-21,2020,7,21,24,0,4,0,0,3046
Dallas,14062,1572,1112,34,2020-07-21,2020,7,21,143,5,10,0,3.4965034965035,3045
Davis,699,46,36,1,2020-07-21,2020,7,21,4,0,0,0,0,3044
Decatur,514,15,11,0,2020-07-21,2020,7,21,0,0,0,0,,3043
Delaware,1770,66,58,1,2020-07-21,2020,7,21,20,0,0,0,0,3042
Des Moines,3511,116,83,2,2020-07-21,2020,7,21,37,1,0,0,2.7027027027027,3041
Dickinson,3309,345,231,3,2020-07-21,2020,7,21,9,2,10,0,22.2222222222222,3040
Dubuque,17471,1224,481,23,2020-07-21,2020,7,21,139,13,10,0,9.35251798561151,3039
Emmet,1252,120,73,0,2020-07-21,2020,7,21,14,0,2,0,0,3038
Fayette,2282,65,31,0,2020-07-21,2020,7,21,30,0,0,0,0,3037
Floyd,2208,95,66,2,2020-07-21,2020,7,21,19,0,0,0,0,3036
Franklin,1491,145,75,1,2020-07-21,2020,7,21,20,1,5,1,5,3035
Fremont,522,14,6,0,2020-07-21,2020,7,21,6,0,0,0,0,3034
Greene,1061,37,29,0,2020-07-21,2020,7,21,5,0,0,0,0,3033
Grundy,1515,58,31,1,2020-07-21,2020,7,21,14,0,0,1,0,3032
Guthrie,1436,108,66,5,2020-07-21,2020,7,21,12,2,4,0,16.6666666666667,3031
Hamilton,2308,213,204,1,2020-07-21,2020,7,21,23,1,15,0,4.34782608695652,3030
Hancock,1500,84,60,2,2020-07-21,2020,7,21,20,5,3,0,25,3029
Hardin,2196,109,55,0,2020-07-21,2020,7,21,10,1,0,0,10,3028
Harrison,1335,71,57,0,2020-07-21,2020,7,21,2,0,6,0,0,3027
Henry,2201,100,78,3,2020-07-21,2020,7,21,15,0,0,0,0,3026
Howard,1064,42,24,0,2020-07-21,2020,7,21,3,0,1,0,0,3025
Humboldt,1103,70,63,1,2020-07-21,2020,7,21,9,0,4,0,0,3024
